nObserver,cond,nEsti,nDictator,prefDictator,estim,RT,accuracy
2,3,4,2,0.624242424242424,0.605469,4.516785,0.981226575757576
2,3,1,14,0.563636363636364,0.59082,4.48926,0.972816363636364
2,3,2,14,0.563636363636364,0.822266,3.282169,0.741370363636364
2,3,3,14,0.563636363636364,0.584961,4.434905,0.978675363636364
2,3,4,14,0.563636363636364,0.541016,5.150447,0.977379636363636
2,3,1,6,1,0.1,27.426338,0.1
2,3,2,6,1,0.769531,3.148922,0.769531
2,3,3,6,1,0.772461,6.068343,0.772461
2,3,4,6,1,0.790039,4.683476,0.790039
3,1,1,1,0.509090909090909,0.505859,21.709193,0.996768090909091
