nObserver,cond,nEsti,nDictator,prefDictator,estim,RT,accuracy
3,1,2,1,0.509090909090909,0.505859,16.217763,0.996768090909091
3,1,3,1,0.509090909090909,0.567383,8.933463,0.941707909090909
3,1,4,1,0.509090909090909,0.444336,14.004706,0.935245090909091
3,1,1,2,0.624242424242424,0.505859,11.675752,0.881616575757576
3,1,2,2,0.624242424242424,0.552734,6.948514,0.928491575757576
3,1,3,2,0.624242424242424,0.564453,9.685539,0.940210575757576
3,1,4,2,0.624242424242424,0.643555,11.85279,0.980687424242424
3,1,1,15,0.824242424242424,0.50293,7.438564,0.678687575757576
3,1,2,15,0.824242424242424,0.640625,9.313784,0.816382575757576
3,1,3,15,0.824242424242424,0.620117,4.828611,0.795874575757576
3,1,4,15,0.824242424242424,0.587891,10.049895,0.763648575757576
3,1,1,16,0.951515151515152,0.514648,6.68589,0.563132848484848
3,1,2,16,0.951515151515152,0.646484,8.416024,0.694968848484848
3,1,3,16,0.951515151515152,0.725586,9.835024,0.774070848484848
3,1,4,16,0.951515151515152,0.807617,7.031359,0.856101848484848
3,4,1,7,0.951515151515152,0.511719,12.22714,0.560203848484848
3,4,2,7,0.951515151515152,0.567383,6.316337,0.615867848484848
3,4,3,7,0.951515151515152,0.643555,8.018652,0.692039848484848
3,4,4,7,0.951515151515152,0.634766,7.300283,0.683250848484849
3,4,1,11,0.690909090909091,0.50293,5.374326,0.812020909090909
3,4,2,11,0.690909090909091,0.552734,5.894826,0.861824909090909
3,4,3,11,0.690909090909091,0.558594,5.314778,0.867684909090909
3,4,4,11,0.690909090909091,0.599609,8.269003,0.908699909090909
3,4,1,6,1,0.514648,6.285155,0.514648
3,4,2,6,1,0.532227,9.666855,0.532227
3,4,3,6,1,0.608398,5.498725,0.608398
3,4,4,6,1,0.570312,9.48601,0.570312
3,4,1,12,0.478787878787879,0.505859,6.10249,0.972928878787879
3,4,2,12,0.478787878787879,0.549805,7.700313,0.928982878787879
3,4,3,12,0.478787878787879,0.801758,4.37975,0.677029878787879
3,4,4,12,0.478787878787879,0.520508,5.314943,0.958279878787879
3,2,1,3,0.721212121212121,0.505859,5.166344,0.784646878787879
3,2,2,3,0.721212121212121,0.646484,7.398625,0.925271878787879
3,2,3,3,0.721212121212121,0.722656,6.94751,0.998556121212121
3,2,4,3,0.721212121212121,0.49707,5.997382,0.775857878787879
3,2,1,4,1,0.517578,4.811204,0.517578
3,2,2,4,1,0.798828,5.380003,0.798828
3,2,3,4,1,0.883789,8.535083,0.883789
3,2,4,4,1,1,7.382507,1
3,2,1,9,0.757575757575758,0.514648,4.168244,0.757072242424242
3,2,2,9,0.757575757575758,0.860352,4.745594,0.897223757575758
3,2,3,9,0.757575757575758,0.505859,4.395177,0.748283242424242
3,2,4,9,0.757575757575758,0.567383,5.310627,0.809807242424242
3,2,1,10,0.115151515151515,0.532227,4.033317,0.582924515151515
3,2,2,10,0.115151515151515,0,5.429072,0.884848484848485
3,2,3,10,0.115151515151515,0,5.047237,0.884848484848485
3,2,4,10,0.115151515151515,0.057617,5.02955,0.942465484848485
3,3,1,5,0.872727272727273,0.50293,5.068924,0.630202727272727
3,3,2,5,0.872727272727273,0.634766,4.848586,0.762038727272727
3,3,3,5,0.872727272727273,0.444336,7.616922,0.571608727272727
3,3,4,5,0.872727272727273,0.637695,5.147196,0.764967727272727
3,3,1,8,0.672727272727273,0.543945,3.635203,0.871217727272727
3,3,2,8,0.672727272727273,0.655273,4.73203,0.982545727272727
3,3,3,8,0.672727272727273,0.669922,4.915665,0.997194727272727
3,3,4,8,0.672727272727273,0.564453,4.346479,0.891725727272727
3,3,1,13,0.921212121212121,0.549805,4.116661,0.628592878787879
3,3,2,13,0.921212121212121,0.561523,5.834063,0.640310878787879
3,3,3,13,0.921212121212121,0.570312,4.864315,0.649099878787879
3,3,4,13,0.921212121212121,0.640625,4.561148,0.719412878787879
3,3,1,14,0.563636363636364,0.541016,4.537758,0.977379636363636
3,3,2,14,0.563636363636364,0.678711,6.982869,0.884925363636364
3,3,3,14,0.563636363636364,0.78418,5.482656,0.779456363636364
3,3,4,14,0.563636363636364,0.576172,4.464345,0.987464363636364
4,3,1,16,0.951515151515152,0.482422,16.550327,0.530906848484848
4,3,2,16,0.951515151515152,0.491211,12.086415,0.539695848484848
4,3,3,16,0.951515151515152,0.189453,4.79831,0.237937848484848
4,3,4,16,0.951515151515152,0.910156,6.016546,0.958640848484848
4,3,1,2,0.624242424242424,0.576172,10.104657,0.951929575757576
4,3,2,2,0.624242424242424,0.1,3.414403,0.475757575757576
4,3,3,2,0.624242424242424,0.297852,3.864121,0.673609575757576
4,3,4,2,0.624242424242424,0.447266,5.365714,0.823023575757576
4,3,1,15,0.824242424242424,0.558594,8.893935,0.734351575757576
4,3,2,15,0.824242424242424,0.473633,10.520613,0.649390575757576
4,3,3,15,0.824242424242424,0.664062,5.397057,0.839819575757576
4,3,4,15,0.824242424242424,0.50293,4.731646,0.678687575757576
4,3,1,10,0.115151515151515,0.051758,6.721212,0.936606484848485
4,3,2,10,0.115151515151515,0.081055,5.66489,0.965903484848485
4,3,3,10,0.115151515151515,0,3.412002,0.884848484848485
4,3,4,10,0.115151515151515,0.066406,3.332141,0.951254484848485
4,2,1,4,1,0.96582,5.251315,0.96582
4,2,2,4,1,0.746094,4.094865,0.746094
4,2,3,4,1,0.939453,4.011368,0.939453
4,2,4,4,1,1,2.827364,1
4,2,1,11,0.690909090909091,0.016602,6.427484,0.325692909090909
4,2,2,11,0.690909090909091,0.453125,5.228394,0.762215909090909
4,2,3,11,0.690909090909091,0.488281,5.511937,0.797371909090909
4,2,4,11,0.690909090909091,0.625977,3.66278,0.935067909090909
4,2,1,1,0.509090909090909,0.564453,4.885419,0.944637909090909
4,2,2,1,0.509090909090909,0.303711,3.441521,0.794620090909091
4,2,3,1,0.509090909090909,0.541016,4.229266,0.968074909090909
4,2,4,1,0.509090909090909,0.31543,3.74448,0.806339090909091
4,2,1,9,0.757575757575758,0.895508,5.049993,0.862067757575758
4,2,2,9,0.757575757575758,0.839844,3.610934,0.917731757575758
4,2,3,9,0.757575757575758,0.625977,6.046388,0.868401242424242
4,2,4,9,0.757575757575758,0.520508,3.693702,0.762932242424242
4,4,1,3,0.721212121212121,0.59082,7.948598,0.869607878787879
4,4,2,3,0.721212121212121,0.59375,4.399149,0.872537878787879
4,4,3,3,0.721212121212121,0.453125,4.131456,0.731912878787879
4,4,4,3,0.721212121212121,0.324219,3.997728,0.603006878787879
4,4,1,7,0.951515151515152,0.344727,2.531456,0.393211848484848
4,4,2,7,0.951515151515152,0.77832,4.431238,0.826804848484848
4,4,3,7,0.951515151515152,0.743164,3.139882,0.791648848484849
4,4,4,7,0.951515151515152,0.672852,6.150388,0.721336848484848
4,4,1,12,0.478787878787879,0.145508,2.833783,0.666720121212121
4,4,2,12,0.478787878787879,0.458984,3.247701,0.980196121212121
4,4,3,12,0.478787878787879,0.242188,3.764469,0.763400121212121
4,4,4,12,0.478787878787879,0.40918,4.163336,0.930392121212121
4,4,1,13,0.921212121212121,0.022461,3.165532,0.101248878787879
4,4,2,13,0.921212121212121,0.280273,4.414375,0.359060878787879
4,4,3,13,0.921212121212121,0.142578,2.62977,0.221365878787879
4,4,4,13,0.921212121212121,0.31543,3.147492,0.394217878787879
4,1,1,5,0.872727272727273,0.68457,2.84519,0.811842727272727
4,1,2,5,0.872727272727273,0.68457,2.32492,0.811842727272727
4,1,3,5,0.872727272727273,0.710938,3.394332,0.838210727272727
4,1,4,5,0.872727272727273,0.669922,3.075871,0.797194727272727
4,1,1,14,0.563636363636364,0.96582,3.237751,0.597816363636364
4,1,2,14,0.563636363636364,0.49707,3.744198,0.933433636363636
4,1,3,14,0.563636363636364,0.476562,5.481315,0.912925636363636
4,1,4,14,0.563636363636364,0.558594,7.381302,0.994957636363636
4,1,1,8,0.672727272727273,0.464844,2.859475,0.792116727272727
4,1,2,8,0.672727272727273,0.520508,4.994574,0.847780727272727
4,1,3,8,0.672727272727273,0.538086,6.215571,0.865358727272727
4,1,4,8,0.672727272727273,0.587891,3.144233,0.915163727272727
4,1,1,6,1,0,5.253414,0
4,1,2,6,1,0.945312,3.876398,0.945312
4,1,3,6,1,0.87793,3.477495,0.87793
4,1,4,6,1,0.939453,3.210798,0.939453
5,2,1,4,1,0.1,11.939868,0.1
5,2,2,4,1,0.910156,28.452097,0.910156
5,2,3,4,1,0.942383,6.699386,0.942383
5,2,4,4,1,1,2.891346,1
5,2,1,1,0.509090909090909,0.1,10.555206,0.590909090909091
5,2,2,1,0.509090909090909,0.50293,7.21439,0.993839090909091
5,2,3,1,0.509090909090909,0.640625,6.197541,0.868465909090909
5,2,4,1,0.509090909090909,0.479492,6.016577,0.970401090909091
5,2,1,15,0.824242424242424,0.1,3.634489,0.275757575757576
5,2,2,15,0.824242424242424,0.634766,6.332016,0.810523575757576
5,2,3,15,0.824242424242424,0.669922,8.000849,0.845679575757576
5,2,4,15,0.824242424242424,0.693359,7.098759,0.869116575757576
5,2,1,8,0.672727272727273,0.1,1.605238,0.427272727272727
5,2,2,8,0.672727272727273,0.541016,8.449808,0.868288727272727
5,2,3,8,0.672727272727273,0.582031,3.897062,0.909303727272727
5,2,4,8,0.672727272727273,0.529297,8.635233,0.856569727272727
5,4,1,10,0.115151515151515,0.1,0.881505,0.984848484848485
5,4,2,10,0.115151515151515,0.675781,5.21558,0.439370515151515
5,4,3,10,0.115151515151515,0.625977,4.948794,0.489174515151515
5,4,4,10,0.115151515151515,0.669922,3.964142,0.445229515151515
5,4,1,6,1,0.1,4.148319,0.1
5,4,2,6,1,0.713867,4.198895,0.713867
5,4,3,6,1,0.672852,4.248504,0.672852
5,4,4,6,1,0.769531,4.967045,0.769531
5,4,1,7,0.951515151515152,0.1,1.280785,0.148484848484848
5,4,2,7,0.951515151515152,0.87207,6.702187,0.920554848484848
5,4,3,7,0.951515151515152,0.763672,4.731918,0.812156848484848
5,4,4,7,0.951515151515152,0.795898,4.064341,0.844382848484848
5,4,1,11,0.690909090909091,0.1,0.5507,0.409090909090909
5,4,2,11,0.690909090909091,0.731445,3.748118,0.959464090909091
5,4,3,11,0.690909090909091,0.623047,5.417222,0.932137909090909
5,4,4,11,0.690909090909091,0.860352,5.116826,0.830557090909091
5,1,1,14,0.563636363636364,0.1,1.031304,0.536363636363636
5,1,2,14,0.563636363636364,0.491211,6.064359,0.927574636363636
5,1,3,14,0.563636363636364,0.505859,11.537323,0.942222636363636
5,1,4,14,0.563636363636364,0.543945,4.66348,0.980308636363636
5,1,1,13,0.921212121212121,0.1,0.862779,0.178787878787879
5,1,2,13,0.921212121212121,0.986328,6.531923,0.934884121212121
5,1,3,13,0.921212121212121,1,4.16369,0.921212121212121
5,1,4,13,0.921212121212121,1,3.01125,0.921212121212121
5,1,1,5,0.872727272727273,0.1,0.868664,0.227272727272727
5,1,2,5,0.872727272727273,0.97168,5.11356,0.901047272727273
5,1,3,5,0.872727272727273,0.836914,5.298222,0.964186727272727
5,1,4,5,0.872727272727273,0.754883,3.84551,0.882155727272727
5,1,1,3,0.721212121212121,0.1,1.251446,0.378787878787879
5,1,2,3,0.721212121212121,0.6875,3.760527,0.966287878787879
5,1,3,3,0.721212121212121,0.710938,5.614889,0.989725878787879
5,1,4,3,0.721212121212121,0.669922,5.682872,0.948709878787879
5,3,1,9,0.757575757575758,0.1,2.310251,0.342424242424242
5,3,2,9,0.757575757575758,0.570312,4.615765,0.812736242424242
5,3,3,9,0.757575757575758,0.582031,4.633243,0.824455242424242
5,3,4,9,0.757575757575758,0.587891,3.547503,0.830315242424242
5,3,1,16,0.951515151515152,0.1,1.006193,0.148484848484848
5,3,2,16,0.951515151515152,0.710938,4.600419,0.759422848484848
5,3,3,16,0.951515151515152,0.860352,2.87994,0.908836848484848
5,3,4,16,0.951515151515152,0.760742,2.797687,0.809226848484848
5,3,1,2,0.624242424242424,0.1,0.937936,0.475757575757576
5,3,2,2,0.624242424242424,0.59082,3.364363,0.966577575757576
5,3,3,2,0.624242424242424,0.561523,3.69531,0.937280575757576
5,3,4,2,0.624242424242424,0.59375,2.847736,0.969507575757576
5,3,1,12,0.478787878787879,0.1,1.529896,0.621212121212121
5,3,2,12,0.478787878787879,0.50293,11.340362,0.975857878787879
5,3,3,12,0.478787878787879,0.49707,7.716277,0.981717878787879
5,3,4,12,0.478787878787879,0.514648,4.499778,0.964139878787879
6,4,1,8,0.672727272727273,1,11.113873,0.672727272727273
6,4,2,8,0.672727272727273,0.87793,6.91253,0.794797272727273
6,4,3,8,0.672727272727273,0.842773,6.925769,0.829954272727273
6,4,4,8,0.672727272727273,1,3.930664,0.672727272727273
6,4,1,7,0.951515151515152,0.538086,8.21065,0.586570848484848
6,4,2,7,0.951515151515152,0.863281,4.201904,0.911765848484848
6,4,3,7,0.951515151515152,0.87207,5.666112,0.920554848484848
6,4,4,7,0.951515151515152,0.787109,4.431283,0.835593848484848
6,4,1,10,0.115151515151515,0.78418,3.582028,0.330971515151515
6,4,2,10,0.115151515151515,0.450195,5.997122,0.664956515151515
6,4,3,10,0.115151515151515,0.303711,4.378574,0.811440515151515
6,4,4,10,0.115151515151515,0.602539,6.011324,0.512612515151515
6,4,1,4,1,0.672852,3.23762,0.672852
6,4,2,4,1,0.713867,3.869654,0.713867
6,4,3,4,1,0.643555,3.441832,0.643555
6,4,4,4,1,0.942383,6.130546,0.942383
6,1,1,6,1,0.708008,4.056682,0.708008
6,1,2,6,1,1,3.359257,1
6,1,3,6,1,1,2.627683,1
6,1,4,6,1,1,3.614808,1
6,1,1,2,0.624242424242424,0.836914,2.806966,0.787328424242424
6,1,2,2,0.624242424242424,0.901367,3.909139,0.722875424242424
6,1,3,2,0.624242424242424,0.523438,4.758456,0.899195575757576
6,1,4,2,0.624242424242424,0.491211,5.254292,0.866968575757576
6,1,1,14,0.563636363636364,0.505859,2.502897,0.942222636363636
6,1,2,14,0.563636363636364,0.467773,5.744548,0.904136636363636
6,1,3,14,0.563636363636364,0.432617,3.643796,0.868980636363636
6,1,4,14,0.563636363636364,0.517578,5.290991,0.953941636363636
6,1,1,15,0.824242424242424,0.5,2.103482,0.675757575757576
6,1,2,15,0.824242424242424,0.620117,4.793908,0.795874575757576
6,1,3,15,0.824242424242424,0.587891,3.219852,0.763648575757576
6,1,4,15,0.824242424242424,0.605469,4.317869,0.781226575757576
6,3,1,9,0.757575757575758,0.432617,2.688776,0.675041242424242
6,3,2,9,0.757575757575758,0.558594,3.157989,0.801018242424242
6,3,3,9,0.757575757575758,0.845703,3.900277,0.911872757575758
6,3,4,9,0.757575757575758,0.737305,3.049469,0.979729242424242
6,3,1,3,0.721212121212121,0.649414,3.149708,0.928201878787879
6,3,2,3,0.721212121212121,0.637695,3.384981,0.916482878787879
6,3,3,3,0.721212121212121,0.699219,2.441648,0.978006878787879
6,3,4,3,0.721212121212121,0.661133,2.74359,0.939920878787879
6,3,1,13,0.921212121212121,0.538086,3.102972,0.616873878787879
6,3,2,13,0.921212121212121,0.517578,6.084345,0.596365878787879
6,3,3,13,0.921212121212121,0.564453,4.427598,0.643240878787879
6,3,4,13,0.921212121212121,0.608398,4.732696,0.687185878787879
6,3,1,12,0.478787878787879,1,3.066067,0.478787878787879
6,3,2,12,0.478787878787879,0.798828,4.075622,0.679959878787879
6,3,3,12,0.478787878787879,0.49707,3.624023,0.981717878787879
6,3,4,12,0.478787878787879,0.546875,3.964081,0.931912878787879
6,2,1,5,0.872727272727273,0.558594,2.517215,0.685866727272727
6,2,2,5,0.872727272727273,0.948242,2.450994,0.924485272727273
6,2,3,5,0.872727272727273,0.916016,3.520943,0.956711272727273
6,2,4,5,0.872727272727273,0.813477,3.363124,0.940749727272727
6,2,1,1,0.509090909090909,0.470703,3.81072,0.961612090909091
6,2,2,1,0.509090909090909,0.602539,2.944303,0.906551909090909
6,2,3,1,0.509090909090909,0.59375,2.954203,0.915340909090909
6,2,4,1,0.509090909090909,0.456055,2.59798,0.946964090909091
6,2,1,16,0.951515151515152,0.649414,2.230467,0.697898848484849
6,2,2,16,0.951515151515152,0.725586,3.423746,0.774070848484848
6,2,3,16,0.951515151515152,1,6.85874,0.951515151515152
6,2,4,16,0.951515151515152,1,3.641226,0.951515151515152
6,2,1,11,0.690909090909091,0.59375,2.260036,0.902840909090909
6,2,2,11,0.690909090909091,0.558594,2.919074,0.867684909090909
6,2,3,11,0.690909090909091,0.541016,3.361428,0.850106909090909
6,2,4,11,0.690909090909091,0.555664,3.273088,0.864754909090909
7,3,1,3,0.721212121212121,0.371094,51.081539,0.649881878787879
7,3,2,3,0.721212121212121,0.517578,22.775992,0.796365878787879
7,3,3,3,0.721212121212121,0.359375,6.679981,0.638162878787879
7,3,4,3,0.721212121212121,0.294922,11.232937,0.573709878787879
7,3,1,15,0.824242424242424,0.429688,6.7189,0.605445575757576
7,3,2,15,0.824242424242424,0.371094,5.57656,0.546851575757576
7,3,3,15,0.824242424242424,0.321289,10.548612,0.497046575757576
7,3,4,15,0.824242424242424,0.21875,12.450403,0.394507575757576
7,3,1,13,0.921212121212121,0.482422,11.073973,0.561209878787879
7,3,2,13,0.921212121212121,0.300781,5.469393,0.379568878787879
7,3,3,13,0.921212121212121,0.274414,7.720105,0.353201878787879
7,3,4,13,0.921212121212121,0.274414,7.070737,0.353201878787879
7,3,1,1,0.509090909090909,0.485352,9.0102,0.976261090909091
7,3,2,1,0.509090909090909,0.447266,5.464174,0.938175090909091
7,3,3,1,0.509090909090909,0.204102,9.355329,0.695011090909091
7,3,4,1,0.509090909090909,0.353516,5.351146,0.844425090909091
7,2,1,9,0.757575757575758,0.479492,5.066686,0.721916242424242
7,2,2,9,0.757575757575758,0.763672,11.25134,0.993903757575758
7,2,3,9,0.757575757575758,0.50293,12.40053,0.745354242424242
7,2,4,9,0.757575757575758,0.637695,5.363256,0.880119242424242
7,2,1,10,0.115151515151515,0.535156,4.304935,0.579995515151515
7,2,2,10,0.115151515151515,0.019531,5.818911,0.904379484848485
7,2,3,10,0.115151515151515,0.089844,9.009336,0.974692484848485
7,2,4,10,0.115151515151515,0,5.205677,0.884848484848485
7,2,1,6,1,0.511719,5.536532,0.511719
7,2,2,6,1,0.980469,7.388636,0.980469
7,2,3,6,1,1,7.139088,1
7,2,4,6,1,1,2.889826,1
7,2,1,2,0.624242424242424,0.543945,4.050398,0.919702575757576
7,2,2,2,0.624242424242424,0.6875,3.921065,0.936742424242424
7,2,3,2,0.624242424242424,0.643555,6.686994,0.980687424242424
7,2,4,2,0.624242424242424,0.620117,7.10435,0.995874575757576
7,4,1,12,0.478787878787879,0.505859,5.611779,0.972928878787879
7,4,2,12,0.478787878787879,0.546875,3.901807,0.931912878787879
7,4,3,12,0.478787878787879,0.614258,6.790897,0.864529878787879
7,4,4,12,0.478787878787879,0.541016,7.148388,0.937771878787879
7,4,1,7,0.951515151515152,0.517578,9.090733,0.566062848484848
7,4,2,7,0.951515151515152,0.50293,7.660948,0.551414848484848
7,4,3,7,0.951515151515152,0.59668,8.25532,0.645164848484848
7,4,4,7,0.951515151515152,0.444336,6.102287,0.492820848484848
7,4,1,8,0.672727272727273,0.582031,4.708241,0.909303727272727
7,4,2,8,0.672727272727273,0.520508,11.925523,0.847780727272727
7,4,3,8,0.672727272727273,0.447266,5.871904,0.774538727272727
7,4,4,8,0.672727272727273,0.40918,9.372711,0.736452727272727
7,4,1,4,1,0.365234,9.316968,0.365234
7,4,2,4,1,0.382812,6.6108,0.382812
7,4,3,4,1,0.353516,3.896143,0.353516
7,4,4,4,1,0.388672,6.324709,0.388672
7,1,1,14,0.563636363636364,0.505859,8.718118,0.942222636363636
7,1,2,14,0.563636363636364,0.555664,5.246214,0.992027636363636
7,1,3,14,0.563636363636364,0.423828,4.684335,0.860191636363636
7,1,4,14,0.563636363636364,0.50293,10.581914,0.939293636363636
7,1,1,16,0.951515151515152,0.517578,4.714008,0.566062848484848
7,1,2,16,0.951515151515152,0.866211,4.355548,0.914695848484848
7,1,3,16,0.951515151515152,0.863281,5.341501,0.911765848484848
7,1,4,16,0.951515151515152,1,3.474434,0.951515151515152
7,1,1,11,0.690909090909091,0.552734,3.483148,0.861824909090909
7,1,2,11,0.690909090909091,0.640625,3.890032,0.949715909090909
7,1,3,11,0.690909090909091,0.599609,5.870991,0.908699909090909
7,1,4,11,0.690909090909091,0.608398,8.912327,0.917488909090909
7,1,1,5,0.872727272727273,0.555664,3.988148,0.682936727272727
7,1,2,5,0.872727272727273,0.787109,5.314484,0.914381727272727
7,1,3,5,0.872727272727273,0.6875,7.72305,0.814772727272727
7,1,4,5,0.872727272727273,0.716797,6.521993,0.844069727272727
8,1,1,5,0.872727272727273,0.538086,20.477469,0.665358727272727
8,1,2,5,0.872727272727273,0.710938,7.567944,0.838210727272727
8,1,3,5,0.872727272727273,0.918945,6.838543,0.953782272727273
8,1,4,5,0.872727272727273,0.842773,6.372587,0.970045727272727
8,1,1,3,0.721212121212121,0.541016,6.32074,0.819803878787879
8,1,2,3,0.721212121212121,0.97168,6.632107,0.749532121212121
8,1,3,3,0.721212121212121,0.927734,3.591868,0.793478121212121
8,1,4,3,0.721212121212121,0.546875,4.38854,0.825662878787879
8,1,1,16,0.951515151515152,0.705078,4.260628,0.753562848484848
8,1,2,16,0.951515151515152,1,3.390903,0.951515151515152
8,1,3,16,0.951515151515152,0.96582,3.089622,0.985695151515152
8,1,4,16,0.951515151515152,1,2.181989,0.951515151515152
8,1,1,10,0.115151515151515,0.737305,4.34298,0.377846515151515
8,1,2,10,0.115151515151515,0.075195,7.280069,0.960043484848485
8,1,3,10,0.115151515151515,0.086914,4.053604,0.971762484848485
8,1,4,10,0.115151515151515,0,3.918357,0.884848484848485
8,4,1,12,0.478787878787879,0.49707,8.600403,0.981717878787879
8,4,2,12,0.478787878787879,0.59082,4.364515,0.887967878787879
8,4,3,12,0.478787878787879,0.617188,3.446308,0.861599878787879
8,4,4,12,0.478787878787879,0.546875,3.66797,0.931912878787879
8,4,1,6,1,0.520508,3.875148,0.520508
8,4,2,6,1,0.573242,4.150393,0.573242
8,4,3,6,1,0.508789,5.780884,0.508789
8,4,4,6,1,0.584961,4.233266,0.584961
8,4,1,9,0.757575757575758,0.614258,8.126874,0.856682242424242
8,4,2,9,0.757575757575758,0.617188,4.536591,0.859612242424242
8,4,3,9,0.757575757575758,0.792969,3.352286,0.964606757575758
8,4,4,9,0.757575757575758,0.801758,4.102028,0.955817757575758
8,4,1,8,0.672727272727273,0.517578,4.844629,0.844850727272727
8,4,2,8,0.672727272727273,0.68457,4.134055,0.988157272727273
8,4,3,8,0.672727272727273,0.582031,5.634727,0.909303727272727
8,4,4,8,0.672727272727273,0.904297,7.355488,0.768430272727273
8,2,1,13,0.921212121212121,0.725586,5.22234,0.804373878787879
8,2,2,13,0.921212121212121,0.951172,5.449786,0.970040121212121
8,2,3,13,0.921212121212121,1,4.036689,0.921212121212121
8,2,4,13,0.921212121212121,0.842773,3.374447,0.921560878787879
8,2,1,1,0.509090909090909,0.898438,3.94385,0.610652909090909
8,2,2,1,0.509090909090909,0.517578,4.525995,0.991512909090909
8,2,3,1,0.509090909090909,0.579102,4.908637,0.929988909090909
8,2,4,1,0.509090909090909,0.470703,3.375048,0.961612090909091
8,2,1,11,0.690909090909091,0.505859,4.972669,0.814949909090909
8,2,2,11,0.690909090909091,0.438477,3.858463,0.747567909090909
8,2,3,11,0.690909090909091,0.473633,5.227016,0.782723909090909
8,2,4,11,0.690909090909091,0.652344,4.1956,0.961434909090909
8,2,1,7,0.951515151515152,0.669922,3.716816,0.718406848484848
8,2,2,7,0.951515151515152,1,3.560299,0.951515151515152
8,2,3,7,0.951515151515152,0.904297,3.186331,0.952781848484848
8,2,4,7,0.951515151515152,0.986328,3.629028,0.965187151515152
8,3,1,15,0.824242424242424,0.816406,3.897183,0.992163575757576
8,3,2,15,0.824242424242424,0.757812,3.895634,0.933569575757576
8,3,3,15,0.824242424242424,0.751953,3.137219,0.927710575757576
8,3,4,15,0.824242424242424,0.59668,3.917788,0.772437575757576
8,3,1,4,1,0.49707,7.531714,0.49707
8,3,2,4,1,0.584961,3.317557,0.584961
8,3,3,4,1,0.508789,3.142977,0.508789
8,3,4,4,1,0.661133,7.051895,0.661133
8,3,1,14,0.563636363636364,0.587891,3.237954,0.975745363636364
8,3,2,14,0.563636363636364,0.643555,4.104113,0.920081363636364
8,3,3,14,0.563636363636364,0.429688,3.932077,0.866051636363636
8,3,4,14,0.563636363636364,0.669922,3.953797,0.893714363636364
8,3,1,2,0.624242424242424,0.476562,3.902998,0.852319575757576
8,3,2,2,0.624242424242424,0.576172,5.218232,0.951929575757576
8,3,3,2,0.624242424242424,0.737305,3.698083,0.886937424242424
8,3,4,2,0.624242424242424,0.708008,3.043242,0.916234424242424
9,3,1,6,1,0.1,11.397778,0.1
9,3,2,6,1,0.1,9.538287,0.1
9,3,3,6,1,0.854492,13.274067,0.854492
9,3,4,6,1,0.921875,4.565656,0.921875
9,3,1,5,0.872727272727273,0.734375,5.838019,0.861647727272727
9,3,2,5,0.872727272727273,0.831055,5.456249,0.958327727272727
9,3,3,5,0.872727272727273,0.6875,5.163946,0.814772727272727
9,3,4,5,0.872727272727273,0.669922,3.159385,0.797194727272727
9,3,1,2,0.624242424242424,0.441406,4.949489,0.817163575757576
9,3,2,2,0.624242424242424,0.453125,3.287661,0.828882575757576
9,3,3,2,0.624242424242424,0.362305,3.954224,0.738062575757576
9,3,4,2,0.624242424242424,0.97168,4.207533,0.652562424242424
9,3,1,1,0.509090909090909,0.048828,6.895846,0.539737090909091
9,3,2,1,0.509090909090909,0.201172,2.470197,0.692081090909091
9,3,3,1,0.509090909090909,0.696289,4.926958,0.812801909090909
9,3,4,1,0.509090909090909,0.831055,2.177851,0.678035909090909
9,4,1,8,0.672727272727273,0.710938,4.145996,0.961789272727273
9,4,2,8,0.672727272727273,0.599609,3.559469,0.926881727272727
9,4,3,8,0.672727272727273,0.324219,2.95911,0.651491727272727
9,4,4,8,0.672727272727273,0.265625,1.720842,0.592897727272727
9,4,1,14,0.563636363636364,0.526367,5.152219,0.962730636363636
9,4,2,14,0.563636363636364,0.517578,3.380254,0.953941636363636
9,4,3,14,0.563636363636364,0.362305,2.092966,0.798668636363636
9,4,4,14,0.563636363636364,0.306641,3.578431,0.743004636363636
9,4,1,7,0.951515151515152,0.341797,3.95423,0.390281848484848
9,4,2,7,0.951515151515152,0.939453,3.597191,0.987937848484848
9,4,3,7,0.951515151515152,0.857422,4.418457,0.905906848484848
9,4,4,7,0.951515151515152,0.880859,7.721663,0.929343848484848
9,4,1,4,1,0.1,2.347974,0.1
9,4,2,4,1,0.582031,1.379604,0.582031
9,4,3,4,1,0.722656,2.868166,0.722656
9,4,4,4,1,0.936523,3.119027,0.936523
9,1,1,3,0.721212121212121,0.333008,2.231207,0.611795878787879
9,1,2,3,0.721212121212121,0.810547,4.182129,0.910665121212121
9,1,3,3,0.721212121212121,0.921875,2.180319,0.799337121212121
9,1,4,3,0.721212121212121,0.59668,4.148761,0.875467878787879
9,1,1,10,0.115151515151515,1,2.907518,0.115151515151515
9,1,2,10,0.115151515151515,0.057617,4.550837,0.942465484848485
9,1,3,10,0.115151515151515,0.013672,4.300405,0.898520484848485
9,1,4,10,0.115151515151515,0.224609,1.138837,0.890542515151515
9,1,1,16,0.951515151515152,0.174805,2.275528,0.223289848484848
9,1,2,16,0.951515151515152,0.939453,5.142909,0.987937848484848
9,1,3,16,0.951515151515152,0.889648,2.450117,0.938132848484848
9,1,4,16,0.951515151515152,1,1.998513,0.951515151515152
9,1,1,9,0.757575757575758,0.1,0.13874,0.342424242424242
9,1,2,9,0.757575757575758,0.655273,7.161714,0.897697242424242
