nDictator,ch,RT,splitL,splitR
9,-1,0.999854,0.107416,0.003689
9,1,3.024844,0.183708,0.773272
9,1,3.024847,0.78602,0.48973
9,1,1.057979,0.069203,0.828431
9,1,1.06684,0,0.300581
9,-1,0.933453,0.211705,0.110579
9,-1,0.666303,0.745304,0
9,-1,0.841301,0.515765,0.072595
9,1,2.324722,0.978093,0.385747
9,1,1.957992,0.577291,0.867598
9,1,0.666757,0.118521,0.400358
9,-1,2.399745,1,0.112839
9,1,0.700111,0.10596,0.586946
9,-1,1.557914,0.652811,0.806784
9,-1,0.85009,0.507408,0.020374
10,1,2.141415,0.17869,0.915332
10,1,1.374785,0.852424,0.699164
10,-1,1.141349,0.61383,0.170669
10,-1,1.400712,0.272939,0.922328
10,1,0.966834,0.181727,0.398366
10,-1,3.675017,0.605187,0.401643
10,-1,1.507933,0.69457,0.168475
10,1,0.932999,0.882834,0.508459
10,1,1.099703,0.977593,0.690802
10,-1,1.733612,0.358828,0.313179
10,1,1.424768,0.825312,0.302248
10,1,0.749608,0.583224,0.513208
10,-1,0.758292,0.412327,0.798414
10,1,0.74115,0.306779,0.601309
10,1,0.683452,0.01152,0.179925
10,1,1.166851,0.027549,0.17462
10,-1,5.933827,0,1
10,1,2.334205,0,0.542985
10,1,2.37475,1,0.097657
10,1,1.73298,0.913849,0.399228
10,1,0.991362,0.619584,0.379971
10,1,0.874658,0.189104,0.507536
10,1,1.124532,0.794636,0.326798
10,-1,2.333714,0.438655,0.316166
10,1,1.499772,0.099861,0.31657
10,-1,0.774665,0.713612,0.037467
10,-1,7.05066,0.193207,0.589979
10,-1,1.016379,0.007047,0.797466
10,1,1.141216,0.991562,0.395098
10,1,0.700083,1,0.217161
10,1,0.724652,0.977868,0.460768
10,1,0.474575,0.925133,0.394925
10,-1,3.383293,0.412525,0.582096
10,1,0.716283,0.922339,0.590949
10,1,2.199747,0.819771,0
10,-1,2.917661,0.29323,0.213577
10,-1,0.749658,0.516751,0.688929
10,-1,0.632977,0.508517,0.802107
10,-1,6.06715,0.000998,0.40641
10,1,0.94969,0.71518,0.629786
10,1,0.491306,0.78723,0.095508
10,-1,2.016408,0.459272,0.299711
10,-1,1.275039,0.052043,0.996743
10,-1,1.65815,0.074877,0.987526
10,-1,0.550553,0.101072,0.901502
10,-1,0.5913,0.209054,0.789151
10,1,1.550305,0.318468,0
10,1,0.63297,0.814568,0.213051
10,1,1.28306,0.58905,0.4733
10,1,1.233536,1,0.701829
10,1,0.449572,0.697063,0.188351
10,-1,1.199752,0.583653,0.79092
10,1,0.68293,0.909272,0.584534
10,-1,0.683129,0.595248,0.993478
10,1,0.666757,0.036177,0.2962
10,1,0.783474,0.767183,0.011475
10,1,0.71631,0.94719,0.2317
10,-1,0.767089,9.3e-05,0.13171
10,1,1.741318,0.882123,0.834499
10,-1,0.583926,0.131133,0.531831
10,1,0.416309,0.89216,0.054811
10,1,0.8995,0.90665,0.794885
10,-1,1.033014,0.19949,0.309506
10,-1,0.516125,0.30325,0.908173
10,-1,0.566636,0.188674,0.398764
10,-1,0.8747,0.298189,0.474877
10,-1,0.524619,0.498734,1
10,1,1.30023,0.152576,0.102334
10,-1,0.474618,0.285738,0.71039
10,-1,0.591287,0.153932,0.600662
10,1,0.549631,0.701695,0
10,-1,0.432934,0.08856,0.697955
10,-1,0.866348,0.20011,0.894585
10,-1,0.582914,0.934394,1
10,1,0.499617,0.817528,0.370845
10,1,0.450096,1,0.18794
10,-1,0.433381,0.092682,0.805493
10,1,0.633022,0.599824,0
10,-1,1.92471,0.233369,0.288051
10,-1,2.383113,0.316866,0.400468
10,1,0.591138,1,0.629063
10,-1,1.466474,0.195614,0.507114
10,1,1.234011,0.478562,0.304208
10,1,0.799664,0.703157,0.19487
10,-1,0.591293,0.420091,1
10,-1,1.38361,0.090171,0.276706
10,1,0.933044,0.408737,0.10349
10,-1,0.582955,0.308505,1
10,1,0.966345,0.688582,0.572786
10,1,0.691301,0.801947,0.494996
10,1,0.516226,0.790853,0.18579
10,-1,0.541259,0.403766,0.913081
10,1,0.549611,0.602837,0.29092
10,1,0.557706,0.782388,0.672439
10,-1,0.574627,0.094535,0.681045
10,-1,0.699634,0.000399,0.999602
10,1,1.416866,0.091297,0.012159
10,-1,0.69966,0.700784,0.918616
10,1,0.908048,0.987121,0.292067
10,1,1.649822,0.823597,0.602066
10,-1,0.875147,0.812643,0.9152
10,1,1.166393,0.776734,0.672662
10,1,0.691273,0.484137,0
10,1,1.333584,0.209862,0.091739
10,1,0.683506,0.302877,0.04814
10,1,0.516289,0.488034,0.02847
10,1,0.774532,0.519059,0.417118
10,-1,0.933482,0.801851,0.992385
10,-1,0.649644,0,0.397424
10,-1,0.899722,0.4148,0.786212
10,1,0.532974,0.915072,0.018959
10,-1,1.149729,0.105078,0.495443
10,1,0.966352,0.504718,0.396229
10,1,1.008042,0.181676,0.434893
10,-1,1.650306,0.008676,0.592791
10,-1,0.766354,0,0.904472
10,1,0.43278,0.865418,0
10,-1,0.574656,0.091869,0.700439
10,-1,2.033049,0.37836,0.523729
10,-1,0.841349,0.265281,0.97255
10,-1,1.058051,0.498657,1
10,1,0.499616,1,0.905756
10,1,0.466169,1,0.824246
10,1,0.500067,0.136085,0
10,1,0.616304,0.707805,0.494723
10,1,0.791328,0.6886,0.353406
10,-1,0.649681,0.205375,0.990461
10,1,0.350011,0.779849,0.102448
10,-1,0.516742,0,0.571937
10,1,0.407898,0.711906,0.284481
10,1,0.432911,0.93133,0.117453
10,1,0.507897,0.857543,0.31763
10,1,1.016833,0.191786,0.094937
10,1,0.516649,0.596523,0.496271
10,-1,0.682983,0.295794,0.731316
10,-1,0.450065,0.062511,0.401018
10,-1,0.57463,0.400297,1
10,-1,1.591318,0.052906,0.43836
10,-1,0.466245,0,1
10,1,1.599633,0.757732,0.613574
10,-1,0.600087,0.07519,0.607695
10,-1,1.132872,0.133729,0.481591
10,-1,0.632951,0.469868,0.918177
10,-1,1.307882,0.402605,0.71229
10,-1,0.666275,0.618016,0.908653
10,1,0.466256,0.897793,0.492684
10,-1,4.891919,0.687887,1
10,-1,0.857988,0.293911,0.573408
10,-1,0.657996,0.592267,0.717489
10,1,0.532942,0.990577,0.784621
10,-1,0.466221,0.433638,0.684662
10,1,0.524608,1,0.913601
10,1,0.650097,0.211524,0.003117
10,-1,0.667246,0.223578,0.501354
10,1,0.574632,0.708058,0.483646
10,1,0.407935,0.687651,0.007893
10,-1,0.574638,0.558927,1
10,-1,0.407914,0.313988,0.807628
10,1,1.01679,0.100248,0.291122
10,1,1.283111,0.767679,0.712192
10,-1,0.6578,0.06377,0.613614
10,1,0.432955,0.383361,0.008853
10,1,0.657787,0.886808,0.7088
10,-1,0.4914,0.092188,0.603065
10,-1,0.457948,0.499066,0.785427
11,-1,2.266429,0.697225,0.759225
11,-1,1.866328,0.589108,0.263297
11,-1,2.817196,0.112396,0.005364
11,-1,1.499802,0.511938,0.211655
11,1,3.083187,0.216283,0.609816
11,-1,0.924703,0.538363,0.808151
11,-1,1.841352,0.800253,0.082118
11,-1,1.008054,0.589879,0.123511
11,-1,9.37609,0.921653,0.284086
11,-1,0.607974,0.611369,0.989312
11,-1,0.899676,0.410807,0.311786
11,-1,1.357909,0.799423,0.015085
11,1,1.308054,0.86422,0.514877
11,1,1.700272,0.97579,0.801223
11,-1,1.833474,0.737327,0.216255
11,1,1.649842,0,0.689493
11,1,0.950634,0.300506,0.474213
11,-1,1.357892,0.410166,1
11,1,1.299743,0.303556,0.784441
11,1,1.18406,0.163686,0.381463
11,1,0.807985,0.286292,0.46914
11,1,1.233491,0.092323,0.161158
11,1,0.599638,0.182176,0.681358
11,-1,1.050165,0.304434,0.05266
11,1,1.016388,1,0.493989
11,-1,1.066183,0.593098,0.025819
11,1,1.949707,0.004196,0.722228
11,1,1.574639,0.197272,0.736058
11,-1,1.49982,0.499226,0.131543
11,1,1.099736,0,0.809343
11,1,2.966579,0.381785,0.771742
11,-1,1.008043,0.609666,0.19908
11,1,2.816581,0.818297,0.640109
11,1,0.749674,0.087837,0.599097
11,1,0.941372,0.128954,0.493844
11,-1,1.050169,0.595735,0.092653
11,1,0.924665,0.940019,0.71334
11,-1,1.008018,0.872371,0.230074
11,1,1.433601,0.298254,0.428396
11,-1,1.533557,0.668863,0.408246
11,-1,3.291598,0.551095,0.412359
11,1,1.449777,0.007861,0.703504
11,1,4.950839,0,0.110447
11,-1,9.434417,0.918752,0.385274
11,-1,1.791327,0.972136,0.225321
11,1,1.441278,0.12736,0.704668
11,1,0.966796,0.108914,0.988605
11,-1,5.134722,0.304163,0
11,-1,0.733486,0.505832,0.220739
11,-1,0.783454,0.610478,0
11,1,1.816538,1,0.863735
11,1,6.275992,0.882565,0.822456
11,1,0.933032,0.894068,0.515159
11,-1,1.233088,1,0.095845
11,-1,1.166399,0.70918,0.116331
11,1,2.63316,1,0.32191
11,1,0.583426,0.008432,0.411261
11,1,0.483382,0.061373,0.322053
11,-1,1.741328,0.810191,0.196113
11,-1,1.041374,0.435122,0.175815
11,1,1.133073,1,0.819505
11,-1,1.216392,0.518771,0.621899
11,1,0.666854,0,0.420608
11,-1,0.574587,0.572966,0.182809
11,1,2.366445,0.586141,0.51853
11,1,1.399606,0.300632,1
11,-1,1.549565,0.630143,0.26525
11,-1,2.499791,0.890307,0.006358
11,-1,2.78313,0.713602,0.10023
11,-1,0.749669,0.913299,0.07244
11,1,0.624629,0.005939,0.501304
11,1,1.000114,0.99739,0.516013
11,1,1.516463,0.014041,0.86625
11,1,2.634272,0.112612,0.995177
11,-1,1.949681,0.702519,0.923493
11,1,1.024744,0.920994,0.81619
11,1,2.367078,0.228233,0.291518
11,1,3.249972,0.307837,0.722048
11,1,0.800098,0,0.170662
11,1,0.69955,0,0.463994
11,1,4.384084,0.288038,0.860615
11,-1,0.974718,0.77838,0.016549
11,1,1.59981,0.300096,0.797483
11,1,1.03304,0.972028,0.717864
11,-1,2.591488,0.979596,0.183457
11,1,3.975082,0.370361,1
11,-1,2.574821,0.418436,0.927552
11,1,1.757998,0.390608,0.62033
11,-1,1.824683,0.879321,0.100313
11,1,0.899683,0.783072,0.420159
11,-1,0.816342,0.880186,0.169456
11,1,1.358345,1,0.428153
11,1,2.150369,0.097485,0.176199
11,1,1.616919,0.005132,0.991143
11,1,1.967011,0.004084,0.174063
11,-1,2.783185,0.69285,0.821043
11,1,2.158078,0.892046,0.615613
11,-1,1.05807,0.508891,0.674635
11,1,1.56694,0,0.260329
11,1,6.89227,0.396428,0.70948
11,1,2.100323,0.087974,0.910109
11,1,1.958001,0.091277,0.28323
11,1,0.574629,0.00692,0.407022
11,-1,1.274743,0.877844,1
11,-1,2.024686,0.461187,0.720416
11,-1,2.584333,0.50484,0.225056
11,-1,1.857998,0.400301,0.225363
11,1,1.199718,0.123508,0.50296
11,-1,1.033498,0.379219,0.052692
11,1,0.958012,0.205978,0.307357
11,1,1.874657,0.004181,0.50598
11,1,1.191435,0.00674,0.998171
11,-1,1.116401,0.712466,0.277779
11,-1,1.733445,0.717353,0.888983
11,-1,1.524415,0.815925,0.118799
11,1,1.24135,0.977614,0.508634
11,-1,1.750788,0.691353,0.409468
11,1,1.641453,0.399923,0.504804
11,1,1.800781,0.170484,1
11,1,3.116584,0.294168,0.509759
11,-1,1.199482,0.568702,0.754596
11,-1,1.716954,0.975693,0.27651
11,-1,1.183549,0.105704,0.004532
11,-1,1.424783,0.588167,0.998063
11,-1,3.349959,0.79313,0.448593
11,1,1.30807,0.282305,0.814193
11,1,1.716951,0.405392,0.489905
11,1,0.924703,0,0.59306
11,-1,1.09139,0.777485,0.19256
11,1,1.667398,0.10901,0.411149
11,-1,1.482961,0.175722,0.097575
11,1,1.724653,0.715211,0.502679
11,-1,1.258099,0.526511,0.40165
11,-1,3.324947,0.535072,0.613214
11,1,1.491447,0.302699,0.597865
11,-1,1.950135,0.673847,0.799798
11,1,2.399797,0.872006,0.844225
11,1,1.008025,1,0.71104
11,1,3.967205,0.9067,0.408832
11,-1,5.551512,0.396209,0.089102
11,1,0.949713,0,0.905856
11,-1,0.79966,0.789197,0.169386
11,-1,0.808021,0.583876,0.695095
11,-1,1.641311,0.626228,0.97674
11,1,1.78301,0.776962,0.488623
11,1,1.682984,0.711496,0.602899
11,-1,0.999714,0.732675,1
11,1,1.066679,0.910821,0.616808
11,1,2.433753,0.004874,0.211669
11,-1,0.75801,0.832868,0.087545
11,-1,1.058068,0.600929,0.79299
11,-1,1.391431,0.421876,0.333203
11,1,1.625277,0.655231,0.61474
11,-1,1.641495,0.760863,1
11,1,2.283702,0.010425,0.28181
11,1,4.191802,0,1
11,1,1.216337,0.917964,0.598617
11,-1,1.984106,0.502884,0.81206
11,-1,1.308094,0.888631,0.267484
11,1,1.983048,0.284277,0.683369
11,-1,0.774662,0.874476,0.221627
11,-1,1.224547,0.896683,0.999526
11,-1,1.174763,0.312531,0.203156
11,1,2.208007,0.400047,0.576115
11,1,0.916674,0.91344,0.508551
12,-1,3.300543,0.325839,0.003801
12,-1,6.050396,0,0.801154
12,1,2.084138,0.347429,0.493447
12,1,6.74215,0.783527,0.216467
12,1,11.368647,0.905786,0.089192
12,-1,3.458282,0.583955,0.687667
12,-1,2.317053,0.695396,0
12,1,3.274904,0.79151,0.328134
12,1,2.366407,0.893017,0.417706
12,-1,0.949636,0.487578,0.404537
12,1,14.726933,1,0
12,1,2.141348,0.197283,0.57921
12,-1,1.000597,0.511696,0.302023
12,1,3.258263,0.903814,0.695183
12,1,1.849646,0.887385,0.735971
12,-1,2.87485,0.724516,0.08827
12,-1,0.900522,0.830263,1
12,1,1.524604,0.033588,0.388881
12,1,2.891476,0.724778,0.625321
12,-1,1.991344,0.60451,0.878412
12,1,1.957987,0.773799,0.647112
12,-1,6.917234,0.716308,0.219039
12,1,6.850538,0.67534,0.277129
12,1,9.617677,0.774501,0.218441
12,-1,1.574791,0.501015,0.800607
12,1,2.12472,0.276366,0.566273
12,1,2.65811,0.596652,0.47226
12,-1,2.649806,0.086108,0.900431
12,-1,3.816672,0.415356,0.715062
12,1,1.449583,0.089503,0.424074
12,1,1.716883,0.782762,0.702556
12,-1,1.074672,0.095685,0.999264
12,-1,3.667754,0.696157,0.320811
12,-1,2.133013,0.405793,0.292183
12,1,3.291528,0.993706,0.410876
12,-1,4.200685,0.189525,0.91031
12,1,1.499741,0.966762,0.799279
12,-1,5.518076,0.619371,0.207702
12,-1,1.699814,0.60267,0.919188
12,1,1.417297,0.88666,0.491728
12,-1,1.507915,0.602449,0.88836
12,1,0.883468,0.978444,0.296782
12,1,0.691295,0.908005,0.313346
12,-1,1.300214,0.367608,0
12,-1,1.208118,0.86569,1
12,-1,1.299773,0.501621,0.597405
12,1,0.966449,1,0.503527
12,1,1.799648,0.286693,0.385958
12,-1,0.757966,0.584655,0.782625
12,-1,0.949655,0.467994,0.00661
12,-1,1.199497,0.5124,0.813314
12,1,2.174714,0.896782,0.709291
12,-1,3.108197,0.684191,0.172676
12,-1,1.150136,0.400683,0
12,-1,1.874653,0.41565,0.756602
12,1,1.349779,0.894155,0.817333
12,1,0.624599,1,0.860423
12,1,1.032811,0.780096,0.596028
12,-1,1.166875,0.258173,0.099708
12,1,4.850183,0.804856,0.189328
12,-1,1.016789,0.204673,0.900921
12,1,0.58296,1,0.383013
12,-1,3.925044,0.403519,0.605737
12,-1,1.024692,0.300196,0.997136
12,1,0.557923,0.988179,0.570112
12,1,1.01684,0.085472,0.196308
12,1,2.016349,0.993122,0.19689
12,-1,6.775529,0.398572,0.586255
12,-1,1.233064,0.416677,0.079449
12,-1,0.783442,0.224758,0
12,1,2.624744,0.89419,0.798656
12,-1,1.832977,0.29337,0.691164
12,1,1.157863,0.702747,0.507903
12,-1,1.366399,0.681657,0.809358
12,1,1.024698,0.121273,0.374892
12,-1,2.541441,0.294325,0.608103
12,1,1.183542,0.106499,0.513079
12,1,2.383688,0.120904,0.282782
12,-1,0.983494,0.610628,0
12,1,1.133043,0.081119,0.586547
12,-1,2.333738,0.393322,0.298547
12,1,0.891343,0.704963,0.513525
12,1,2.199694,0.109215,0.483683
12,-1,1.149702,0.307975,0.889651
12,1,2.374762,0,0.878619
12,-1,1.524464,0.271885,0.799193
12,1,0.974665,1,0.812822
12,1,0.457963,1,0.199792
12,-1,0.949684,0.379424,1
12,-1,1.558112,0.238127,0.998847
12,-1,0.900078,0.195454,0.003915
12,1,2.083032,0.19567,0.305789
12,-1,1.141399,0.479269,0.984832
12,1,2.483735,0.105211,0.609798
12,1,1.699607,0.12072,0.794859
12,1,2.467548,0.197768,0.385763
12,-1,3.033199,0.597392,0.224267
12,-1,2.966476,0.600077,0.70645
12,-1,1.133035,0.53069,0.000547
12,-1,1.933001,0.194859,0.874553
12,1,2.416436,0.100262,0.829834
12,-1,0.867218,0.580954,0.993315
12,1,0.724671,0.801994,0.70051
12,1,0.750117,0.016997,0.229339
12,-1,3.774998,0.082238,0.929563
12,-1,0.941371,0.741916,1
12,1,3.066543,0.824055,0.376739
12,-1,4.616813,0.90213,0.319375
12,-1,0.783419,0.521976,0.775198
12,-1,1.866339,0.265983,0.194804
12,1,2.941507,0.00098,0.907369
12,1,1.20016,0.099647,0.295602
12,-1,2.266984,0.42961,0.707219
12,-1,0.7413,0.28312,1
12,-1,0.866337,0.473553,0.907226
12,1,0.849648,0.841286,0.415987
12,-1,0.599625,0.488788,0.388191
12,1,3.191588,0.118936,0.691247
12,-1,1.300228,0.471042,0.293773
12,-1,0.650078,0.101825,0
12,-1,2.291387,1,0
12,1,1.166391,0.590267,0.49049
12,1,2.391262,0.225938,0.399387
12,1,0.941388,0.203657,0.329512
12,-1,0.941288,0.48883,0.007067
12,-1,1.108069,0.534314,0.66665
12,1,2.091415,0.275489,0.7945
12,-1,4.984607,0.989803,0.00621
12,-1,2.83319,0.783849,0.085353
12,-1,1.391439,0.092669,1
12,-1,0.941338,0.61852,0.97063
12,1,1.116841,0.097954,0.181074
12,1,0.866368,0.974139,0.50598
12,1,2.549781,0.18317,0.720225
12,1,1.067314,0.207402,0.427155
12,1,0.616707,0.012295,0.881502
12,-1,1.03304,0.605034,0.000403
12,-1,0.5672,0.510852,0.124611
12,1,0.683015,0.963799,0.912947
12,1,0.607956,0,0.797963
12,-1,0.516257,0.518338,0.200535
12,1,3.033788,0.740659,0.364696
12,1,0.858003,0.0179,0.700945
12,-1,0.716307,0.518739,0.905797
12,-1,0.707982,0.698003,0.996414
12,-1,0.566257,0.427674,0.931819
12,1,1.350217,0.120258,0.193368
12,1,1.566925,0.098642,0.586418
12,1,1.824661,0.896117,0.389766
12,-1,1.091341,0.799943,0
12,1,3.008198,0.093737,0.688267
12,1,0.916843,0,0.302605
12,-1,1.283551,0.082853,0.008303
12,1,0.766325,0.21128,0.488629
12,1,0.599629,0.999124,0.706646
12,1,0.583192,0.936045,0.778187
12,-1,0.566189,0.631048,0
12,-1,0.533407,0.092325,0.001784
12,-1,0.841355,0.545774,0.209016
12,1,0.566788,0,0.719016
12,1,2.391423,0.388374,0.470497
12,1,0.700586,1,0.103751
12,-1,3.624987,0.637376,0.400194
12,1,1.941318,0.275065,0.593356
12,1,0.700103,0,0.311406
13,1,0.641299,0.682928,1
13,1,0.550057,0.024645,0.611079
13,-1,0.466753,0.907101,0.28612
13,-1,1.0497,0.909734,0.986949
13,1,0.482943,0.366259,1
13,-1,0.966329,0.98379,0.391448
13,1,0.474586,0.100643,0.971586
13,-1,0.466742,0.686783,0
13,1,0.532931,0.185724,0.975073
13,1,0.582937,0.17153,0.876944
13,-1,0.966364,0.981481,0.698833
13,-1,1.34123,0.954451,0.721839
13,-1,1.399776,0.506411,0.388363
13,-1,0.724643,0.980602,0.089785
13,1,0.466656,0.232802,0.78295
13,-1,0.582947,1,0.569232
13,-1,1.174682,0.406312,0.296204
13,-1,0.716775,0.486162,0.899989
13,1,1.150202,0.018959,0.109363
13,-1,0.75795,0.637366,0.117216
13,-1,0.482969,0.574925,0.279016
13,1,1.599575,0.203706,0.77807
13,-1,0.766743,0.20642,0.057899
13,-1,0.366697,0.886707,0.291474
13,-1,1.016753,0.616926,0.461695
13,-1,0.341193,0.992576,0.381171
13,-1,0.55793,0.588282,0.483758
13,-1,0.42453,0.499191,0
13,1,0.6413,0.194905,0.387659
13,-1,0.44127,0.382053,0.007034
13,-1,0.507954,0.999202,0.498811
13,-1,1.000148,0.308213,0.137993
13,-1,1.116163,0.960021,0.773687
13,-1,0.883906,0.414412,0.198937
13,-1,0.733446,0.627135,0.316077
13,1,0.607924,0.105344,0.791568
13,1,0.516266,0.203321,0.708799
13,-1,0.532875,1,0.783962
13,1,0.400075,0.119193,0.510139
13,1,0.441281,0.200718,0.763235
13,1,0.45793,0,0.890058
13,1,0.832977,0.407645,0.68127
13,-1,0.54128,0.405271,0.164548
13,-1,0.516279,0.44544,0.303835
13,1,0.64129,0.394762,0.912482
13,1,0.407927,0.066418,0.883642
13,-1,0.47463,0.710246,0.211764
13,1,0.549623,0.212834,0.321237
13,-1,0.3996,0.687232,0.0886
13,-1,0.457887,0.804765,0.404985
13,-1,0.48293,0.581733,0.107002
13,1,1.166817,0.215961,0.294848
13,-1,0.507936,0.6881,0.087696
13,1,0.432949,0.192679,0.958294
13,-1,0.38272,0.655774,0
13,1,0.42452,0.196585,0.720092
13,-1,0.382867,0.81157,0
13,1,0.382904,0.481084,0.615275
13,-1,1.666435,0.962368,0.884523
13,-1,0.48294,1,0.322029
13,-1,0.682937,0.691722,0.282683
13,1,0.474599,0.097568,0.398419
13,1,0.432956,0.080358,0.528807
13,1,0.883431,0.102298,0.186573
13,1,0.400029,0,0.797398
13,-1,0.74128,1,0.631671
13,1,0.47459,0,0.58867
13,-1,0.450028,1,0.516465
13,1,0.466786,0.003511,0.175461
13,1,0.607988,0.14918,0.409877
13,-1,0.691309,1,0.940547
13,-1,0.500071,0.890999,0
13,1,1.024682,0.089244,0.528388
13,-1,0.883007,0.582024,0.68043
13,-1,0.566764,0.213655,0
13,-1,0.582947,0.989166,0.284269
13,1,0.432942,0,0.678314
13,1,1.232921,0.472597,0.799318
13,-1,0.88299,0.610038,0.816012
13,-1,0.899655,0.693439,0.499738
13,1,1.01682,0.005763,0.079729
13,1,0.682944,0.003982,0.435024
13,-1,0.566717,0.287289,0
13,1,1.183058,0.52458,0.767578
13,1,0.766302,0.188251,0.303025
13,-1,0.958016,0.812194,0.683124
13,-1,0.516264,0.881045,0.526668
13,-1,0.899655,0.598246,0.710378
13,-1,0.782999,0.901765,0.721888
13,-1,0.700118,0.26101,0.112145
13,1,0.457958,0.060536,0.906243
13,-1,0.774649,0.725694,0.579831
13,-1,0.532941,0.791936,0.100988
13,1,0.599616,0.205505,0.590602
13,-1,0.474614,0.759846,0.277351
13,1,1.199653,0.519319,0.884637
13,1,1.40003,0.494869,0.70353
13,-1,1.199732,0.716232,0.800442
13,1,0.449565,0,0.528751
13,-1,1.141368,0.882208,0.695151
13,1,0.40773,0,0.999111
13,-1,0.732743,0.463636,0.397639
13,-1,0.450078,0.900192,0.193546
13,-1,0.924686,0.426686,0.915039
13,-1,0.607951,0.306731,0.086594
13,1,2.241371,0.470531,0.400453
13,1,0.857939,0.305917,0.489913
13,1,0.94135,0.522312,0.658047
13,-1,0.466296,0.613509,0.391404
13,-1,0.599621,0.624236,0.107073
13,1,0.516739,0.095795,0.686091
13,1,0.416257,0.28135,0.881485
13,1,1.241392,0.379341,0.692255
13,1,0.49128,0.29104,0.8277
13,-1,0.607959,0.919237,0.615011
13,-1,0.407752,0.565455,0.235968
13,1,0.541273,0.523946,1
13,-1,0.516779,0.281041,0.006569
13,-1,0.566766,0.284153,0
13,-1,0.457933,0.479469,0.185315
13,-1,0.507888,1,0.58986
13,1,0.874689,0.567868,0.906866
13,-1,1.149713,0.41262,0.876309
13,1,0.791137,0.609365,0.904428
13,-1,0.491268,0.995001,0
13,-1,1.124728,0.603309,0.403449
13,1,0.666222,0.319886,0.717982
13,1,0.457923,0.091986,1
13,1,0.724656,0.013805,0.357171
13,-1,0.583404,0.809814,0.375668
13,1,1.116352,0.297889,0.604618
13,1,1.324746,0.608726,0.811645
13,-1,0.633486,0.945882,0
13,1,0.482934,0.20387,0.997292
13,1,1.36639,0,0.508585
13,1,1.399723,0.198382,0.488582
13,-1,0.391239,0.692639,0.319101
13,1,0.632928,0.312777,0.783764
13,1,0.424584,0,0.995003
13,-1,1.150155,0.109693,0.195629
13,-1,0.541327,0.45758,0.274169
13,1,1.399759,0.874215,0.811061
13,1,0.374585,0.114103,0.814338
13,-1,0.550088,0.164711,0.014782
13,1,0.382928,0,0.792983
13,1,1.108042,0.389013,0.712445
13,-1,1.275205,0.866647,0.810299
13,-1,0.574634,0.589329,0.417593
13,-1,0.399606,0.882657,0.108113
13,-1,0.999696,0.975822,0.793879
13,-1,0.941779,0.835132,0.615869
13,1,0.783456,0.039732,0.097349
13,1,0.633437,0.218826,0.505614
13,1,0.666311,0,0.628677
13,-1,0.700135,0.67795,0.780037
13,-1,0.641304,0.489762,0.784364
13,1,0.482922,0.363465,0.838374
13,-1,1.066324,0.897506,0.689459
13,1,0.550544,0.11153,0.404108
13,-1,0.507928,0.891408,0.180587
13,1,0.657949,0.813641,0.89531
13,-1,0.391199,1,0.334265
13,1,0.958033,0.269412,0.505597
13,-1,0.407924,0.619611,0.200474
13,-1,0.599566,0.402917,0.316395
14,1,1.083545,0,0.584806
14,-1,1.000183,0.114415,0.00013
14,1,1.066251,1,0.906526
14,-1,0.766312,0.502255,0.09358
14,1,1.266875,0.296351,0.5804
14,-1,0.907991,0.586083,0.35861
14,-1,0.791346,0.487467,1
14,1,0.924654,1,0.77365
14,1,2.091398,0.123561,0.910747
14,1,3.091559,0.963119,0.087899
14,1,1.233527,0.19504,0.380128
14,1,1.474567,0.07427,0.808538
14,1,1.216422,1,0.704326
14,1,1.133073,0.026713,0.778574
14,-1,2.108042,0.405164,0.90016
14,1,2.199717,0.311754,0.367032
14,-1,1.224771,0.62228,0.998396
14,-1,1.383072,0.706128,0.787426
14,-1,0.650153,0.773707,0
14,-1,3.183249,0.208584,0.974196
14,1,0.884007,0.084273,0.191571
14,1,1.866338,0.399474,0.583665
14,1,0.991371,1,0.503767
14,-1,1.008044,0.497109,0.184417
14,-1,1.407915,0.707787,0.187949
14,1,3.441647,0.879782,0.219978
14,-1,0.858024,0.516547,0.805316
14,-1,0.824681,0.689152,0.081248
14,1,0.650109,0,0.187352
14,-1,0.63297,0.640701,0.999471
14,1,1.016379,0.78033,0.527262
14,-1,2.99159,0.58284,0.944716
14,-1,0.966325,0.455597,0.281569
14,-1,1.700131,0.511727,0.860321
14,-1,1.132888,0.41935,0.172748
14,-1,1.549585,0.483452,0.604953
14,-1,2.549798,0.582327,0.699486
14,1,1.866335,0.161228,0.385273
14,-1,1.608141,0.392656,0.906101
14,1,1.033966,0.186848,0.611179
14,-1,1.124531,0.807093,0.997002
14,-1,1.033026,0.614798,0.206444
14,-1,1.266199,0.499445,0.87346
14,-1,1.200173,0.159726,0
14,-1,1.241257,0.531051,0.793093
14,1,0.883014,1,0.425453
14,-1,0.849693,0.704397,0.07809
14,1,2.008024,0.284096,0.717046
14,1,2.98323,1,0.323748
14,1,1.341695,1,0.907161
14,1,1.766318,0.876787,0.664915
14,1,1.724608,0.110983,0.613605
14,-1,2.058052,0.38953,0.289469
14,-1,0.916828,0.494204,0.107427
14,-1,1.167334,0.397572,0.134744
14,-1,1.307861,0.370996,0.304136
14,1,1.616487,0.104037,0.908544
14,-1,0.717482,0.519118,0.21293
14,1,1.474635,0.020145,0.72561
14,1,0.916362,0.26637,0.475739
14,1,1.224718,0.704355,0.595594
14,1,1.524618,0.194064,0.343576
