nObserver,cond,nDictator,chDictator,RTDictator,splitL,splitR,chObserver,RTObserver,lastEstim,duration,selfChObserver,selfRTObserver,similarity
10,3,4,-1,1.733181,0.991625,0.486475,-1,2.473478,0.766602,1,-1,1.157437,0.654545454545455
10,3,4,-1,3.192053,0.879833,0.585109,-1,1.672039,0.766602,1,1,1.141414,0.654545454545455
10,3,4,1,0.666286,0.802544,0.998746,1,2.644127,0.766602,0,1,1.253754,0.654545454545455
10,3,4,-1,0.650065,0.537315,0.016012,-1,1.626078,0.766602,0,1,0.876621,0.654545454545455
10,1,10,1,0.432911,0.93133,0.117453,1,0.609316,0.03418,0,1,1.189615,0.460606060606061
10,1,10,-1,1.92471,0.233369,0.288051,-1,1.759093,0.03418,1,1,1.874999,0.460606060606061
10,1,10,-1,0.432934,0.08856,0.697955,-1,1.159273,0.03418,0,1,0.627941,0.460606060606061
10,1,10,-1,1.650306,0.008676,0.592791,-1,0.576878,0.03418,1,1,0.715669,0.460606060606061
10,1,5,-1,0.407941,0.513428,0,-1,1.118885,0.625977,0,1,0.876621,0.781818181818182
10,1,5,1,1.916812,0.297437,1,1,0.753687,0.625977,1,-1,1.106905,0.781818181818182
10,1,5,-1,1.799626,0.807223,0.475038,-1,1.787439,0.625977,1,1,0.898447,0.781818181818182
10,1,5,-1,0.416196,1,0.324547,-1,1.519191,0.625977,0,-1,1.106905,0.781818181818182
10,1,6,-1,1.000143,0.107352,0.003723,-1,0.633456,0.886719,0,-1,0.819982,0.654545454545455
10,1,6,-1,1.016852,0.305985,0.071196,-1,0.728927,0.886719,0,-1,1.594343,0.654545454545455
10,1,6,1,2.616435,0.612767,0.876776,1,1.098638,0.886719,1,1,1.141414,0.654545454545455
10,1,6,-1,4.366728,0.994777,0.595016,-1,0.998624,0.886719,1,1,1.431621,0.654545454545455
10,1,2,-1,0.457917,0.41424,1,-1,1.763572,0.552734,0,1,1.474695,0.96969696969697
10,1,2,-1,0.466723,0.173366,0,-1,1.604105,0.552734,0,-1,0.662936,0.96969696969697
10,1,2,1,1.524555,0.082965,1,-1,1.42104,0.552734,1,-1,0.538464,0.96969696969697
10,1,2,1,2.058057,0.38374,0.695482,-1,1.837296,0.552734,1,-1,1.909159,0.96969696969697
10,4,15,-1,0.441267,0.597934,0.094457,-1,0.734069,0.587891,0,-1,0.772009,0.83030303030303
10,4,15,-1,1.916331,1,0.317288,1,1.21355,0.587891,1,-1,1.106905,0.83030303030303
10,4,15,-1,1.458097,0.69461,0.95746,-1,0.998423,0.587891,1,-1,1.19489,0.83030303030303
10,4,15,-1,0.450077,0.569434,0,-1,0.547713,0.587891,0,1,0.715669,0.83030303030303
10,4,3,1,0.466706,0,0.367382,1,0.755721,0.646484,0,1,1.407914,0.933333333333333
10,4,3,-1,6.875498,0.897626,0.271551,-1,1.080055,0.646484,1,1,2.217021,0.933333333333333
10,4,3,-1,0.474599,0.791126,0.300575,-1,0.781272,0.646484,0,-1,1.791586,0.933333333333333
10,4,3,1,2.149677,0.238491,0.918021,1,1.815103,0.646484,1,-1,1.402377,0.933333333333333
10,4,1,1,0.749576,0.285316,0.513349,1,1.317789,0.631836,0,-1,0.703946,0.854545454545454
10,4,1,1,4.666785,0.402851,0.587478,1,0.85006,0.631836,1,-1,0.87424,0.854545454545454
10,4,1,-1,2.34139,0.881676,0.093733,-1,1.800337,0.631836,1,1,1.189615,0.854545454545454
10,4,1,-1,0.716748,0.293405,0.015848,-1,1.000133,0.631836,0,-1,0.947299,0.854545454545454
10,4,16,1,0.324536,0.684374,0.914881,1,18.103126,0.623047,0,1,2.43675,0.703030303030303
10,4,16,1,0.324552,0,0.768783,1,0.65641,0.623047,0,-1,0.936768,0.703030303030303
10,4,16,1,1.424572,0.614249,0.976462,-1,0.656548,0.623047,1,1,1.431621,0.703030303030303
10,4,16,1,1.716305,0.692258,0.892014,1,1.125785,0.623047,1,1,2.43675,0.703030303030303
10,2,13,-1,1.141368,0.882208,0.695151,-1,0.982259,1,1,1,2.43675,0.733333333333333
10,2,13,-1,1.066324,0.897506,0.689459,-1,0.58197,1,1,1,2.43675,0.733333333333333
10,2,13,-1,0.391199,1,0.334265,-1,0.547329,1,0,-1,1.106905,0.733333333333333
10,2,13,1,0.382928,0,0.792983,1,0.699183,1,0,-1,0.936768,0.733333333333333
10,2,11,1,0.666854,0,0.420608,1,0.861715,0.514648,0,1,1.407914,0.963636363636364
10,2,11,1,0.624629,0.005939,0.501304,1,1.003239,0.514648,0,1,0.876621,0.963636363636364
10,2,11,1,4.384084,0.288038,0.860615,1,2.223632,0.514648,1,1,2.217021,0.963636363636364
10,2,11,1,2.966579,0.381785,0.771742,-1,1.339222,0.514648,1,-1,3.927002,0.963636363636364
10,2,9,-1,0.700057,0.210235,0.037963,-1,1.0466,0.710938,0,-1,0.662936,0.896969696969697
10,2,9,1,2.958114,0.883084,0.553887,1,1.447892,0.710938,1,1,1.141414,0.896969696969697
10,2,9,1,0.700111,0.10596,0.586946,1,0.81187,0.710938,0,-1,0.772009,0.896969696969697
10,2,9,-1,4.241698,0.809005,0.393009,-1,1.565564,0.710938,1,-1,3.927002,0.896969696969697
10,2,12,-1,3.925044,0.403519,0.605737,-1,1.738355,0.50293,1,-1,0.87424,0.824242424242424
10,2,12,1,0.624599,1,0.860423,1,0.795209,0.50293,0,1,1.133295,0.824242424242424
10,2,12,-1,3.774998,0.082238,0.929563,-1,0.897743,0.50293,1,1,1.189615,0.824242424242424
10,2,12,1,0.599629,0.999124,0.706646,1,0.879937,0.50293,0,-1,1.19489,0.824242424242424
11,3,1,-1,2.34139,0.881676,0.093733,-1,5.180263,1,1,1,0.379837,0.527272727272727
11,3,1,1,4.666785,0.402851,0.587478,1,1.406259,1,1,1,0.685217,0.527272727272727
11,3,1,-1,0.716748,0.293405,0.015848,-1,0.670625,1,0,-1,0.574749,0.527272727272727
11,3,1,1,0.749576,0.285316,0.513349,1,0.705239,1,0,1,0.863989,0.527272727272727
11,3,13,-1,1.066324,0.897506,0.689459,-1,0.982049,0.933594,1,1,1.389688,0.939393939393939
11,3,13,-1,0.391199,1,0.334265,-1,0.564897,0.933594,0,-1,0.555108,0.939393939393939
11,3,13,-1,1.141368,0.882208,0.695151,-1,1.100878,0.933594,1,1,1.389688,0.939393939393939
11,3,13,1,0.382928,0,0.792983,1,0.751456,0.933594,0,-1,0.447564,0.939393939393939
11,3,2,-1,0.457917,0.41424,1,1,0.61654,1,0,1,0.492196,0.642424242424242
11,3,2,-1,0.466723,0.173366,0,-1,0.677212,1,0,1,0.447081,0.642424242424242
11,3,2,1,1.524555,0.082965,1,1,0.762257,1,1,-1,0.436214,0.642424242424242
11,3,2,1,2.058057,0.38374,0.695482,1,1.110601,1,1,-1,0.583753,0.642424242424242
11,3,7,-1,0.532966,0.689473,0.104801,-1,0.835629,0.933594,0,1,0.535745,0.96969696969697
11,3,7,-1,2.683174,0.81274,0.679545,-1,1.43921,0.933594,1,-1,1.631366,0.96969696969697
11,3,7,1,3.466676,0.508134,0.992668,1,1.154792,0.933594,1,1,0.548453,0.96969696969697
11,3,7,1,0.532977,0.20277,0.868216,1,1.140208,0.933594,0,-1,0.389266,0.96969696969697
11,4,10,-1,0.432934,0.08856,0.697955,1,1.165156,0.50293,0,1,0.535745,0.133333333333333
11,4,10,-1,1.92471,0.233369,0.288051,1,1.332724,0.50293,1,1,0.829445,0.133333333333333
11,4,10,-1,1.650306,0.008676,0.592791,1,0.581664,0.50293,1,1,0.591515,0.133333333333333
11,4,10,1,0.432911,0.93133,0.117453,-1,0.682629,0.50293,0,1,0.379837,0.133333333333333
11,4,5,-1,0.407941,0.513428,0,-1,1.389412,1,0,1,0.56326,0.890909090909091
11,4,5,-1,1.799626,0.807223,0.475038,-1,0.88787,1,1,-1,0.455084,0.890909090909091
11,4,5,-1,0.416196,1,0.324547,-1,0.537368,1,0,-1,0.555108,0.890909090909091
11,4,5,1,1.916812,0.297437,1,1,1.120342,1,1,-1,0.555108,0.890909090909091
11,4,11,1,4.384084,0.288038,0.860615,1,0.953788,0.962891,1,1,0.479828,0.709090909090909
11,4,11,1,2.966579,0.381785,0.771742,1,0.774906,0.962891,1,1,0.811302,0.709090909090909
11,4,11,1,0.624629,0.005939,0.501304,1,0.492875,0.962891,0,1,0.56326,0.709090909090909
11,4,11,1,0.666854,0,0.420608,1,1.375259,0.962891,0,-1,0.497951,0.709090909090909
11,4,16,1,0.324536,0.684374,0.914881,1,0.766378,1,0,1,1.389688,0.96969696969697
11,4,16,1,0.324552,0,0.768783,1,0.470895,1,0,-1,0.447564,0.96969696969697
11,4,16,1,1.716305,0.692258,0.892014,-1,0.570464,1,1,1,1.389688,0.96969696969697
11,4,16,1,1.424572,0.614249,0.976462,1,1.148966,1,1,1,0.789216,0.96969696969697
11,1,4,-1,1.733181,0.991625,0.486475,-1,0.701426,1,1,1,0.548453,0.981818181818182
11,1,4,-1,3.192053,0.879833,0.585109,-1,1.154732,1,1,-1,0.638453,0.981818181818182
11,1,4,1,0.666286,0.802544,0.998746,1,0.55275,1,0,1,0.455344,0.981818181818182
11,1,4,-1,0.650065,0.537315,0.016012,-1,0.539397,1,0,1,0.56326,0.981818181818182
11,1,3,1,2.149677,0.238491,0.918021,1,1.643178,0.608398,1,-1,0.389266,0.739393939393939
11,1,3,-1,6.875498,0.897626,0.271551,-1,1.161315,0.608398,1,1,0.479828,0.739393939393939
11,1,3,-1,0.474599,0.791126,0.300575,1,1.727757,0.608398,0,-1,0.531135,0.739393939393939
11,1,3,1,0.466706,0,0.367382,1,2.179754,0.608398,0,-1,0.497951,0.739393939393939
11,1,14,1,2.083073,0.288362,0.722026,-1,1.697826,0.625977,1,-1,0.517878,0.581818181818182
11,1,14,-1,0.71676,0.431464,0.094208,-1,1.442077,0.625977,0,1,0.592196,0.581818181818182
11,1,14,-1,2.983229,0.329952,0.80315,1,2.060669,0.625977,1,-1,0.531135,0.581818181818182
11,1,14,1,0.71632,0,0.526892,1,1.246719,0.625977,0,1,0.56326,0.581818181818182
11,1,9,1,2.958114,0.883084,0.553887,1,1.209795,0.508789,1,-1,0.638453,0.775757575757576
11,1,9,-1,4.241698,0.809005,0.393009,-1,2.210249,0.508789,1,1,0.811302,0.775757575757576
11,1,9,-1,0.700057,0.210235,0.037963,-1,1.242252,0.508789,0,1,0.447081,0.775757575757576
11,1,9,1,0.700111,0.10596,0.586946,1,1.359091,0.508789,0,-1,0.462766,0.775757575757576
11,2,12,1,0.624599,1,0.860423,1,1.17181,0,0,1,0.584131,0.496969696969697
11,2,12,-1,3.774998,0.082238,0.929563,-1,0.577111,0,1,1,0.379837,0.496969696969697
11,2,12,1,0.599629,0.999124,0.706646,1,0.429696,0,0,-1,0.717752,0.496969696969697
11,2,12,-1,3.925044,0.403519,0.605737,-1,0.662449,0,1,1,0.685217,0.496969696969697
11,2,6,-1,1.000143,0.107352,0.003723,-1,0.59952,1,0,-1,0.625257,0.981818181818182
11,2,6,-1,4.366728,0.994777,0.595016,-1,1.106844,1,1,1,0.789216,0.981818181818182
11,2,6,-1,1.016852,0.305985,0.071196,-1,0.522852,1,0,1,0.875666,0.981818181818182
11,2,6,1,2.616435,0.612767,0.876776,-1,0.908026,1,1,-1,0.638453,0.981818181818182
11,2,8,1,2.983227,0.427113,0.693287,-1,1.133475,0.505859,1,-1,0.583753,0.690909090909091
11,2,8,-1,4.267403,0.614735,0.689625,-1,1.319042,0.505859,1,-1,1.077594,0.690909090909091
11,2,8,1,0.833484,0,0.184209,1,0.734348,0.505859,0,1,0.447081,0.690909090909091
11,2,8,-1,0.858004,0.600316,0,-1,0.737232,0.505859,0,1,0.591515,0.690909090909091
11,2,15,-1,0.450077,0.569434,0,-1,0.665615,0.916016,0,1,0.591515,0.842424242424242
11,2,15,-1,0.441267,0.597934,0.094457,-1,0.555265,0.916016,0,-1,0.462766,0.842424242424242
11,2,15,-1,1.458097,0.69461,0.95746,1,1.338944,0.916016,1,-1,0.717752,0.842424242424242
11,2,15,-1,1.916331,1,0.317288,-1,1.022443,0.916016,1,-1,0.555108,0.842424242424242
12,1,2,1,2.058057,0.38374,0.695482,1,9.382181,0.579102,1,-1,1.179448,0.993939393939394
12,1,2,-1,0.457917,0.41424,1,1,5.740008,0.579102,0,1,5.928607,0.993939393939394
12,1,2,-1,0.466723,0.173366,0,-1,3.357103,0.579102,0,-1,1.000095,0.993939393939394
12,1,2,1,1.524555,0.082965,1,1,2.322408,0.579102,1,1,2.018291,0.993939393939394
12,1,16,1,0.324536,0.684374,0.914881,1,3.502075,1,0,-1,0.894346,0.666666666666667
12,1,16,1,1.716305,0.692258,0.892014,1,1.90928,1,1,-1,0.894346,0.666666666666667
12,1,16,1,1.424572,0.614249,0.976462,1,0.823683,1,1,1,1.375772,0.666666666666667
12,1,16,1,0.324552,0,0.768783,1,1.109286,1,0,1,1.754851,0.666666666666667
12,1,15,-1,1.458097,0.69461,0.95746,-1,9.555841,0.886719,1,1,1.18889,0.793939393939394
12,1,15,-1,1.916331,1,0.317288,-1,2.296746,0.886719,1,1,1.574923,0.793939393939394
12,1,15,-1,0.441267,0.597934,0.094457,-1,2.848307,0.886719,0,-1,2.223294,0.793939393939394
12,1,15,-1,0.450077,0.569434,0,-1,1.11237,0.886719,0,1,1.816869,0.793939393939394
12,1,12,1,0.624599,1,0.860423,1,1.810272,0.163086,0,-1,1.68948,0.860606060606061
12,1,12,1,0.599629,0.999124,0.706646,1,1.21739,0.163086,0,1,1.18889,0.860606060606061
12,1,12,-1,3.925044,0.403519,0.605737,-1,3.188077,0.163086,1,-1,1.940417,0.860606060606061
12,1,12,-1,3.774998,0.082238,0.929563,-1,1.753557,0.163086,1,-1,1.591033,0.860606060606061
12,2,4,1,0.666286,0.802544,0.998746,1,1.455049,1,0,-1,1.353563,0.618181818181818
12,2,4,-1,0.650065,0.537315,0.016012,-1,0.837336,1,0,-1,0.712468,0.618181818181818
12,2,4,-1,1.733181,0.991625,0.486475,-1,0.784232,1,1,-1,2.421634,0.618181818181818
12,2,4,-1,3.192053,0.879833,0.585109,-1,1.621564,1,1,-1,1.255218,0.618181818181818
12,2,14,1,0.71632,0,0.526892,1,1.402167,0.605469,0,-1,0.712468,0.945454545454545
12,2,14,1,2.083073,0.288362,0.722026,-1,5.756245,0.605469,1,1,0.95927,0.945454545454545
12,2,14,-1,0.71676,0.431464,0.094208,-1,1.455134,0.605469,0,1,1.172327,0.945454545454545
12,2,14,-1,2.983229,0.329952,0.80315,-1,1.804285,0.605469,1,1,1.029995,0.945454545454545
12,2,7,1,3.466676,0.508134,0.992668,1,3.42426,1,1,-1,2.421634,0.666666666666667
12,2,7,-1,0.532966,0.689473,0.104801,-1,1.260116,1,0,1,1.078739,0.666666666666667
12,2,7,-1,2.683174,0.81274,0.679545,-1,1.36005,1,1,1,2.167569,0.666666666666667
12,2,7,1,0.532977,0.20277,0.868216,1,1.594847,1,0,-1,1.710957,0.666666666666667
12,2,11,1,0.624629,0.005939,0.501304,1,0.788722,0.798828,0,-1,0.712468,0.927272727272727
12,2,11,1,0.666854,0,0.420608,1,1.210235,0.798828,0,1,1.083589,0.927272727272727
12,2,11,1,4.384084,0.288038,0.860615,-1,3.095642,0.798828,1,1,1.379258,0.927272727272727
12,2,11,1,2.966579,0.381785,0.771742,-1,1.878814,0.798828,1,-1,1.403334,0.927272727272727
12,4,6,1,2.616435,0.612767,0.876776,-1,2.038334,0.526367,1,-1,1.255218,0.618181818181818
12,4,6,-1,1.016852,0.305985,0.071196,1,3.062155,0.526367,0,1,1.001844,0.618181818181818
12,4,6,-1,4.366728,0.994777,0.595016,1,1.309837,0.526367,1,1,1.375772,0.618181818181818
12,4,6,-1,1.000143,0.107352,0.003723,-1,3.296484,0.526367,0,1,1.102337,0.618181818181818
12,4,9,1,0.700111,0.10596,0.586946,1,0.776194,0.491211,0,-1,2.223294,0.860606060606061
12,4,9,-1,4.241698,0.809005,0.393009,1,0.903381,0.491211,1,-1,1.403334,0.860606060606061
12,4,9,1,2.958114,0.883084,0.553887,-1,0.653182,0.491211,1,-1,1.255218,0.860606060606061
12,4,9,-1,0.700057,0.210235,0.037963,-1,1.051726,0.491211,0,-1,1.000095,0.860606060606061
12,4,3,1,0.466706,0,0.367382,1,0.911029,0.491211,0,1,1.083589,0.896969696969697
12,4,3,-1,6.875498,0.897626,0.271551,1,1.516678,0.491211,1,1,1.379258,0.896969696969697
12,4,3,-1,0.474599,0.791126,0.300575,-1,1.351553,0.491211,0,1,1.029995,0.896969696969697
12,4,3,1,2.149677,0.238491,0.918021,1,1.514564,0.491211,1,-1,1.710957,0.896969696969697
12,4,10,-1,0.432934,0.08856,0.697955,1,1.773648,0.517578,0,1,1.078739,0.496969696969697
12,4,10,-1,1.650306,0.008676,0.592791,1,1.546489,0.517578,1,1,1.816869,0.496969696969697
12,4,10,1,0.432911,0.93133,0.117453,-1,1.9141,0.517578,0,-1,1.591033,0.496969696969697
12,4,10,-1,1.92471,0.233369,0.288051,-1,1.663817,0.517578,1,1,0.882192,0.496969696969697
12,3,5,-1,0.407941,0.513428,0,-1,0.803055,0.631836,0,-1,0.712468,0.745454545454545
12,3,5,1,1.916812,0.297437,1,-1,2.016438,0.631836,1,1,1.574923,0.745454545454545
12,3,5,-1,1.799626,0.807223,0.475038,1,1.864677,0.631836,1,-1,0.939927,0.745454545454545
12,3,5,-1,0.416196,1,0.324547,1,1.533213,0.631836,0,1,1.574923,0.745454545454545
12,3,1,-1,2.34139,0.881676,0.093733,-1,4.233704,0.508789,1,-1,1.591033,0.890909090909091
12,3,1,1,4.666785,0.402851,0.587478,1,3.836159,0.508789,1,-1,1.940417,0.890909090909091
12,3,1,-1,0.716748,0.293405,0.015848,-1,1.348163,0.508789,0,1,1.379014,0.890909090909091
12,3,1,1,0.749576,0.285316,0.513349,1,1.015831,0.508789,0,1,1.202057,0.890909090909091
12,3,8,-1,0.858004,0.600316,0,-1,0.617232,0.541016,0,1,1.816869,0.945454545454545
12,3,8,1,2.983227,0.427113,0.693287,1,2.156799,0.541016,1,-1,1.179448,0.945454545454545
12,3,8,-1,4.267403,0.614735,0.689625,-1,3.141254,0.541016,1,1,2.189819,0.945454545454545
12,3,8,1,0.833484,0,0.184209,1,1.140948,0.541016,0,-1,1.000095,0.945454545454545
12,3,13,1,0.382928,0,0.792983,1,1.865564,0.617188,0,1,1.754851,0.696969696969697
12,3,13,-1,0.391199,1,0.334265,1,1.687091,0.617188,0,1,1.574923,0.696969696969697
12,3,13,-1,1.066324,0.897506,0.689459,-1,4.823757,0.617188,1,-1,0.894346,0.696969696969697
12,3,13,-1,1.141368,0.882208,0.695151,1,1.45009,0.617188,1,-1,0.894346,0.696969696969697
13,4,11,1,2.966579,0.381785,0.771742,1,3.301444,0.930664,1,1,0.781725,0.709090909090909
13,4,11,1,0.666854,0,0.420608,1,1.051285,0.930664,0,-1,0.605952,0.709090909090909
13,4,11,1,0.624629,0.005939,0.501304,1,1.549258,0.930664,0,-1,0.435034,0.709090909090909
13,4,11,1,4.384084,0.288038,0.860615,1,1.701888,0.930664,1,-1,0.405606,0.709090909090909
13,4,5,-1,0.407941,0.513428,0,-1,3.424767,0.710938,0,-1,0.435034,0.890909090909091
13,4,5,1,1.916812,0.297437,1,1,3.581252,0.710938,1,1,0.564754,0.890909090909091
13,4,5,-1,0.416196,1,0.324547,-1,1.246696,0.710938,0,1,0.564754,0.890909090909091
13,4,5,-1,1.799626,0.807223,0.475038,1,2.23209,0.710938,1,-1,0.4942,0.890909090909091
13,4,16,1,1.424572,0.614249,0.976462,-1,5.035121,0.59082,1,-1,0.48236,0.96969696969697
13,4,16,1,1.716305,0.692258,0.892014,-1,0.689108,0.59082,1,1,0.573362,0.96969696969697
13,4,16,1,0.324536,0.684374,0.914881,-1,1.204911,0.59082,0,1,0.573362,0.96969696969697
13,4,16,1,0.324552,0,0.768783,1,2.34104,0.59082,0,1,0.419522,0.96969696969697
13,4,10,-1,1.92471,0.233369,0.288051,-1,3.412197,0.40625,1,1,0.961162,0.133333333333333
13,4,10,1,0.432911,0.93133,0.117453,1,2.843124,0.40625,0,1,0.43978,0.133333333333333
13,4,10,-1,0.432934,0.08856,0.697955,-1,4.008828,0.40625,0,1,0.435652,0.133333333333333
13,4,10,-1,1.650306,0.008676,0.592791,-1,3.64331,0.40625,1,-1,0.367181,0.133333333333333
13,1,12,-1,3.925044,0.403519,0.605737,-1,10.160309,0,1,-1,0.58541,0.496969696969697
13,1,12,-1,3.774998,0.082238,0.929563,-1,2.187086,0,1,1,0.43978,0.496969696969697
13,1,12,1,0.599629,0.999124,0.706646,1,2.05583,0,0,-1,0.416221,0.496969696969697
13,1,12,1,0.624599,1,0.860423,1,1.572125,0,0,-1,0.405687,0.496969696969697
13,1,7,-1,2.683174,0.81274,0.679545,-1,2.907531,1,1,-1,0.742082,0.96969696969697
13,1,7,1,0.532977,0.20277,0.868216,1,0.986012,1,0,1,0.489689,0.96969696969697
13,1,7,-1,0.532966,0.689473,0.104801,-1,1.306512,1,0,1,0.435652,0.96969696969697
13,1,7,1,3.466676,0.508134,0.992668,1,1.123934,1,1,-1,0.472846,0.96969696969697
13,1,13,-1,0.391199,1,0.334265,-1,6.143038,0.787109,0,1,0.564754,0.939393939393939
13,1,13,-1,1.066324,0.897506,0.689459,-1,1.156095,0.787109,1,1,0.573362,0.939393939393939
13,1,13,1,0.382928,0,0.792983,1,3.290842,0.787109,0,1,0.419522,0.939393939393939
13,1,13,-1,1.141368,0.882208,0.695151,-1,2.157124,0.787109,1,1,0.573362,0.939393939393939
13,1,3,-1,6.875498,0.897626,0.271551,-1,0.730605,0.998047,1,-1,0.405606,0.739393939393939
13,1,3,1,0.466706,0,0.367382,1,0.359263,0.998047,0,-1,0.605952,0.739393939393939
13,1,3,1,2.149677,0.238491,0.918021,1,0.29303,0.998047,1,1,0.489689,0.739393939393939
13,1,3,-1,0.474599,0.791126,0.300575,-1,0.325516,0.998047,0,-1,0.524704,0.739393939393939
13,2,9,-1,4.241698,0.809005,0.393009,-1,1.616001,0.863281,1,1,0.781725,0.775757575757576
13,2,9,-1,0.700057,0.210235,0.037963,-1,0.864404,0.863281,0,1,0.494993,0.775757575757576
13,2,9,1,2.958114,0.883084,0.553887,-1,0.580989,0.863281,1,-1,0.358416,0.775757575757576
13,2,9,1,0.700111,0.10596,0.586946,1,1.380409,0.863281,0,-1,0.373243,0.775757575757576
13,2,6,-1,1.000143,0.107352,0.003723,-1,0.799825,0.87207,0,1,0.526309,0.981818181818182
13,2,6,1,2.616435,0.612767,0.876776,1,1.024074,0.87207,1,-1,0.358416,0.981818181818182
13,2,6,-1,4.366728,0.994777,0.595016,-1,0.572024,0.87207,1,-1,0.48236,0.981818181818182
13,2,6,-1,1.016852,0.305985,0.071196,-1,0.523615,0.87207,0,-1,0.60388,0.981818181818182
13,2,14,-1,2.983229,0.329952,0.80315,-1,2.910799,0.505859,1,-1,0.524704,0.581818181818182
13,2,14,1,2.083073,0.288362,0.722026,-1,1.030569,0.505859,1,-1,0.606899,0.581818181818182
13,2,14,-1,0.71676,0.431464,0.094208,-1,0.563504,0.505859,0,1,0.458733,0.581818181818182
13,2,14,1,0.71632,0,0.526892,1,0.797565,0.505859,0,-1,0.435034,0.581818181818182
13,2,2,1,1.524555,0.082965,1,1,0.562994,0.833984,1,-1,0.706056,0.642424242424242
13,2,2,1,2.058057,0.38374,0.695482,1,1.359914,0.833984,1,1,0.728584,0.642424242424242
13,2,2,-1,0.466723,0.173366,0,-1,0.494606,0.833984,0,1,0.494993,0.642424242424242
13,2,2,-1,0.457917,0.41424,1,-1,0.37581,0.833984,0,1,0.557125,0.642424242424242
13,3,8,-1,4.267403,0.614735,0.689625,-1,2.929923,0.705078,1,-1,0.784153,0.690909090909091
13,3,8,-1,0.858004,0.600316,0,-1,1.291899,0.705078,0,-1,0.367181,0.690909090909091
13,3,8,1,2.983227,0.427113,0.693287,1,2.024183,0.705078,1,1,0.728584,0.690909090909091
13,3,8,1,0.833484,0,0.184209,1,0.707995,0.705078,0,1,0.494993,0.690909090909091
13,3,15,-1,1.916331,1,0.317288,-1,2.199757,0.646484,1,1,0.564754,0.842424242424242
13,3,15,-1,1.458097,0.69461,0.95746,1,0.947653,0.646484,1,-1,0.416221,0.842424242424242
13,3,15,-1,0.441267,0.597934,0.094457,-1,0.530209,0.646484,0,-1,0.373243,0.842424242424242
13,3,15,-1,0.450077,0.569434,0,-1,0.459887,0.646484,0,-1,0.367181,0.842424242424242
13,3,4,1,0.666286,0.802544,0.998746,1,1.103859,0.831055,0,-1,0.485514,0.981818181818182
13,3,4,-1,0.650065,0.537315,0.016012,-1,2.396377,0.831055,0,-1,0.435034,0.981818181818182
13,3,4,-1,1.733181,0.991625,0.486475,1,0.713455,0.831055,1,-1,0.472846,0.981818181818182
13,3,4,-1,3.192053,0.879833,0.585109,-1,0.429807,0.831055,1,-1,0.358416,0.981818181818182
13,3,1,-1,2.34139,0.881676,0.093733,-1,2.866954,0.822266,1,1,0.43978,0.527272727272727
13,3,1,1,0.749576,0.285316,0.513349,1,0.478874,0.822266,0,1,0.701771,0.527272727272727
13,3,1,1,4.666785,0.402851,0.587478,1,0.681019,0.822266,1,-1,0.58541,0.527272727272727
13,3,1,-1,0.716748,0.293405,0.015848,-1,0.497062,0.822266,0,1,0.666947,0.527272727272727
14,4,6,-1,1.016852,0.305985,0.071196,-1,6.508391,0.833984,0,-1,0.601656,0.981818181818182
14,4,6,1,2.616435,0.612767,0.876776,1,1.115118,0.833984,1,-1,0.680644,0.981818181818182
14,4,6,-1,1.000143,0.107352,0.003723,-1,1.582316,0.833984,0,-1,1.071431,0.981818181818182
14,4,6,-1,4.366728,0.994777,0.595016,-1,0.778962,0.833984,1,-1,0.765668,0.981818181818182
14,4,5,-1,0.407941,0.513428,0,-1,0.934929,0.901367,0,1,0.797395,0.890909090909091
14,4,5,1,1.916812,0.297437,1,1,1.856207,0.901367,1,1,0.534305,0.890909090909091
14,4,5,-1,1.799626,0.807223,0.475038,-1,1.288973,0.901367,1,1,0.854868,0.890909090909091
14,4,5,-1,0.416196,1,0.324547,-1,0.82134,0.901367,0,1,0.534305,0.890909090909091
14,4,1,-1,0.716748,0.293405,0.015848,-1,0.678955,0.822266,0,-1,0.518122,0.527272727272727
14,4,1,1,0.749576,0.285316,0.513349,1,0.699627,0.822266,0,-1,0.610279,0.527272727272727
14,4,1,1,4.666785,0.402851,0.587478,1,1.747523,0.822266,1,-1,0.743871,0.527272727272727
14,4,1,-1,2.34139,0.881676,0.093733,-1,0.766755,0.822266,1,1,0.674269,0.527272727272727
14,4,3,1,2.149677,0.238491,0.918021,1,0.873285,0.766602,1,1,0.585862,0.739393939393939
14,4,3,-1,0.474599,0.791126,0.300575,-1,0.472792,0.766602,0,-1,0.614719,0.739393939393939
14,4,3,-1,6.875498,0.897626,0.271551,-1,0.472766,0.766602,1,-1,0.687329,0.739393939393939
14,4,3,1,0.466706,0,0.367382,1,0.540474,0.766602,0,-1,0.644417,0.739393939393939
14,2,9,1,0.700111,0.10596,0.586946,1,1.279806,0.555664,0,-1,0.595954,0.775757575757576
14,2,9,1,2.958114,0.883084,0.553887,1,1.171112,0.555664,1,-1,0.680644,0.775757575757576
14,2,9,-1,0.700057,0.210235,0.037963,-1,0.8356,0.555664,0,-1,0.50854,0.775757575757576
14,2,9,-1,4.241698,0.809005,0.393009,-1,0.639065,0.555664,1,-1,0.496183,0.775757575757576
14,2,11,1,0.666854,0,0.420608,1,1.198675,0.737305,0,-1,0.644417,0.709090909090909
14,2,11,1,4.384084,0.288038,0.860615,1,1.007284,0.737305,1,-1,0.687329,0.709090909090909
