nObserver,ch,RT,splitL,splitR
14,-1,0.842572,0.584788,0.705964
14,-1,0.687329,0.919932,0.301882
14,-1,0.546153,0.822874,0
14,1,1.009987,0.188864,0.525967
14,-1,0.630564,1,0.18587
14,-1,1.028172,0.779715,0.595508
14,-1,1.071431,0.123461,0
14,-1,0.743871,0.599628,0.408375
14,1,0.797395,0.001547,0.492285
14,1,0.697457,0.289711,0.71189
14,1,0.618546,0.089192,1
14,-1,0.595954,0.574764,0.115579
14,1,0.746522,0.541975,0.983746
14,-1,0.610279,0.500897,0.299057
14,-1,1.101982,0.895771,0.785813
14,1,0.931152,0.487221,0.579179
14,1,0.813487,0.78588,0.974093
14,1,0.794774,0.738015,0.892168
14,-1,0.575014,0.793809,0.118917
14,1,0.585862,0.210345,0.902087
14,1,0.534305,0.292693,1
14,-1,0.601656,0.299078,0.057569
14,-1,0.560272,0.72347,0
14,-1,0.566025,1,0
14,-1,0.72554,0.998738,0.88284
14,-1,0.73409,0.795847,0.181733
14,1,0.912082,0.113109,0.19975
14,1,0.674269,0.120997,0.906621
14,1,0.703721,0.03027,0.620079
14,1,0.548221,0.430461,1
14,-1,0.680644,0.904653,0.555563
14,-1,0.644417,0.380146,0.007282
14,-1,0.518122,0.320689,0.008612
14,1,0.572907,0.193383,0.697545
14,-1,0.686204,0.690522,0.089775
14,1,0.576242,0.415003,0.904562
14,-1,0.50854,0.242851,0.004963
14,1,0.543557,0.202025,0.61011
14,-1,0.521299,0.608416,0.307082
14,1,0.690175,0.333139,0.417349
14,-1,0.589189,0.421371,0.106458
14,-1,0.56204,0.531363,0.401965
15,-1,2.739037,0.611663,0.883898
15,-1,1.969845,0.100531,0.008532
15,1,1.508656,0,0.431675
15,-1,1.806149,0.307487,0.66029
15,1,0.958287,0.004052,0.496363
15,1,0.96833,1,0.776423
15,-1,0.856516,0.679985,0.242483
15,-1,1.909853,0.80134,0.402057
15,-1,1.22113,0.499062,0.198441
15,-1,5.522295,0.909235,0.081755
15,-1,2.578583,0.587584,0
15,-1,1.871712,0,0.686818
15,-1,2.169216,0.573508,0.133634
15,1,2.239411,0.128348,0.192441
15,-1,1.457023,0.514722,0.884171
15,-1,1.096445,0.279611,0.0655
15,-1,1.660956,0.431609,0.676012
15,-1,1.249934,0.143745,0.970645
15,1,1.089374,0.777751,0.495366
15,1,1.264538,0.874556,0.402186
15,1,0.849909,0,0.908747
15,1,1.055228,0.976105,0.396456
15,1,0.924798,0.917172,0.683059
15,1,1.237418,0.305244,0.436317
15,-1,1.089487,0.183974,0
15,-1,1.030395,0.50553,0.441423
15,1,0.920487,0,0.82039
15,-1,0.609483,0.623912,0.195618
15,-1,1.478484,0.897303,0.807339
15,1,1.000844,0.512496,0.580989
15,1,0.862584,0.197195,0.251173
15,-1,0.84783,0.878646,1
15,-1,1.970264,0.504114,1
15,1,0.776962,0.083828,0.714237
15,1,0.762279,0,0.298806
15,-1,0.702275,0.499951,0.087829
15,-1,3.208807,0.276721,0.985327
15,1,0.786399,0.298474,0.489201
15,1,1.032077,0.24758,0.897144
15,-1,0.816876,0.781024,0.212188
15,1,2.158375,0.71432,0.609162
15,-1,1.143057,0.317983,0.780752
15,-1,0.7201,0.418044,0.117924
15,-1,1.344019,0.599748,0.328726
15,1,0.777283,0.78458,0.590184
15,1,1.029269,1,0.680949
15,1,0.585344,0.074161,0.798411
15,-1,0.997675,0.531437,0.659314
15,1,1.01745,1,0.188008
15,-1,1.663844,0.780952,0.667459
15,-1,1.07703,0.952292,0.01072
15,1,1.624511,0.313443,0.896728
15,-1,1.812875,0.404743,0.230214
15,-1,1.107565,0.631108,0.38416
15,-1,1.932767,0.594676,0.97705
16,1,1.636193,1,0.484451
16,1,2.126212,0.014343,0.4704
16,-1,1.761502,0.825169,0.019275
16,1,2.825061,0.097836,0.699853
16,1,2.379177,0.297269,0.698629
16,-1,2.446639,0.613494,0.302004
16,1,1.858651,0.378842,0.781479
16,1,1.282403,0.202943,0.687524
16,1,1.105036,0,0.124952
16,1,2.671653,0.313275,0.868368
16,-1,1.37523,0.18517,1
16,-1,1.231693,0.488981,0.17332
16,-1,1.444674,0.501741,0.899412
16,1,1.652922,1,0.392526
16,-1,1.870863,0.509715,0.301054
16,-1,1.274173,0.383111,0.216579
16,1,1.565988,0.11354,0.798016
16,1,2.857797,0.304557,0.764461
16,-1,1.152922,0.406237,0.114591
16,1,1.501407,0.590181,0.504936
16,1,1.399061,0.491204,0.710815
16,1,2.638382,0.787793,0.498261
16,1,1.702827,0.416553,0.694082
16,-1,3.680913,0.11876,0.955778
16,-1,1.401175,0.657709,0.977658
16,-1,1.381061,0.300953,0.113425
16,-1,1.406781,0.669485,0.901617
16,-1,1.042122,0.600683,0
16,-1,1.15231,0.795478,0.2101
16,1,0.80612,0.09819,0.495854
16,1,1.096628,0.989654,0.797544
16,-1,1.353695,0.195276,0.094568
16,1,0.817139,0,0.335151
16,1,0.888055,0.998222,0.620836
16,1,0.771505,0.006309,0.691849
16,-1,0.671398,0.211763,0.004099
16,-1,0.793157,0.330687,0.188696
16,1,1.594732,0.711546,0.58166
16,-1,1.931423,0.774454,0.875419
16,-1,1.586247,0.42068,0.017654
16,-1,1.021992,0.317862,0.984539
16,-1,0.911777,0.602663,0.130139
16,1,1.064868,0.920792,0.61483
16,1,1.106681,0.096303,0.86564
16,-1,0.927938,0.889165,0.981968
16,-1,0.904598,0.878302,0.005822
16,-1,1.225979,0.609682,0.790798
16,-1,1.460555,0.407344,0.89726
16,1,1.673077,0.392123,0.592589
16,-1,1.698455,0.508455,0.425083
16,1,0.921543,0.168383,0.896543
16,1,1.016448,0.224317,0.594137
16,-1,1.36786,0.398831,0.284082
16,1,1.499364,0.795816,0.687269
16,1,5.715868,1,0.023492
17,1,2.071496,0.923028,0.712143
17,1,1.438967,0.089545,0.700776
17,-1,2.170402,1,0.492809
17,1,0.97782,0.284259,0.612279
17,-1,1.271163,0.186125,0.034665
17,1,1.13017,0.893973,1
17,1,1.213035,0.9659,0
17,-1,1.173679,0.388393,0.197832
17,-1,2.342183,0.780051,0.589859
17,1,1.175905,0.982647,0.126978
17,1,1.621412,0.094716,0.415715
17,-1,1.293054,0.56657,0.368336
17,-1,0.980064,0.398657,0.025701
17,1,1.357143,0.099424,0.92291
17,1,1.318778,0.315426,0.391177
17,1,1.068214,0.909927,0.281739
17,-1,1.007566,0.391769,0.910944
17,1,1.471213,0.182605,0.57981
17,-1,1.11819,0.50046,0.167332
17,1,1.158393,0.13359,0.227119
17,1,1.072315,0.590975,0.710045
17,-1,1.199218,0.629317,1
17,-1,1.207889,0.503516,0.319877
17,-1,1.19013,0.230144,1
17,-1,0.705453,0.918935,0
17,-1,1.535352,0.601409,0.914825
17,1,1.731048,0,0.784174
17,1,1.514788,0.188462,0.286679
17,-1,0.873864,0.482039,0
17,-1,0.736638,0.346324,0.021575
17,-1,1.094268,0.810864,0.901436
17,-1,1.471118,0.118041,0.009508
17,-1,1.444143,0.658231,0.026425
17,-1,1.66203,0.761581,0.986584
17,1,1.726797,0.734838,0.508722
17,-1,1.264337,0.585109,0
17,1,1.576354,0.095755,0.288239
17,-1,1.505782,0.382683,1
17,-1,2.440136,0.409023,0.712202
17,-1,2.188688,0.501558,0.583464
17,1,2.676034,0.808186,0.687229
17,-1,2.240612,0.507319,0.913687
17,1,1.847526,0.787975,0.479166
17,-1,2.326622,0.228546,0.813995
17,-1,3.226842,0.229106,0.719124
17,1,1.941154,0.100739,0.589656
17,-1,1.791991,0.203094,0.930776
17,1,1.624035,0.27887,0.676227
17,-1,1.713555,0.783294,0.09076
17,-1,2.120096,0.276434,0.826559
17,1,1.815273,0.995472,0.715352
17,1,1.968603,1,0.28942
17,-1,1.792136,0.499363,0.070221
17,-1,1.41864,0.503574,0.398037
17,-1,1.619646,0.434089,0.812963
18,-1,2.286411,0.48562,0.121753
18,-1,9.991552,0.782547,0.277905
18,1,1.872193,0,0.20392
18,1,2.449003,0.988244,0.839173
18,-1,2.28514,0.466792,0.981857
18,-1,2.06885,0.707792,0.885397
18,-1,1.717145,0.709829,0.110137
18,1,3.692062,0.1761,0.340599
18,1,9.087431,0.356379,0.737064
18,1,2.09533,0.0918,0.910296
18,-1,2.945346,0.593541,0.707704
18,1,2.003504,0.900168,0.63292
18,-1,3.04915,0.775109,0.194421
18,1,2.255518,0.691167,0.521497
18,-1,2.083174,0.230621,0.098967
18,-1,1.998309,0.411495,0.292636
18,-1,3.782012,0.39775,0.987001
18,1,1.636157,0,0.066627
18,1,3.336023,0.390363,0.579613
18,1,2.090093,0.111795,0.976542
18,-1,1.929731,0.704975,0.215315
18,-1,2.815745,0.797924,0.410702
18,1,1.384899,0.272882,0.729427
18,1,1.306107,0.011292,0.81194
18,1,4.781603,0.911005,0.396981
18,1,2.532414,0.823007,0.723538
18,-1,3.005126,0.584668,1
18,1,1.29046,0.109673,0.387345
18,-1,4.126868,0.482965,0.28394
18,-1,2.597096,0.602302,0.286405
18,1,2.959413,0.200746,0.956343
18,1,3.904742,0.067905,0.618932
18,1,1.160544,0.184268,0.470874
18,-1,2.437519,0.824469,0.128507
18,1,4.588584,0.286428,1
18,-1,1.890797,1,0.003325
18,1,1.491982,0.103882,0.298995
18,-1,1.726751,0.315935,0
18,1,1.077225,0.178346,0.608374
18,-1,2.155322,0.504393,0.925568
18,1,1.598351,0.791303,0.527252
18,-1,2.070522,0.90565,1
18,1,1.871615,0.001097,0.90877
18,-1,1.880902,0.395915,0.189257
18,-1,1.490084,0.712022,0.988294
18,1,1.419327,0,0.474543
18,1,1.349855,0.590923,0.542181
18,1,0.665498,0,0.379401
18,-1,1.702619,0.881387,0.18116
18,-1,1.848752,0.696525,0.032692
18,-1,1.269354,0.60511,0
18,-1,3.314858,0.521227,0.409512
18,1,5.371239,0.882666,0.315692
18,1,1.630259,0.775954,0.617058
18,-1,2.538377,0.806495,0.890884
19,1,1.338556,0.525491,0.893092
19,-1,1.274914,0.38173,0.008925
19,1,0.649061,0.134842,0.781301
19,1,0.665019,0.126694,0.91812
19,1,0.564911,0.126021,1
19,1,0.806605,0.179658,0.511137
19,1,0.683043,0,0.89464
19,-1,0.837853,0.775772,0.219187
19,-1,0.736091,1,0.301245
19,1,1.209354,0.489831,1
19,1,0.859483,0.084036,0.581789
19,-1,1.248128,0.490627,0.079104
19,1,0.817799,0.309625,0.546755
19,1,0.822475,0.184828,0.616345
19,1,1.416619,0.6864,0.876457
19,1,1.031166,0.385313,0.686313
19,1,0.808118,0.396494,0.798177
19,-1,0.88163,0.92404,0.601893
19,1,1.050845,0.3788,0.618732
19,-1,1.195373,0.117601,0.045214
19,1,0.794515,0.503265,0.626356
19,-1,0.959947,0.603126,0.014465
19,1,0.933246,0.271051,0.736193
19,1,0.532304,0.189917,1
19,1,2.314629,0.605079,0.707342
19,-1,1.706385,0.978029,0.830584
19,-1,1.123957,0.709961,0.520558
19,-1,0.817401,0.185294,0.092853
19,-1,1.005815,0.757361,0.511746
19,1,0.855331,0.330631,0.581313
19,-1,0.67848,0.993259,0.696742
19,-1,0.805491,0.89084,0.295042
19,1,1.243486,0.001645,0.299178
19,-1,0.662523,0.72439,0.069638
19,-1,0.618484,0.987854,0.582862
19,-1,0.731962,0.395692,0.111923
19,-1,0.867738,0.282047,0.124365
19,-1,1.097193,0.812123,0.615462
19,-1,1.944304,0.768618,0.716145
19,1,0.584698,0.026022,0.757372
19,1,0.793815,0.191399,0.926126
19,-1,0.800155,0.202469,0.020258
19,-1,2.167505,0.876071,0.77508
19,1,1.044566,0.236515,0.684921
19,-1,0.901585,1,0.002549
19,1,0.850827,0.39445,1
19,-1,1.390582,0.867643,0.397162
19,-1,0.836,0.304596,0.202253
19,-1,0.659435,0.384861,0.325804
19,-1,2.398724,0.503319,0.423559
19,1,0.9089,0.274981,0.771981
19,-1,0.993853,0.389354,0.21219
19,-1,1.318748,1,0.871761
19,1,0.678544,0,0.725615
19,-1,0.850311,0.498745,0
20,1,0.498416,0.011673,0.97291
20,-1,0.735795,0.472475,0.201323
20,1,0.622222,0.290046,0.48917
20,-1,0.431008,0.696664,0.40483
20,1,0.363881,0.114545,0.728923
20,1,0.869714,0.729546,0.820302
20,1,0.718623,0.695692,0.933314
20,-1,0.523637,0.998786,0.856433
20,1,0.430406,0.489797,1
20,1,0.514657,0.310131,0.897961
20,-1,0.5537,0.510082,0.383345
20,-1,0.462604,0.822123,0.219922
20,-1,0.442018,0.728611,0.236313
20,-1,0.428681,0.764416,0.107354
20,-1,0.557986,0.990889,0.208147
20,-1,0.505195,0.370376,0.084522
20,-1,0.458257,0.994481,0.779497
20,1,0.436326,0.301105,0.782609
20,1,0.555454,0.497864,0.682554
20,-1,0.613388,0.276166,0.116023
20,-1,0.413967,0.714997,0.342042
20,-1,0.399922,0.591195,0.177062
20,-1,0.440878,0.644719,0.329984
20,1,0.579187,0.498565,0.618118
20,1,0.39392,0.425733,0.888702
20,-1,0.436854,0.63539,0.093712
20,-1,0.517045,0.176847,0.112438
20,1,0.363797,0.10655,0.884873
20,1,0.313993,0.006495,0.93821
20,-1,0.419279,0.720975,0.613197
20,-1,0.363684,0.562945,0.39843
20,1,0.356935,0.020156,0.494806
20,1,0.349746,0.089531,1
20,-1,0.445033,0.387664,0.207298
20,1,0.3545,0.324964,0.983412
20,1,0.411532,0.458415,0.801013
20,-1,0.41505,0.903456,0.515916
20,1,0.41533,0.599473,0.804401
20,-1,0.393316,0.677674,0.024478
20,-1,0.657941,0.318457,0.224528
20,-1,0.376358,0.802271,0.394752
20,1,0.421808,0.606789,0.876892
20,-1,0.419891,0.185823,0
20,-1,0.470377,0.975522,0.575464
20,-1,0.361323,1,0.400388
20,-1,0.407977,0.832199,0.000624
20,1,0.638714,0.811854,0.886923
20,-1,0.376941,0.890343,0.23548
20,-1,0.493961,0.095175,0
20,-1,0.369444,0.99383,0.66834
20,-1,0.430636,0.49216,0.127786
20,1,0.393435,0,0.595419
20,-1,0.351683,0.378414,0
20,-1,0.398321,0.284718,0.001806
20,1,0.408741,0.304486,0.380045
21,1,0.62381,0.417011,0.785264
21,-1,0.472357,0.903973,0.005884
21,-1,0.73178,0.87412,0.521735
21,1,1.066225,0.088784,0.210453
21,-1,1.214736,0.486896,0.402958
21,-1,0.806849,0.521555,0
21,1,0.741494,0.182315,0.558946
21,1,0.658577,0.185194,0.711768
21,-1,0.695209,0.807509,0.230006
21,1,0.769821,0.303374,0.467093
21,-1,0.724096,1,0.320538
21,1,0.602245,0.080929,0.417191
21,-1,0.826821,0.292141,0.177208
21,1,0.816366,0.927458,1
21,-1,0.461091,0.913425,0.182383
21,1,0.530977,0.12558,0.715054
21,1,1.33555,0.721677,0.800903
21,1,1.067907,0.490603,0.600755
21,-1,0.502392,1,0
21,1,0.995605,0.427891,0.557964
21,-1,0.815032,0.320113,0.084246
21,1,0.644969,0.27693,0.403047
21,-1,0.729458,0.896936,0.271421
21,1,0.523419,0,0.813988
21,1,0.681243,0,0.663349
21,1,0.63984,0.09776,0.599497
21,1,0.701472,0.101195,0.490193
21,-1,0.568059,0.713208,0.611473
21,-1,0.590656,0.890952,0.587263
21,1,0.664061,0.020308,0.415233
21,1,0.780472,0.691197,0.926079
21,-1,0.614207,1,0.491939
21,1,0.545161,0.40643,0.990697
21,1,0.652216,0.8023,1
21,1,0.682591,0.50767,0.80368
21,1,0.671646,0.215991,0.468636
21,-1,0.64237,0.739497,0.477494
21,-1,0.795778,0.371222,0.233536
21,-1,0.544054,1,0.181233
21,-1,0.482279,1,0.611954
21,-1,0.533529,0.816381,0.114295
21,-1,1.176467,0.080572,0.043985
21,1,0.899146,0.407841,0.900453
21,1,0.817623,0.796258,0.896221
21,1,0.510092,0.400476,0.723791
21,-1,0.505382,0.788831,0.557565
21,1,0.572806,0.042343,0.326994
21,-1,0.465588,1,0.088107
21,-1,0.645345,0.766844,0.305915
21,-1,0.523317,0.586886,0.309914
21,-1,0.513586,0.916788,0.092075
21,1,0.614966,0.737852,1
21,1,0.580853,0,0.221013
21,-1,0.425874,0.624188,0.023524
21,-1,0.640162,0.737718,0.28535
22,1,3.190083,0.518481,0.704642
22,-1,1.472716,0.476479,0.033913
22,1,1.223769,0.492724,0.916376
22,-1,0.842077,0.833001,0.308682
22,-1,0.855072,0.711957,0.77211
22,-1,1.341389,0.911616,0.085785
22,-1,1.417332,0.935781,0.818609
22,1,2.049153,0,0.116785
22,1,1.151076,0.204456,0.974157
22,1,0.760257,0.799387,0.9956
22,1,0.765046,0.221751,0.69588
22,1,0.527489,0.024619,0.679776
22,-1,0.5502,0.861326,0.376302
22,-1,0.644831,0.605479,0.408103
22,-1,0.50487,0.600202,0.307731
22,-1,0.485393,0.784326,0.229433
22,1,1.050704,0.489962,0.80861
22,-1,1.023252,0.475502,0.406615
22,-1,0.645711,1,0.47303
22,1,0.555912,0,0.803268
22,1,0.495587,0.04681,0.612415
22,-1,0.718401,0.991143,0.699585
22,-1,0.61725,0.517193,0.107298
22,1,1.363868,0.200135,0.273474
22,-1,0.558397,0.583987,0.22247
22,1,0.545861,0.070508,0.291534
22,-1,1.211614,0.586414,0.675567
22,1,0.555331,0.080574,0.989132
22,1,1.219474,0.672508,0.923905
22,1,0.956394,0.124231,0.690045
22,-1,0.887936,0.420831,0.167515
22,-1,0.738765,0.786203,0.561593
22,-1,1.248029,0.970292,0.891432
22,-1,1.040312,0.49316,0.197656
22,-1,0.980264,0.783252,0.386832
22,1,0.860087,0.323137,0.881602
22,-1,1.586651,0.500413,0.61629
22,1,0.704966,0.286375,0.693606
22,1,0.622809,0.108707,0.769024
22,1,0.661214,0.368866,1
22,1,1.07412,0.584408,0.86334
22,1,1.433925,0.314434,0.394846
22,-1,1.134409,0.3943,0.108415
22,1,0.530129,0.304623,1
22,-1,0.829814,0.186353,0
22,-1,0.525397,0.369332,0.016406
22,1,0.569608,0.011034,0.997811
22,-1,0.893886,0.910199,0
22,-1,1.004883,0.488154,0.29877
22,1,0.552402,0.568593,1
22,1,0.804805,0.075983,0.192137
22,1,0.468269,0.014367,0.315083
22,-1,0.641371,0.914305,0.205596
22,-1,0.674413,0.596992,0.067629
22,-1,0.499076,0.727071,0.403726
23,-1,0.744961,0.495964,0.311591
23,-1,0.430631,0.713538,0.293596
23,-1,0.441635,1,0.596875
23,1,0.64161,0.01117,0.222801
23,-1,0.935198,0.517041,0.608616
23,-1,0.632473,0.58462,0.304236
23,-1,0.469625,0.590175,0.225391
23,1,0.480798,0.363761,0.654567
23,-1,0.406404,0.708074,0.030209
23,-1,0.423409,0.788927,0.007084
23,1,0.487374,0.507037,0.909911
23,1,0.406706,0.410374,0.491411
23,1,1.005316,0.787528,0.892864
23,-1,0.477025,0.800073,0.295054
23,1,0.44924,0.175971,0.380515
23,1,0.467503,0.187359,0.339152
23,-1,0.417047,1,0.215035
23,1,0.435734,0.123671,0.798614
23,1,0.383098,0.018211,0.38798
23,1,0.518946,0.398489,0.781344
23,1,0.341232,0.117183,0.981587
23,1,0.541136,0.718814,0.787948
23,1,0.430872,0.415265,0.899265
23,-1,0.368454,0.736227,0.110162
23,-1,0.389679,0.377987,0.077515
23,-1,0.367539,0.994589,0.496765
23,-1,0.408683,1,0.003773
23,1,0.411667,0.59515,0.808752
23,1,0.42167,0.508935,0.79227
23,1,0.494597,0.009622,0.113093
23,-1,0.339358,0.619146,0.436768
23,-1,0.371276,0.500979,0.107916
23,-1,0.583031,0.70066,0.595314
23,1,0.499218,0.096473,0.27485
23,-1,0.499868,0.998101,0.694712
23,-1,0.314176,1,0.39513
23,1,0.412176,0.111436,0.623683
23,-1,0.354753,0.51288,0.162969
23,-1,0.378,0.790547,0.246741
23,1,0.416357,0.023568,0.30808
23,1,0.392017,0.168078,0.677218
23,1,0.400302,0.31912,0.403005
23,1,0.494474,0.501111,0.675316
23,-1,0.504895,1,0.808008
23,1,0.401361,0.621677,0.903342
23,1,0.396768,0.022807,0.589798
23,1,0.53298,0.888092,0.968831
23,1,0.441993,0.120385,0.203301
23,-1,0.469561,1,0.306596
23,1,0.388095,0.079808,0.925348
23,-1,0.349169,0.893458,0.262402
23,-1,0.404074,0.910494,0
23,1,0.411145,0.683249,0.896441
23,-1,0.418724,0.9012,0.205754
23,1,0.414154,0,0.507553
24,-1,2.329858,0.223023,0.910788
24,1,0.927963,0.984791,0.646549
24,-1,1.135209,0.285216,0.005251
24,1,1.382532,0.888521,0.4158
24,1,1.929991,0.297456,0.525616
24,-1,0.754011,0.493698,0.914929
24,-1,0.843021,0.746469,0
24,1,2.44134,0.813061,0.237162
24,-1,0.828924,0.622386,0.933509
24,-1,2.234108,0.987237,0.005005
24,-1,1.249589,0.718806,0.87422
24,-1,1.074468,0.527788,0.624315
24,-1,0.832972,0.502331,0.394597
24,-1,0.838834,0.380401,0
24,-1,2.061414,0.60458,0.212691
24,1,1.05877,0.265556,0.381051
24,1,1.462732,0.022229,0.880378
24,1,2.536025,0.106985,0.697734
24,1,2.475201,0,0.594742
24,1,2.372847,0.678908,0.614876
24,-1,2.956507,0.100074,0.885246
24,1,1.819353,0.984524,0.151914
24,1,1.383377,1,0.536462
24,1,0.985852,0.702956,0.500175
24,1,1.987101,0.907449,0.808143
24,1,1.049987,0.309697,0.574057
24,-1,0.787199,0.392887,0.793864
24,-1,1.393052,0.336286,1
24,1,0.637495,0.08281,0.402649
24,-1,1.41067,0.221645,0.144329
24,-1,0.654052,0.132192,0.040145
24,-1,0.916552,0.684808,0.842498
24,1,1.472202,0.861524,0.283775
24,-1,1.496846,0.716429,0.964034
24,1,0.858478,0.044023,0.201839
24,1,0.624983,0.024402,0.468579
24,1,1.024763,1,0.810824
24,1,0.780531,0.208905,0.523943
24,-1,0.978957,0.581407,0.398908
24,-1,4.556212,0.287589,0.672401
24,-1,0.857039,0.373295,0.191102
24,1,0.86439,0.107819,0.579032
24,1,2.193265,0.799944,0.292943
24,-1,0.602481,0.49794,0.792636
24,1,0.531564,1,0.89527
24,1,0.721735,0,0.785697
24,1,2.106954,1,0.085128
24,-1,0.752499,0.402194,1
24,-1,1.207239,0.391568,0.689999
24,1,1.217781,0.229678,0.304118
24,-1,0.781508,0.343275,0.093801
24,-1,1.011366,0.70094,0.18047
24,-1,0.48745,0.477821,0.079915
24,-1,0.429766,0.569833,0.792332
24,1,0.780617,0.073928,0.80169
25,-1,2.464168,1,0.395627
25,1,3.150221,1,0.625883
25,1,2.330688,0.995899,0.891264
25,-1,1.170432,0.505406,0.423033
25,1,1.067549,0.796782,0.702451
25,-1,4.744941,0.370559,0.791117
25,-1,8.704871,0.278177,0.912459
25,-1,1.629194,0.693054,0.123636
25,-1,2.325211,0.530997,0.60041
25,-1,2.145231,0.224079,0.301859
25,1,1.060113,0.313809,0.533297
25,1,1.53463,0.213754,0.697312
25,-1,1.57,0.796759,0.272977
25,-1,1.392776,0.899543,0.124786
25,-1,9.658535,0.095732,0.997292
25,-1,1.34783,0.207616,0.016738
25,1,1.058582,0.103174,0.209254
25,1,1.313305,1,0.691426
25,-1,0.958906,0.613357,0
25,-1,4.344729,0,0.976995
25,1,1.781648,0.076708,0.400057
25,-1,3.763717,0.999493,0.30696
25,-1,1.310948,0.494132,0.89013
25,1,1.25011,0.69664,0.606159
25,-1,2.10513,0.923322,0
25,-1,1.274538,0.611578,0.299619
25,-1,2.036882,0.726581,0
25,-1,0.87505,0.594735,0.07293
25,1,1.300809,0,0.289373
25,1,3.260882,0.17728,0.934032
25,1,1.108814,0.219176,0.501987
25,1,1.111173,0.875234,0.68105
25,1,1.180798,0,0.387115
25,-1,0.873095,0.511948,0.800205
25,-1,2.618188,0.81143,0.223691
25,-1,1.181615,0.574332,0.40751
25,-1,1.029145,0.671984,0.309825
25,-1,1.498889,1,0.184013
25,-1,0.730882,0.412334,0.174049
25,1,0.923131,0.033314,0.10406
25,-1,0.685058,0.546142,0
25,1,0.868745,0.108277,0.291788
25,-1,1.492369,0.805802,0.860282
25,1,0.814306,0.109647,0.537927
25,1,1.138805,1,0.786991
25,-1,0.801609,0.593844,0.893878
25,1,0.594996,0.01422,0.776944
25,-1,0.573383,0.582808,0.19098
25,-1,1.0849,0.402226,0.890437
25,-1,0.588461,0.500375,0.683673
25,-1,1.425727,0.739468,0.399951
25,1,0.986117,0.967427,0.47478
25,1,1.477333,0.276475,0.400636
25,1,1.686839,0.786629,0.60908
25,-1,2.133712,0.788161,0.095204
26,1,3.785985,0.815034,0.303087
26,1,1.623693,0.016599,0.228207
26,1,2.534886,0.964089,0.889914
26,-1,2.208975,0.213705,0.991472
26,1,1.820775,0.274431,0.135215
26,-1,1.582413,0.48927,0.887477
26,-1,1.32742,0.572664,0.207879
26,-1,1.209954,0.706058,0.93268
26,-1,1.435464,0.303145,0.001012
26,1,1.311394,0.090942,0.50397
26,1,1.47512,0.200518,0.410737
26,-1,2.486073,0.340419,0.705611
26,1,0.850399,0.390107,0.490324
26,-1,0.961113,0.494263,0
26,1,0.847115,0.682528,0.531791
26,1,5.289994,0.109157,0.807839
26,1,1.297955,0,0.77868
26,1,1.129281,0.223078,0.491254
26,-1,0.971989,0.432755,0.118586
26,-1,0.962499,0.394449,0.787291
26,-1,1.265141,0.112435,0.982868
26,1,1.01173,0.905109,0.380867
26,-1,1.06794,0.581679,0.405725
26,1,0.92603,0.092102,0.582132
26,-1,0.649717,0.618876,0.997019
26,-1,0.944779,0.642983,0.315677
26,-1,1.150761,0.505505,0.298486
26,-1,0.825205,0.33161,1
26,1,0.851127,0.030504,0.402109
26,-1,0.963687,1,0.028784
26,-1,0.884468,0.381706,1
26,-1,1.669057,0.609595,0.68272
26,-1,0.551068,0,0.896959
26,1,0.826929,0.813512,0.595814
26,1,1.03239,0.198493,0.308598
26,-1,1.100281,0.068132,0
26,-1,0.850503,0.191439,0.78706
26,-1,1.382278,0.370583,0.337959
26,-1,0.947273,0.690459,0.805619
26,-1,0.825927,0.784663,0.917381
26,1,0.791892,0.930828,0.629679
26,-1,0.681731,0.588532,0.016034
26,1,0.651599,0.980526,0.477009
26,1,0.959431,0.714562,0.402032
26,-1,0.847038,0.819459,0.977087
26,-1,1.629339,0.612978,0.463531
26,-1,0.829289,0.740261,0.001854
26,-1,0.599806,0.692988,0.082722
26,-1,0.572779,0.125725,0.900427
26,-1,0.682902,0.287345,0.882522
26,-1,0.7028,0.176249,0.90581
26,-1,0.87951,0.479361,0.789021
26,-1,1.192215,0.692945,0.196548
26,-1,1.035002,0.690914,1
26,-1,0.97975,0.138746,0.173129
27,1,3.892718,1,0.320568
27,1,1.200939,0.380962,0.675086
27,-1,1.225528,0.499495,0
27,1,0.696436,0.00491,0.581402
27,1,0.814351,0.18312,0.690856
27,-1,0.616639,0.823209,0
27,1,2.54973,0.924599,0.493888
27,-1,1.953801,0.917846,0.397654
27,-1,1.092181,0.731174,0.490863
27,-1,1.227572,0.968349,0.029176
27,1,0.775639,0.122208,0.422215
27,1,0.70385,0.265983,0.721621
27,-1,1.18646,0.368027,0.313398
27,-1,2.817494,0.594862,0.921496
27,1,0.648194,0.188129,0.410415
27,1,1.049918,0.89848,0.733241
27,-1,0.770249,0.290654,0
27,-1,1.735572,0.48942,0.980352
27,-1,0.598114,0.291576,0.124832
27,-1,0.542845,0.790842,0.087489
27,1,2.69649,0.788448,0.695937
27,-1,1.078329,0.180205,0.0903
27,1,0.636443,0.002187,0.069428
27,-1,0.806668,0.316246,0.192335
27,1,2.190239,0.698533,0.623984
27,-1,3.262031,0.170735,1
27,1,1.494282,0.412453,0.494251
27,-1,0.596741,0.613778,0.101127
27,1,0.511031,0,0.722167
27,1,1.109042,1,0.904398
27,1,0.565978,0.112517,0.699636
27,1,0.76342,0.17578,0.818584
27,1,0.758417,1,0.693426
27,1,0.690405,0.992128,0.792664
