nObserver,ch,RT,splitL,splitR
27,-1,1.268483,0.877329,0.103375
27,1,1.862917,0.799906,0.565801
27,-1,3.488834,0.971589,0.378352
27,1,0.794358,0.414969,0.616635
27,1,0.81637,0.401777,0.833744
27,-1,0.785656,0.590614,0.191347
27,-1,0.527673,0.537384,0.109089
27,1,0.532386,0.02857,0.184059
27,-1,1.523068,0.825641,0.507618
27,-1,0.670395,0.876143,0.206887
27,-1,0.457546,0.881055,0.00711
27,-1,0.813172,0.456879,0.2782
27,1,0.531138,0,0.412085
27,1,1.722893,0.921329,0.293908
27,1,1.448258,1,0.113953
27,1,1.257309,0.505649,0.587638
27,-1,1.518602,0.825956,0.889782
27,1,0.642197,1,0.590294
27,-1,0.565193,0.491216,0.177971
27,1,0.578555,0.274251,0.594406
27,1,0.523708,0.300545,0.81815
28,1,4.873353,0.38113,0.46691
28,-1,1.653069,0.881342,0.792478
28,-1,2.532019,0.701842,0.48651
28,1,1.299622,0.785843,1
28,-1,1.092611,1,0.882569
28,1,3.551666,0,1
28,-1,7.673747,0.408569,1
28,1,1.21362,0.117903,0.83814
28,1,1.125643,0.396543,0.77256
28,1,2.538531,0.296894,0.975565
28,-1,2.309495,0.519219,0.332846
28,1,2.82205,0.822633,0.218681
28,-1,0.998302,0.89655,0
28,1,1.303003,0.166108,0.508002
28,1,1.70468,0.099698,1
28,1,2.191454,0,0.071156
28,-1,1.033067,0.305378,0
28,1,2.008396,0.610878,0.825402
28,-1,4.163807,0.786338,0.002748
28,-1,0.78937,0.628605,0.409405
28,-1,0.958388,0.69245,0
28,1,0.921771,0.236539,0.88988
28,1,0.856343,0.200444,0.582694
28,-1,1.349203,0.464199,0.006699
28,1,2.342632,0.489543,1
28,-1,3.309381,0.689238,0.419858
28,1,1.706051,0.09639,0.274275
28,-1,1.519249,0.959232,0.686174
28,1,1.822522,0.298629,0.405145
28,1,2.079227,0.06059,0.719955
28,1,1.888711,0.214719,1
28,-1,2.313336,0.469635,0.585249
28,-1,2.65899,0.006802,0.189506
28,-1,0.962929,0.687011,0.809785
28,1,1.177086,0,0.620151
28,-1,0.907111,0.820833,0.463832
28,1,0.712915,0.088255,0.624452
28,1,1.192763,0,0.369861
28,1,0.913926,0.267653,0.687035
28,-1,2.39326,0.47078,0.87559
28,-1,0.773809,0.926193,0.591998
28,-1,1.129104,0.402404,0.203638
28,1,0.815833,0.401549,0.930968
28,1,1.691733,0.203003,0.282511
28,1,2.908498,0.303586,0.617041
28,1,0.830475,0.330254,0.884574
28,1,1.600547,0.091645,0.496382
28,-1,1.604242,0.10402,0.419025
28,1,3.428343,0.593798,0.677319
28,-1,1.484337,0.880157,0.69465
28,-1,1.871233,0.77285,0.294715
28,1,0.831237,0.16394,0.673249
28,1,2.151103,0.61803,0.980184
28,1,4.165264,0.09658,0.890909
28,-1,0.79764,0.198509,0.122864
29,-1,1.663097,0.804011,0.310686
29,-1,1.444142,0.785606,0.015089
29,-1,2.066098,0.196142,0.099301
29,1,2.26446,0.222081,0.728143
29,-1,1.319518,0.578794,0.330839
29,-1,1.310684,0.597462,0
29,1,2.843165,0.880857,0.48585
29,1,1.473456,0.241985,0.8958
29,1,1.74681,0.112104,0.509545
29,1,1.154611,0.012504,0.700452
29,-1,1.41461,0.599266,0.389891
29,-1,1.957325,0.313117,0.182788
29,1,0.96602,0.166224,0.390984
29,1,0.971669,0.084511,0.58603
29,1,1.958423,0.486099,0.792136
29,1,1.008947,0.229527,0.99666
29,1,1.590814,0.418356,0.900806
29,-1,1.344023,0.89144,0.281649
29,1,2.152493,0.903137,0.993176
29,1,1.053615,0.013569,0.372048
29,1,1.165846,0.219716,0.585068
29,1,2.208294,0.080565,0
29,1,1.442621,0.203747,0.816632
29,1,2.398453,0.505175,1
29,-1,1.930521,0.892777,0.604412
29,1,1.133119,0.114243,0.374584
29,1,1.426553,0.394741,0.744403
29,1,0.529598,0.115367,0.999701
29,-1,1.312182,0.891387,0.727161
29,-1,0.818091,0.995489,0.406764
29,-1,2.609088,0.604388,0.473315
29,1,1.107607,0.629641,1
29,1,0.795809,0.10775,0.782674
29,1,0.714059,0.655881,1
29,1,0.425375,0.308815,1
29,-1,0.904646,0.389491,0.299218
29,-1,0.600494,0.925101,0.083023
29,-1,0.814179,0.991516,0.791533
29,1,2.011746,0.595714,0.706499
29,-1,1.27513,0.785403,0.604616
29,1,0.727876,0.026605,0.981446
29,-1,1.222975,0.782158,0.68003
29,-1,1.255106,0.510014,0.411943
29,-1,1.057337,0.724196,0.505275
29,1,0.645318,0.397502,0.813156
29,1,0.665332,0.094517,0.321523
29,1,1.056419,0.787476,0.935098
29,-1,0.837634,0.182644,0
29,1,0.562893,0.092947,0.72274
29,-1,0.733728,0.304793,0
29,-1,0.63368,0.496718,0.315972
29,1,0.614972,0.011072,0.480408
29,1,0.774746,0.281219,0.694002
29,-1,0.53162,0.912667,0
29,-1,0.57217,0.543209,0.184709
30,1,1.116349,0.800548,0.896469
30,1,0.946332,1,0.692089
30,1,1.310391,0,0.186895
30,1,1.569939,0.02431,0.988766
30,1,1.382483,1,0.48095
30,-1,0.813295,0.070138,0
30,1,0.585468,0.007759,0.615819
30,1,0.558807,0.119461,0.989486
30,-1,1.126993,1,0.773724
30,-1,1.223131,0.276759,0.20271
30,-1,0.705235,0.491506,0.294988
30,1,0.733506,0.391736,0.990494
30,-1,0.627502,0.701696,0.286528
30,1,0.541122,0.108103,0.493581
30,-1,0.795105,0.721319,0.50136
30,-1,0.59881,0.407908,0.182006
30,1,1.551833,0.418515,0.477664
30,1,0.690382,0.199947,0.591724
30,1,0.780743,0.409755,0.57037
30,-1,0.577049,0.708392,0
30,-1,0.962082,0.41585,0.303116
30,1,0.588508,0.401267,0.931039
30,1,1.034128,0.583016,0.906113
30,-1,0.484325,0.803956,0.119089
30,1,0.877825,0.11373,0.185926
30,-1,1.036074,0.725783,0.577167
30,1,1.098646,0,0.49646
30,-1,0.751427,0.876116,0.31191
30,1,0.565122,0.478161,0.811016
30,1,0.519118,0.011958,0.383384
30,1,1.531495,0.426418,0.777748
30,1,0.746353,0.288415,0.827729
30,-1,0.620281,0.724053,0.060472
30,1,1.009139,0.92843,1
30,1,0.690575,0.16426,0.876701
30,1,0.751171,0,0.320449
30,1,1.36364,0.714074,0.800934
30,-1,0.553776,1,0.292384
30,-1,0.496114,0.90328,0.071264
30,1,0.540992,0,0.841014
30,-1,0.582969,0.568957,0.103774
30,1,0.544191,0,0.873039
30,-1,0.567746,1,0.620653
30,-1,1.131217,0.591812,0.489191
30,-1,1.219932,0.683472,0.394617
30,-1,1.097269,0.805442,0.599158
30,-1,1.069697,0.473089,0.211001
30,-1,0.647857,0.770548,0.190313
30,1,0.799846,0.083992,0.303314
30,1,1.017829,0.491159,0.869777
30,1,0.630043,0.195595,0.715484
30,1,0.688548,0.105895,0.419323
30,1,0.851304,0.225607,0.976029
30,-1,0.633711,0.639148,0.286634
30,1,1.606371,0.718735,0.914768
31,1,2.19985,0.118088,0.892131
31,1,1.331357,0.971761,0.801019
31,-1,1.293029,0.596247,0.789669
31,1,2.345583,0.660702,0.783334
31,-1,1.094015,0.470172,1
31,1,1.049108,0.567199,0.721303
31,1,0.976108,0.313039,0.778539
31,-1,2.221358,0.163714,0.09798
31,1,1.427531,0.603495,0.492863
31,1,1.430696,0.890963,0.534319
31,-1,1.063479,0.741331,0.201903
31,-1,0.809024,1,0.326118
31,1,0.792321,0.08497,0.271539
31,1,1.296217,0.188073,0.922563
31,1,0.872577,0.22454,0.793718
31,-1,1.106987,0.939903,0.406626
31,-1,1.073397,0.498309,0.779664
31,-1,0.843898,0.417145,0.006593
31,1,1.997442,0.707422,1
31,-1,1.102335,0.605813,0.435462
31,1,0.967088,0.206198,0.390188
31,1,2.743219,0.564257,0.916597
31,1,0.748025,0.017171,0.492057
31,-1,0.680853,0.59504,0.05244
31,-1,0.658283,0.699393,0.304712
31,-1,0.863133,0.506939,0.306893
31,-1,1.093983,0.607514,0.032241
31,1,2.267657,0.287287,0.394476
31,-1,0.705541,1,0.125871
31,1,0.848632,0.414244,0.794125
31,1,0.61658,0.020447,0.705662
31,-1,0.557544,0.728544,0.105522
31,1,1.118224,0.629579,0.988183
31,-1,0.587154,0.759082,0.097869
31,1,0.843668,0.193608,0.491992
31,1,0.660893,0.480754,0.698001
31,-1,0.854225,0.972903,0.212145
31,1,0.69916,0,0.989345
31,1,0.742103,0.305406,0.609511
31,-1,3.478464,0.87022,0.038797
31,1,0.867406,0.899263,0.667221
31,-1,1.181179,0.20688,0
31,-1,0.969412,1,0.366666
31,-1,1.297846,0.992999,0.889071
31,-1,1.059573,0.103057,0
31,1,1.665331,0.082951,0.411272
31,1,0.623711,0.314151,0
31,1,0.679571,0.787336,0.016651
31,-1,1.593783,0.458956,0.402914
31,-1,1.766533,0.586578,0.197844
31,1,0.846402,0.38506,0.679649
31,-1,0.748441,0.512185,0.107455
31,-1,3.137652,0.903928,0.796684
31,-1,2.15425,0.188759,0.29619
31,-1,1.023636,0.87934,0.34205
32,1,1.001687,1,0.520845
32,-1,0.800702,0.41927,0.689785
32,1,0.758946,0.98982,0.270214
32,-1,0.967252,0.196703,0.391965
32,-1,1.258683,0.093661,0.973431
32,-1,2.138376,0.034246,0.309581
32,1,1.057521,0.978612,0.597657
32,1,0.765751,0.748095,0.504541
32,1,0.881706,0.678007,0.116959
32,1,1.673272,0.909355,0.505298
32,1,2.550786,0.205147,0
32,1,1.837248,0.905684,0.085791
32,1,1.354008,0.994902,0.00127
32,1,1.826571,0.980442,0.377563
32,1,2.194013,0.786553,0.734653
32,-1,1.850651,0.271737,0.41257
32,1,1.40541,0.777417,0.531252
32,1,0.734462,0.58558,0.304666
32,1,0.690925,0.481063,0.104259
32,1,2.16064,0.088844,0.007669
32,-1,1.780667,0.181991,0.510136
32,-1,1.102025,0.427849,0.487071
32,-1,1.254038,0.575382,0.71422
32,1,1.153103,0.590833,0.020552
32,-1,0.630815,0.182383,0.897664
32,1,0.692812,0.979042,0.195278
32,1,1.051172,1,0.876765
32,-1,0.68198,0.711316,0.987074
32,1,0.824565,0.792711,0
32,1,1.796051,0.585849,0.389173
32,1,0.812644,0.784216,0.292509
32,1,1.370447,0.640027,0.104529
32,1,0.940337,0.89654,0.600485
32,-1,1.210746,0.800349,1
32,1,0.75896,0.596306,0.195548
32,-1,0.775231,0.189713,0.822361
32,-1,2.678507,0.088949,0.79265
32,1,2.36558,0.519973,0.594085
32,-1,0.720416,0.637848,0.789284
32,1,0.755543,0.90812,0.824196
32,1,0.920821,0.874767,0.708331
32,1,2.075542,0.390034,0.085352
32,-1,1.41817,0.42387,0.905474
32,1,0.523206,0.804017,0.404791
32,1,1.583087,0.291884,0.074892
32,-1,0.97562,0,0.502705
32,1,1.202925,0.684933,0.190538
32,-1,0.995479,0,0.41003
32,1,1.34643,0.199304,0.100677
32,1,0.444054,0.869984,0
32,-1,1.652109,0.276936,0.677315
32,-1,0.568139,0,0.717072
32,-1,2.808787,0.288528,0.489287
32,1,0.539476,0.933228,0.287698
32,1,2.302662,0.240544,0.299154
33,1,2.161824,0.095261,0.493523
33,1,1.634821,0.822384,0.592457
33,-1,2.154028,0.976984,0.291125
33,1,1.676843,0.688308,0.595645
33,1,2.626438,0.024018,0.2162
33,1,1.324898,0.38696,0.597759
33,1,1.616712,0.806064,0.434614
33,1,0.953058,0.290369,0.473095
33,-1,1.156873,0.432798,0.2986
33,1,0.87032,0.125573,0.393655
33,-1,1.786253,0.698555,0.310375
33,1,0.821073,0.023257,0.386952
33,-1,1.589438,0.930741,0.299618
33,-1,1.190666,0.776858,0
33,1,1.567997,0.871882,0.572801
33,1,1.688701,1,0.799728
33,-1,1.698874,0.499134,0.704266
33,-1,1.252212,0.824167,0.098424
33,-1,0.911364,0.468315,0.195458
33,-1,0.720557,0.61704,0
33,-1,1.237737,0.490668,0.888069
33,-1,1.640498,0.930132,0.998177
33,-1,0.979037,0.616713,0.489974
33,-1,2.221211,0.999795,0.216858
33,-1,1.031184,0.516397,0.38656
33,-1,1.02958,0.311295,0.089023
33,-1,0.805987,0.285943,0
33,1,1.725359,0.885193,0.794639
33,-1,1.436535,0.968479,0.071371
33,-1,1.261794,0.421258,1
33,1,1.141142,0.189913,0.570468
33,-1,0.711038,0.911844,0
33,1,1.188268,0.089589,0.70497
33,-1,1.184946,0.914647,0.135623
33,1,0.694974,0.02232,0.497965
33,-1,2.830403,0.700822,0.803664
33,1,1.49216,0.076347,0.178526
33,-1,1.449257,0.719932,1
33,-1,1.218935,0.289278,0.188002
33,1,1.468825,0.798946,0.503051
33,1,1.839409,0.048858,0.98475
33,1,0.9915,0.073748,0.625852
33,-1,1.608772,0.8021,0.285739
33,-1,1.386592,0.409536,0.901468
33,-1,1.105386,0.407036,0.688429
33,1,1.389032,0.891566,0.717241
33,-1,1.234658,0.400636,0.2009
33,1,0.979124,0.216607,0.720588
33,1,0.981232,0.013678,0.690224
33,1,0.97551,1,0.513117
33,1,1.159711,0.201678,0.931391
33,1,1.397452,0.315824,0.604519
33,1,0.793028,0.992724,0.605819
33,1,0.81472,0.174913,0.795141
33,-1,0.995591,0.128894,0
34,1,0.679704,0,0.864797
34,1,0.44165,0,1
34,1,0.809173,0.085222,0.204118
34,-1,0.442445,0.877956,0.30166
34,-1,0.4621,0.428099,0.213304
34,-1,0.511064,0.488159,0.100183
34,1,0.708604,0.269701,0.381015
34,-1,1.724699,0.813764,0.72128
34,1,0.50279,0.004764,0.109424
34,1,0.791824,0.392832,0.595908
34,-1,0.491784,0.401128,0.095042
34,1,0.517891,0.080374,0.591349
34,1,0.695229,0.410475,0.4884
34,1,0.417818,0,0.29046
34,-1,0.822078,0.916307,0.576939
34,-1,0.639207,0.921865,0.505011
34,-1,0.512465,0.996428,0.412133
34,1,0.405707,0.19734,0.921543
34,1,0.39231,0.193819,0.724366
34,-1,0.611573,0.684266,0.615887
34,-1,0.576634,0.962863,0.589019
34,-1,0.571517,0.757978,0.592916
34,1,0.764701,0.809576,0.9109
34,-1,0.45241,0.472602,0.01288
34,1,0.644368,0.456957,0.78827
34,-1,0.49081,0.621793,0.312959
34,-1,0.555518,0.584442,0.221684
34,-1,0.625061,0.301929,0.086959
34,-1,0.44072,0.529571,0.307797
34,1,0.549819,0.515996,1
34,1,0.535518,0,0.674801
34,-1,0.544901,0.747138,0.452092
34,-1,0.445866,0.200945,0
34,1,0.444597,0.215201,1
34,1,0.509195,0.380658,0.688117
34,-1,0.517205,0.420865,0.000365
34,-1,0.438516,0.70783,0.103862
34,1,0.607833,0.902014,0.996105
34,1,0.435497,0.80797,1
34,-1,0.42506,0.626144,0
34,1,0.468883,0.306336,0.700079
34,-1,0.375094,0.756822,0.306559
34,1,0.502851,0.296003,0.981824
34,-1,0.759987,0.622111,0.494259
34,-1,0.37947,0.771197,0.017715
34,1,0.452328,0.124642,0.895688
34,1,0.49066,0.105828,0.988107
34,1,0.475247,0.392233,0.768664
34,1,0.426135,0.211777,0.817893
34,1,0.623348,0.161995,0.477743
34,1,0.462689,0.734254,1
34,-1,0.703622,0.713582,0.900373
34,1,0.695997,0.211399,0.293917
34,-1,0.616365,0.893233,0.419458
34,1,0.428829,0.088534,0.804678
35,1,0.684986,0.384831,0.586032
35,-1,0.736528,0.580661,0.674439
35,1,0.486053,0.118226,0.73385
35,1,0.667445,0.181444,0.29904
35,-1,0.507963,0.437729,0
35,1,0.464554,0.196095,0.685313
35,1,0.639878,0.48758,0.607886
35,-1,0.641343,0.46537,0.7985
35,-1,0.51985,0.291827,0.002614
35,-1,0.434833,0.727336,0
35,-1,0.67367,1,0.018606
35,1,0.777684,0.10529,1
35,1,0.733839,0.105802,0.405376
35,-1,0.687879,0.382733,0.320042
35,1,0.566989,0.289317,0.812253
35,-1,0.617675,0.910032,0.075701
35,1,2.383163,0.912191,0.680208
35,-1,0.602353,0.608301,0.218951
35,-1,0.539723,0.782747,0.210017
35,-1,1.468469,0.984026,0.286494
35,-1,0.526384,0.407625,0.204224
35,1,0.795595,0.482409,0.983378
35,1,0.617084,0.100541,0.312738
35,1,0.699813,0.403662,0.504407
35,1,0.619727,0.275482,0.909461
35,-1,1.147271,1,0.182614
35,-1,0.532404,0.591507,0.31389
35,-1,0.458624,0.897562,0
35,-1,0.395339,0.756929,0.107777
35,1,0.529121,0.19588,0.88289
35,1,2.502704,0.898749,0.810878
35,1,1.032452,0.004948,0.200419
35,1,0.54312,0.294852,0.662987
35,1,0.945106,0.475842,0.699212
35,-1,0.553679,0.466912,0
35,1,0.521347,0,0.795242
35,1,0.81916,0.966156,0.878334
35,-1,0.632854,0.502109,0.124824
35,1,1.183958,0.609062,0.927954
35,-1,0.433238,0.70934,0.38245
35,1,1.428453,1,0.790084
35,-1,0.750775,0.466957,0.202039
35,1,0.877444,0.6142,0.808839
35,-1,0.504095,0.90136,0.360578
35,-1,0.763075,0.714866,0.973647
35,1,0.585667,0.413932,0.783271
35,-1,0.968783,0.886166,0.489285
35,1,0.497559,0.296221,0.490573
35,-1,0.457089,0.610953,0.096106
35,-1,0.414543,0.63573,0.032424
35,-1,0.829787,0.603841,1
35,-1,0.741864,0.79865,0.70804
35,1,0.604167,0,0.083916
35,-1,0.586298,0.202607,0.079903
35,1,1.821639,0.399964,1
36,1,0.938124,0.408773,0.466835
36,-1,2.583937,0.621112,0.480035
36,1,0.333043,0,0.99347
36,-1,0.794776,0.695955,0.91869
36,-1,0.57946,0.982921,0.096976
36,-1,0.459237,0.878809,0.582439
36,1,0.731802,0.169082,1
36,1,0.440124,0.580709,1
36,1,0.455702,0.394706,0.891329
36,-1,0.569663,0.714006,0
36,1,0.329483,0.384196,0.588174
36,-1,0.431792,0.395596,0.102178
36,1,0.647529,0.493363,0.888073
36,1,0.509625,0.339971,1
36,1,0.485582,0.914005,1
36,-1,0.462276,1,0.511912
36,-1,0.361178,0.817298,0.325039
36,1,0.472669,0.413084,0.777346
36,-1,0.509602,0.382401,0.180774
36,-1,0.401796,0.670507,0.079541
36,1,0.568317,0.102225,0.198378
36,1,0.723073,0.554547,0.779347
36,-1,0.386425,0.810465,0.488699
36,-1,0.649983,0.074269,0.01645
36,-1,0.505568,0.46418,0.266785
36,-1,0.346755,0.704322,0.485572
36,1,0.365396,0.280668,0.920642
36,1,0.38817,0.181395,0.279971
36,1,0.371948,0.211122,0.482654
36,1,0.421603,0.098297,0.547058
36,1,0.400855,0.276903,0.617281
36,-1,0.355289,0.908603,0.225191
36,1,0.31022,0.378451,0.733091
36,1,0.354371,0,0.783181
36,-1,0.565964,0.292972,0.411365
36,-1,0.43662,0.636008,0.201711
36,1,0.345877,0.202442,0.687429
36,-1,0.307191,0.61093,0.112078
36,1,0.328353,0,0.59443
36,1,0.528431,0.687488,1
36,-1,0.413886,0.327588,0
36,1,0.4459,0.082457,0.885891
36,1,0.339801,0.019941,0.188756
36,-1,0.398625,0.673878,0.283717
36,1,0.374749,0.993147,0.768964
36,-1,0.872898,0.389931,0
36,1,0.846071,0.619025,0.711246
36,1,0.73851,0.37308,1
36,-1,0.670361,0.53442,0.009248
36,1,0.907015,0.890845,0.808712
36,1,0.767594,0.779566,0.699012
36,1,0.721522,0.104068,0.28841
36,1,0.395336,0.017911,0.918864
36,-1,0.424147,0.812722,0.179651
36,-1,0.420424,0.785601,0.108788
37,-1,1.511961,0.795713,0.926741
37,-1,1.213274,0.589348,0.205714
37,-1,1.59301,0.77972,0.30638
37,1,1.261723,0.200402,0.490124
37,1,2.244152,0.200861,0.665979
37,-1,1.370385,0.474133,0
37,-1,2.569661,0.61475,1
37,1,2.700156,0.202006,0.821769
37,-1,2.671897,0.177733,0.119444
37,-1,1.521428,0.478138,0.381285
37,1,1.156051,0.284867,0.608516
37,-1,1.25083,0.105743,0
37,-1,1.291784,0.618244,0.137141
37,-1,1.536947,0.595027,0.810319
37,-1,1.301056,0.281014,0.025245
37,1,1.329448,0.700111,0.601552
37,-1,1.300996,0.491632,0.115279
37,1,4.253235,0.197719,0.864338
37,1,1.561977,0.207185,0.416732
37,1,1.193963,0,0.879821
37,1,0.898013,0,0.717065
37,1,1.123647,1,0.484105
37,1,2.639273,0.098349,0.900671
37,-1,0.896257,0.806317,0
37,-1,2.133598,0.691922,0.324441
37,-1,1.868995,0.782438,0.107458
37,1,0.650523,0,0.637023
37,-1,0.800792,0.43318,0.117057
37,1,2.500391,0.374305,0.69902
37,1,1.238343,0.334366,0.489434
37,-1,1.116251,0.408777,0.329093
37,-1,0.71865,0.381789,0
37,-1,3.18973,0.375281,0.781684
37,1,1.228377,0.778129,0.511226
37,1,1.112343,0.996207,0.403347
37,-1,1.343169,0.984381,0.017729
37,1,1.175857,0.189943,0.305788
37,1,1.000714,0.905779,0.440741
37,1,2.42184,0.907467,0.308954
37,-1,1.144831,0.325382,0.086098
37,1,1.411598,0.284335,0.984929
37,1,1.241049,0.08322,0.667427
37,-1,1.275529,0.909195,0.982269
37,1,1.673528,0.922483,0.455627
37,1,3.728537,0.80006,0.691511
37,1,1.166279,0,0.202708
37,1,1.477626,0.726643,0.52931
37,-1,1.122668,0.689759,0.962303
37,1,1.006046,0.977726,0.786084
37,-1,4.111885,0.609749,0.364781
37,1,1.167241,0.902031,0.70303
37,-1,2.488257,1,0.202532
37,1,2.870608,0.62081,0.516611
37,1,1.556515,0.09126,1
37,1,1.240589,0.883679,0.622217
38,-1,1.179255,0.495683,0.087399
38,-1,1.40868,0.402294,0.077544
38,-1,1.586593,0.317755,0.208501
38,1,1.289149,0.025769,0.597249
38,1,1.106982,0.387496,0.471316
38,-1,0.723097,0.46156,0.283077
38,-1,1.17204,0.629698,0.300563
38,1,0.904371,0.680022,0.97273
38,1,0.688986,0.425324,0.623022
38,-1,1.101064,0.601616,1
38,-1,1.225637,0.974265,0.477271
38,-1,1.45599,0.866604,0.332035
38,1,0.8045,0.092782,0.300403
38,-1,1.399779,0.100718,0.004253
38,-1,0.834128,0.790241,0.298917
38,1,0.742533,0.398817,0.917302
38,-1,0.727486,0.42543,0.291369
38,-1,0.616592,0.409528,0.022425
38,-1,0.654646,0.486272,0.030718
38,1,1.084524,0.790186,0.913744
38,-1,1.576251,0.309209,1
38,1,0.977706,0.401402,0.817935
38,-1,1.424924,0.875337,0.183879
38,-1,1.231525,0.906895,0.498293
38,-1,0.873869,0.799369,0.207973
38,-1,1.131745,1,0
38,1,2.281826,0.123163,1
38,-1,0.839318,0.838745,0
38,1,1.335017,0.522738,0.739419
38,1,0.890878,0.593311,0.833889
38,-1,0.996681,0.69604,0.276423
38,1,0.787294,0.515956,0.77418
38,1,0.65768,0.116286,0.794232
38,-1,0.682872,0.627897,0.094572
38,1,0.928927,0.114305,0.198454
38,-1,0.593885,0.90677,0.093793
38,1,0.844992,0.989943,0.822523
38,-1,0.612533,0.682403,0.074901
38,-1,0.633699,0.574366,0.231887
38,1,1.140309,0.172793,0.393285
38,-1,1.229096,0.779697,0.701287
38,-1,1.264434,0.913228,0.034939
38,1,0.854747,0.928363,0.670522
38,1,1.114975,0.416909,0.974685
38,1,0.783427,0.901926,0.568092
38,-1,1.000513,0.494142,0.183025
38,1,0.859215,0.240625,0.695354
38,-1,1.001212,0.706931,0.404542
38,-1,0.821302,0.307302,0.013664
38,-1,0.566706,0.232359,0
38,1,0.683065,0,0.725793
38,-1,0.749964,0.181615,0.967276
38,-1,1.444952,0.682645,0.613935
38,-1,1.7828,0.514024,0.600666
38,-1,1.046461,0.867931,0.998663
39,-1,3.916222,1,0.674145
39,1,4.35977,0.29237,1
39,-1,3.153995,0.647536,0.866109
39,-1,4.510931,0.610108,0.01927
39,1,6.806312,0.481156,0.597544
39,1,3.239503,0,0.182297
39,1,2.38074,0.276684,0.488286
39,-1,3.304263,0.514769,0.760253
39,1,5.003987,0.213906,1
39,1,3.886337,0.012939,0.41767
39,-1,2.537967,0.299318,0.002242
39,1,4.571416,0.287537,0.893932
39,-1,2.640609,0.56868,0.981972
39,-1,1.225343,0.497273,0
39,1,2.536384,0.303572,0.410242
39,1,2.053075,0.713174,0.435729
39,-1,2.629092,0.4729,0.200132
39,1,3.755884,0.084455,1
39,-1,3.72074,0.193346,0.107727
39,1,1.606787,0.099584,0.378084
39,1,3.09464,0.976097,0.871535
39,1,7.063991,0.088499,0.863032
39,-1,2.950358,0.812706,0
39,1,2.627352,0.100928,0.605867
39,-1,2.914463,0.63252,0.299701
39,1,1.635432,0.911384,0.501907
39,-1,1.67447,0.784849,0.994235
39,1,1.833546,0.183296,0.57487
39,-1,1.913353,0.703482,0.187744
39,1,1.895515,0.878158,0.702824
39,-1,1.605605,0.424331,0.614384
39,1,2.117075,0.400787,0.506835
39,-1,2.225745,0.812635,0.674572
39,-1,1.38339,0.491774,0.098765
39,1,1.760643,0,0.072668
39,1,4.000389,0.696952,0.617322
39,1,4.825307,0.236016,0.283078
39,1,0.91022,0.108325,0.280603
39,-1,5.063944,0.820196,0.397174
39,1,1.869773,0.003244,0.989839
39,-1,1.879745,0.392247,0.911754
39,-1,2.188638,0.70427,0.094675
39,1,3.080454,0.175476,0.888843
39,-1,2.029514,0.867496,0
39,1,3.188526,0.318712,0.825866
39,-1,3.259562,0.98248,0.391808
39,-1,4.156279,0.768681,0.949699
39,1,1.842155,0.126857,0.781863
39,1,2.860334,0.202644,0.38644
39,1,1.038299,1,0.508087
39,1,1.495534,0.716812,0.523432
39,1,4.296289,0.281653,0.662853
39,1,1.93483,0.789529,0.594551
39,1,2.311178,0.205674,0.8313
39,1,1.337462,0,0.703466
40,-1,2.128883,0.978807,0.486744
40,1,1.572924,0.42924,0.904792
40,1,0.917692,0.500067,0.629366
40,-1,1.329583,0.794174,0.514189
40,1,1.012829,0.403557,0.586463
40,-1,1.996727,0.712916,0.90791
40,1,1.444823,1,0.892585
40,-1,1.596611,1,0.093895
40,-1,1.611342,0.919065,0.205202
40,1,0.969971,0.000781,0.706155
40,1,1.547304,0.980266,0.811553
40,-1,0.65875,0.791588,0
40,-1,1.880462,0.506306,0.100735
40,-1,1.155834,0.711026,0.787541
40,-1,0.874818,0.574114,0.919561
40,-1,0.447849,0.581402,0.264901
40,1,0.656064,0.202785,0.980562
40,-1,1.023219,0.193904,0.097722
40,1,0.67131,0.089519,0.375051
40,1,1.066934,0.37205,0.971311
40,1,0.592309,0.275629,0.806868
40,-1,0.722547,0.319319,0
40,1,0.495734,0.113705,0.922695
40,1,1.864115,0.287542,0.673107
40,1,0.622229,0.176268,0.419958
40,1,1.149583,0.994186,0.667257
40,1,1.705176,0.897633,0.820709
40,1,0.645036,0,0.089447
40,-1,0.860806,0.661154,0.414739
40,1,0.640129,0.179868,0.471939
40,-1,1.115595,0.988921,0
40,1,0.639202,0.295482,0.499137
40,1,1.228902,0.619654,0.815911
40,1,0.61715,0.264604,0.436992
40,-1,0.827656,0.901856,0.310231
40,-1,1.19964,0.64393,0.950501
40,1,0.635408,0.088561,0.79551
40,-1,0.559732,0.619495,0.18346
40,-1,0.640819,0.971778,0.324546
40,1,0.478605,0.012439,0.511146
40,1,0.857456,0.478198,0.702303
40,1,0.609241,0.232379,0.285063
40,-1,1.146079,0.698175,0.204054
40,-1,0.602207,0.778948,0.420491
40,-1,0.901173,0.48333,0.386103
40,-1,0.791116,0.193613,0
40,1,0.561493,0.115953,0.294999
40,1,0.851728,0.186948,0.816189
40,-1,2.924479,0.591372,0.714326
40,1,1.095998,0.911679,0.466429
40,1,0.93326,0.005457,0.923489
40,1,0.788987,0.418563,0.013607
40,-1,1.053193,0.592438,0.025489
40,-1,0.891842,0.596744,0.095256
40,1,0.978385,0.12464,0.717333
41,1,1.061927,0.313,1
41,1,1.550725,0.066925,0.991272
41,1,2.243122,0,0.10527
41,1,2.701412,0.565348,0.696868
