nObserver,ch,RT,duration1,duration2,accuracy
32,1,5.476358,1.75,1.25,0
32,1,2.436154,0.25,1,1
32,1,6.928586,3,2.25,0
32,-1,6.553098,2.75,2.25,1
32,-1,5.349733,2,1.75,1
32,1,2.823558,0.25,0.75,1
32,-1,5.555246,1.75,2.25,0
32,1,4.075045,1.25,2,1
32,1,5.526524,2.5,1.75,0
32,-1,3.058613,1,0.75,1
32,1,6.284564,2.5,2.25,0
32,1,6.682957,0.75,1.25,1
32,-1,4.009591,1.5,0.75,1
32,-1,1.82414,0.5,0.25,1
32,1,7.677422,1.75,2.5,1
32,-1,3.587849,0.25,0.5,0
32,1,6.187471,2.25,1.75,0
32,1,4.060638,1.25,1.75,1
32,-1,3.139639,1,0.75,1
32,1,4.77548,1.75,2,1
32,1,4.046068,1.25,1.5,1
32,-1,6.722374,3,2.25,1
32,1,5.884245,2.75,2.25,0
32,-1,4.001635,1.5,0.75,1
32,1,4.154073,1.25,2,1
32,1,6.807731,2.25,2.5,1
32,-1,2.604201,1,0.25,1
32,-1,2.494587,0.75,0.25,1
32,1,3.060409,1.25,0.75,0
33,-1,4.145452,0.25,0.5,0
33,-1,5.236002,1.25,0.75,1
33,1,6.498619,2.25,2.5,1
33,1,6.452146,1.75,2.25,1
33,1,3.377054,0.75,1,1
33,1,4.036796,1.25,1.5,1
33,1,5.630694,1.75,2.5,1
33,-1,7.265592,2,1.75,1
33,1,8.854794,3,2.25,0
33,-1,6.368746,2.75,2.25,1
33,1,5.204888,1.25,1.75,1
33,1,3.185906,0.75,1.5,1
33,1,2.107108,0.25,1,1
33,-1,2.711217,0.75,0.25,1
33,-1,4.435354,2,1.25,1
33,-1,6.303954,2.5,2.25,1
33,-1,6.805977,2.5,1.75,1
33,-1,6.475296,2.75,2.25,1
33,-1,5.941143,2,1.25,1
33,-1,3.978966,1.25,0.75,1
33,-1,2.270083,0.5,0.25,1
33,-1,2.467708,0.75,0.25,1
33,-1,5.186452,1.5,1.25,1
33,-1,4.148348,1.5,0.75,1
33,1,6.800384,2.25,3,1
33,-1,5.453054,2.25,1.75,1
33,-1,2.8296,1,0.25,1
33,1,5.012721,1.75,2,1
33,-1,4.661723,1.75,1.25,1
33,-1,3.611571,1,0.75,1
33,-1,5.309662,1.75,1.25,1
33,-1,5.086797,2,1.25,1
33,1,3.455848,0.25,1,1
33,-1,5.958202,2.5,2.25,1
33,-1,6.496488,2.75,2.25,1
33,-1,2.312115,0.5,0.25,1
33,-1,3.731848,1.5,0.75,1
33,1,3.025876,0.75,1.25,1
33,-1,2.9248,0.75,0.25,1
33,-1,4.482529,1.25,1.5,0
33,-1,5.006989,2,1.75,1
33,-1,7.858698,2.25,1.75,1
33,-1,6.112598,2.5,1.75,1
33,1,6.25609,3,2.25,0
33,-1,2.883891,1,0.75,1
33,-1,6.390066,2.75,2.25,1
33,1,2.154791,0.25,1,1
33,1,4.873973,1.75,2,1
33,1,3.592551,1.25,1.5,1
33,1,4.283366,2,1.25,0
33,1,3.077916,0.75,1.25,1
33,1,3.066942,0.75,1.5,1
33,1,6.123462,2.25,3,1
33,1,1.992589,0.25,0.5,1
33,1,5.424602,1.75,2.25,1
33,1,5.852254,1.75,2.5,1
33,1,5.890312,2.25,2.5,1
33,1,2.330853,0.75,1,1
33,-1,5.995078,0.75,0.25,1
33,-1,4.735147,1.75,1.25,1
33,-1,2.101767,0.25,0.75,0
33,1,5.713363,2.25,2.5,1
33,-1,2.81955,0.75,1.25,0
33,-1,1.853059,0.5,0.25,1
33,-1,4.069409,2,1.25,1
33,1,3.169868,0.75,1.5,1
33,-1,2.448052,1,0.25,1
33,1,5.036229,1.75,2.25,1
33,1,5.368956,1.75,1.25,0
33,-1,3.216445,1,0.75,1
33,1,5.224202,1.75,2.5,1
33,-1,7.022299,2.25,3,0
33,-1,3.848479,1.25,1.5,0
33,-1,5.361328,2,1.75,1
33,-1,5.907171,2.25,2.75,0
33,1,3.334093,0.75,1.25,1
33,1,2.025901,0.25,0.5,1
33,1,5.899687,2.25,2.5,1
33,-1,2.029348,0.75,0.25,1
33,-1,10.291844,2.25,3,0
33,1,5.352892,2.25,1.75,0
33,1,3.629954,1.25,1.5,1
33,-1,3.385653,1,0.25,1
33,-1,4.657267,1.25,1.75,0
33,-1,2.530677,1,0.75,1
33,1,4.116902,1.25,2,1
33,-1,3.021216,1.5,0.75,1
33,1,5.951573,2.75,2.25,0
33,-1,5.368163,2,1.75,1
33,-1,5.046805,1.75,2.5,0
34,-1,3.930223,1.5,0.75,1
34,-1,4.519295,1.5,1.25,1
34,1,4.108151,1.25,1.75,1
34,-1,7.921285,3,2.25,1
34,1,2.068326,0.25,0.75,1
34,1,4.885085,1.75,2,1
34,1,2.836223,0.75,1,1
34,1,5.270296,1.75,2.5,1
34,-1,7.591245,2.25,1.75,1
34,1,8.710586,2.25,2.75,1
34,1,5.893101,2.5,2.25,0
34,1,4.61,1.25,2,1
34,1,3.010113,0.75,1.25,1
34,1,1.738076,0.25,0.5,1
34,1,2.04795,0.25,1,1
34,-1,3.550931,1,0.75,1
34,-1,6.460929,2.75,2.25,1
34,1,4.189891,1.25,1.75,1
34,-1,2.854669,1,0.25,1
34,-1,3.53418,1.25,0.75,1
34,1,3.288602,0.75,1.5,1
34,-1,6.441372,2.5,2.25,1
34,1,5.81108,1.75,2,1
34,-1,6.751341,3,2.25,1
34,-1,6.025925,2,1.25,1
34,1,1.917452,0.25,0.75,1
34,-1,2.501532,0.5,0.25,1
34,-1,6.05263,2.25,1.75,1
34,1,5.391407,1.75,2.5,1
34,1,3.949139,1.25,1.5,1
34,1,9.049686,2.5,2.25,0
34,1,1.839023,0.25,0.75,1
34,1,5.939678,2.25,2.75,1
34,-1,7.97112,3,2.25,1
34,1,1.568593,0.25,0.5,1
34,1,5.153854,1.25,1.5,1
34,-1,6.256654,2.5,1.75,1
34,1,3.308132,0.75,1.5,1
34,-1,2.842947,1,0.25,1
34,1,5.219781,1.75,2.25,1
34,1,4.482864,1.25,2,1
34,1,4.877426,1.75,2,1
34,1,4.249552,1.25,1.75,1
34,1,2.815294,0.75,1,1
34,1,3.495764,0.75,1.25,1
34,-1,5.924497,2.5,1.75,1
34,-1,4.799577,0.5,0.25,1
34,1,2.082497,0.25,1,1
34,-1,6.824425,3,2.25,1
34,1,5.235992,1.75,2.25,1
34,1,5.905774,2.25,2.5,1
34,-1,5.486159,1.5,1.25,1
34,-1,6.193591,2.75,2.25,1
34,1,4.666897,1.25,2,1
34,-1,3.386744,1,0.75,1
34,1,4.570982,1.5,0.75,0
34,1,2.98809,0.75,1.25,1
34,1,4.907963,1.75,2,1
34,-1,2.76659,0.75,0.25,1
34,1,4.666259,1.25,1.75,1
34,1,3.031095,0.75,1,1
34,-1,7.188972,2.75,2.25,1
34,-1,3.743109,1,0.25,1
34,1,1.843775,0.25,0.5,1
34,1,7.375877,2,1.75,0
34,-1,7.206603,3,2.25,1
34,1,6.09209,2.25,2.5,1
34,-1,3.089814,0.75,0.25,1
34,-1,4.344396,1.5,0.75,1
34,-1,5.436439,2.25,1.75,1
34,1,4.394572,1.25,2,1
34,1,5.19398,1.75,2.5,1
34,1,4.141709,1.25,1.5,1
34,-1,3.570416,1.25,0.75,1
34,1,6.953386,1.75,1.25,0
34,-1,6.773947,2.75,2.25,1
34,-1,6.749281,2.5,2.25,1
34,-1,7.058246,1.25,1.5,0
34,1,3.275159,0.75,1,1
34,-1,3.80959,1.5,0.75,1
34,1,3.391155,0.75,1.25,1
34,-1,4.621589,1.75,1.25,1
34,1,6.296953,2.25,3,1
34,1,1.571376,0.25,0.5,1
34,-1,5.811268,2.25,1.75,1
34,1,4.857137,1.25,2,1
34,1,5.476559,1.75,2.5,1
34,-1,2.665265,0.75,0.25,1
34,-1,6.193679,2,1.75,1
34,-1,2.881689,1,0.25,1
35,1,4.537482,1.25,2,1
35,1,3.24713,0.75,1.25,1
35,-1,3.749902,1,0.75,1
35,1,5.169328,1.75,2,1
35,1,3.073066,0.75,1.5,1
35,-1,5.96348,2.5,1.75,1
35,-1,2.560638,0.75,0.25,1
35,1,6.03553,2.25,2.75,1
35,1,5.940994,1.75,1.25,0
35,1,6.38215,2.25,3,1
35,-1,2.519625,1,0.25,1
35,1,5.593273,2.5,2.25,0
35,1,6.188294,1.25,1.5,1
35,-1,5.10959,2.25,1.75,1
35,1,2.092521,0.25,0.5,1
35,1,2.880225,0.75,1.25,1
35,-1,2.634456,1,0.25,1
35,1,2.654064,1,0.75,0
35,1,2.027844,0.25,0.75,1
35,-1,3.670677,1.5,0.75,1
35,-1,5.451877,2.5,1.75,1
35,-1,2.384112,0.5,0.25,1
35,-1,5.287658,2.25,1.75,1
35,1,4.000967,1.25,2,1
35,-1,6.574659,3,2.25,1
35,1,6.044845,2.25,2.5,1
35,-1,4.40927,1.5,1.25,1
35,1,4.676346,2,1.75,0
35,-1,4.208201,1.75,1.25,1
35,1,8.093109,2.25,2.75,1
35,1,3.764633,0.25,0.5,1
35,-1,3.02955,1,0.75,1
35,-1,2.221713,0.75,0.25,1
35,1,6.079989,2.25,3,1
35,1,5.719991,1.75,2.5,1
35,-1,5.831871,2.25,2.5,0
35,1,3.844863,1.25,1.75,1
35,-1,2.658921,1,0.25,1
35,-1,6.038863,2.25,2.75,0
35,-1,4.293172,2,1.25,1
35,1,3.079634,0.75,1.5,1
35,1,2.80423,0.75,1.25,1
35,1,3.7131,1.25,1.5,1
35,1,4.591344,1.75,2,1
35,-1,5.081202,2.25,1.75,1
35,-1,3.244558,1.25,0.75,1
35,-1,3.187411,1.5,0.75,1
35,-1,3.824708,1.25,1.5,0
35,-1,2.059372,0.25,0.75,0
35,-1,2.862463,1,0.75,1
35,1,4.810846,1.75,2.25,1
35,-1,4.117039,1.75,1.25,1
35,1,5.840209,2.25,2.5,1
35,-1,6.544182,3,2.25,1
35,-1,4.408887,2,1.25,1
35,-1,1.889403,0.5,0.25,1
35,1,4.645553,1.75,2,1
35,-1,6.030719,2.75,2.25,1
35,-1,2.406751,1,0.25,1
35,1,5.018165,1.75,2.5,1
35,-1,2.380003,0.75,0.25,1
35,1,2.763459,0.75,1.25,1
35,1,5.461956,1.75,2.25,1
35,-1,3.861963,1.5,1.25,1
35,-1,5.784724,2.5,2.25,1
35,1,4.650053,1.25,2,1
35,1,4.171698,1.25,1.75,1
35,1,3.072367,0.75,1.5,1
35,1,5.207491,2.5,1.75,0
35,1,4.710366,2,1.75,0
35,1,2.182902,0.25,0.5,1
35,-1,2.717983,1,0.75,1
35,-1,6.207588,3,2.25,1
35,-1,2.36222,1,0.25,1
35,1,5.810321,2.25,2.75,1
35,1,6.497818,2.25,2.5,1
35,-1,4.729192,1.75,1.25,1
35,-1,6.208917,3,2.25,1
35,1,5.158293,1.75,2.5,1
35,-1,8.705627,2.75,2.25,1
35,-1,2.982211,1.25,0.75,1
35,-1,3.158332,1,0.75,1
35,1,1.805243,0.25,0.75,1
35,-1,4.559609,2,1.25,1
35,-1,6.55896,2.25,1.75,1
35,-1,2.233073,0.5,0.25,1
35,1,4.532023,1.75,2,1
35,1,3.057474,0.75,1.5,1
35,-1,3.891808,1.5,1.25,1
35,1,2.09686,0.25,1,1
36,-1,5.87482,2.5,1.75,1
36,1,3.248731,0.75,1.25,1
36,1,5.595849,2.25,2.75,1
36,1,9.68023,1.25,2,1
36,1,3.544851,1.25,1.5,1
36,-1,6.124064,3,2.25,1
36,1,4.556036,1.75,2,1
36,-1,3.151619,1,0.25,1
36,1,5.592938,2.5,2.25,0
36,-1,2.191732,0.5,0.25,1
36,1,4.849711,2.25,1.75,0
36,1,4.26115,0.75,1.5,1
36,1,2.623943,0.75,0.25,0
36,-1,4.118364,1.75,1.25,1
36,1,3.196276,1,0.75,0
36,1,5.89983,2.75,2.25,0
36,1,5.55188,2.25,2.5,1
36,-1,2.916586,1,0.75,1
36,1,4.857933,2,1.75,0
36,1,2.126335,0.25,0.75,1
36,1,3.69781,0.75,1.5,1
36,-1,5.230083,2,1.25,1
36,1,2.016887,0.25,1,1
36,1,4.056945,1.25,1.5,1
36,1,2.76523,0.75,1.25,1
36,-1,5.066309,2.5,1.75,1
36,-1,3.874773,1.75,1.25,1
36,1,6.044619,3,2.25,0
36,-1,1.766714,0.25,0.5,0
36,1,5.049705,1.75,2.25,1
36,1,6.030361,2.25,2.75,1
36,-1,2.438739,1,0.25,1
36,-1,6.044958,3,2.25,1
36,1,2.056294,0.25,0.75,1
36,1,2.512919,0.75,1,1
36,1,2.02246,0.5,0.25,0
36,-1,4.817162,2,1.75,1
36,-1,4.031078,1.25,1.75,0
36,-1,4.135597,2,1.25,1
36,1,5.04576,1.75,2.25,1
36,1,5.231837,1.75,2.5,1
36,1,5.9686,2.25,2.5,1
36,1,3.596356,1.25,1.5,1
36,1,2.914415,0.75,1.25,1
36,-1,3.109584,1.5,0.75,1
36,1,6.029774,2.25,3,1
36,1,3.680243,1.5,0.75,0
36,-1,2.345656,1,0.25,1
36,1,5.764766,2.75,2.25,0
36,-1,5.339934,2.5,1.75,1
36,1,4.97252,2.25,1.75,0
36,-1,2.182053,0.75,0.25,1
36,-1,3.938627,1.25,1.5,0
36,1,3.760236,1.25,1.75,1
36,1,2.289791,0.25,0.5,1
36,1,4.054281,1.25,2,1
36,1,3.58359,1.25,0.75,0
36,1,5.702451,2.25,2.5,1
36,-1,4.549835,2,1.75,1
36,1,2.665206,0.75,1,1
36,-1,6.148051,3,2.25,1
36,-1,3.045695,1,0.25,1
36,1,1.718378,0.5,0.25,0
36,-1,5.930781,2.25,2.5,0
36,1,3.780841,1.25,1.75,1
36,1,4.867199,2.25,1.75,0
36,1,4.253185,1.25,2,1
36,-1,3.375525,1.5,0.75,1
36,1,2.74898,0.75,1.25,1
36,-1,5.354593,2.5,1.75,1
36,1,3.609542,1.25,1.5,1
36,1,4.627746,1.75,2,1
36,1,3.016031,0.75,1,1
36,-1,5.814391,2.75,2.25,1
36,1,1.860306,0.25,0.75,1
36,1,1.582099,0.25,0.5,1
36,-1,2.608834,1,0.25,1
36,1,2.761306,0.75,1.25,1
36,-1,4.212281,1.25,2,0
36,-1,6.858432,2.75,2.25,1
36,1,5.945334,2.25,3,1
36,-1,6.018094,2.5,2.25,1
36,1,4.780221,1.75,2.25,1
36,1,1.781214,0.25,0.75,1
36,-1,4.897955,1.25,1.75,0
36,1,2.240704,0.75,1,1
36,1,3.620662,1.5,1.25,0
36,-1,2.988742,1.5,0.75,1
36,-1,5.002233,2.5,1.75,1
36,1,4.510364,1.75,2,1
37,-1,5.328907,2.25,1.75,1
37,1,3.880988,1.25,1.5,1
37,1,6.628976,2.25,3,1
37,-1,4.509805,2,1.25,1
37,1,5.397132,1.75,2.5,1
37,-1,5.121979,1.5,0.75,1
37,1,2.184786,0.25,0.75,1
37,-1,6.908404,2.25,2.5,0
37,1,6.208417,1.25,1.75,1
37,1,4.871005,1.75,2,1
37,1,2.983563,0.75,1,1
37,-1,3.344228,1.25,0.75,1
37,1,2.116942,0.25,1,1
37,-1,6.674012,2.75,2.25,1
37,-1,2.024061,0.5,0.25,1
37,1,6.855034,2.75,2.25,0
37,1,3.263502,0.75,1.25,1
37,-1,5.128327,1.75,2,0
37,1,2.975956,0.75,1,1
37,1,6.217513,2.5,2.25,0
37,-1,6.648977,3,2.25,1
37,1,2.128106,0.25,0.75,1
37,-1,5.460404,2.5,1.75,1
37,1,4.246463,1.25,1.5,1
37,1,3.974689,1.25,1.75,1
37,1,3.203617,0.75,1.5,1
37,1,5.076334,1.75,2.25,1
37,-1,2.528708,0.5,0.25,1
37,1,4.405583,1.25,2,1
37,-1,2.565405,1,0.25,1
37,1,6.124588,3,2.25,0
37,1,2.723646,0.75,1,1
37,-1,2.011509,0.5,0.25,1
37,1,5.61709,2.25,2.5,1
37,1,4.816676,2,1.75,0
37,-1,2.33005,1,0.25,1
37,-1,4.849741,1.5,1.25,1
37,1,4.148487,1.25,2,1
37,1,5.886806,2.25,2.75,1
37,-1,4.533294,1.75,1.25,1
37,-1,2.154261,0.75,0.25,1
37,1,2.933861,0.75,1.25,1
37,-1,5.118277,2.25,1.75,1
37,-1,3.426581,1.5,0.75,1
37,1,5.142911,1.75,2.5,1
37,1,4.977429,1.75,2,1
37,1,4.039485,0.75,1.25,1
37,-1,3.869684,1.5,1.25,1
37,-1,4.150101,1.75,1.25,1
37,1,1.925987,0.25,0.75,1
37,1,1.897529,0.25,0.5,1
37,1,7.522899,2.25,2.75,1
37,-1,4.958448,2.25,1.75,1
37,-1,3.394876,1.5,0.75,1
37,1,3.733876,1,0.75,0
37,1,2.135368,0.25,1,1
37,1,6.160176,2.25,3,1
37,-1,4.251918,2,1.25,1
37,1,5.443553,1.75,2.5,1
37,1,5.676073,2.25,2.5,1
37,1,3.939919,1.25,1.5,1
37,-1,5.820603,2.5,2.25,1
37,-1,4.521524,2,1.25,1
37,1,2.822502,0.75,1.25,1
37,-1,3.110076,1,0.75,1
37,1,4.772269,2,1.75,0
37,1,3.049328,0.75,1.5,1
37,1,4.02241,1.25,1.75,1
37,1,5.920062,2.75,2.25,0
37,-1,1.767452,0.5,0.25,1
37,-1,5.966536,1.75,2.5,0
37,-1,5.025372,2.25,1.75,1
37,-1,2.030699,0.75,0.25,1
37,-1,6.81352,3,2.25,1
37,-1,2.370764,1,0.25,1
37,1,4.576911,1.75,2,1
37,-1,4.580001,2,1.25,1
37,1,1.772476,0.25,0.5,1
37,1,5.605112,2.25,2.5,1
37,1,3.123815,0.75,1.25,1
37,1,3.16639,0.75,1.5,1
37,-1,4.682507,1.25,1.5,0
37,-1,5.602577,2.25,1.75,1
37,-1,5.351004,2.5,1.75,1
37,-1,7.287865,3,2.25,1
37,1,1.837371,0.25,0.75,1
37,-1,6.288121,2.75,2.25,1
37,-1,2.915014,1,0.75,1
37,-1,2.384443,1,0.25,1
37,-1,4.182763,1.75,1.25,1
38,1,4.949368,1.25,2,1
38,-1,5.234519,1.25,1.5,0
38,-1,7.298773,3,2.25,1
38,1,3.25621,1,0.25,0
38,-1,5.023206,1.75,2,0
38,1,6.00009,2.5,2.25,0
38,-1,3.498507,0.25,0.5,0
38,-1,4.143432,1.25,0.75,1
38,1,5.920768,2.25,2.75,1
38,-1,4.329623,1.75,1.25,1
38,-1,3.071064,0.75,1.5,0
38,-1,5.556575,1.75,2.5,0
38,1,5.012424,1.75,2.25,1
38,-1,3.899343,0.75,0.25,1
38,-1,3.287077,0.75,1,0
38,1,4.993558,0.75,1,1
38,1,5.860961,2.75,2.25,0
38,1,3.542036,1.5,1.25,0
38,-1,2.135049,0.75,0.25,1
38,1,6.873419,2.25,2.5,1
38,1,4.652123,1.5,0.75,0
38,-1,7.08309,2.25,1.75,1
38,1,2.452984,0.5,0.25,0
38,-1,6.139351,2,1.75,1
38,1,3.345358,0.75,1.25,1
38,1,3.806928,1,0.25,0
38,-1,5.44415,1.75,1.25,1
38,1,4.128838,2,1.25,0
38,-1,4.799973,1.75,2.5,0
38,1,6.039156,2.25,3,1
38,-1,5.116986,1.25,1.5,0
38,1,8.88149,1.75,2.5,1
38,1,4.758765,2,1.75,0
38,-1,2.557649,0.75,1,0
38,1,1.826531,0.5,0.25,0
38,1,1.988678,0.75,0.25,0
38,1,5.888941,3,2.25,0
38,1,4.383546,0.75,1.5,1
38,-1,4.968577,1.75,2.25,0
38,-1,5.753142,2.25,2.5,0
38,-1,3.146063,0.25,1,0
38,1,4.523336,1.25,2,1
38,-1,7.325518,1.75,1.25,1
38,1,6.523779,2.75,2.25,0
38,1,3.374025,0.75,1.25,1
38,1,3.03068,1.25,0.75,0
38,-1,5.864098,2.25,2.75,0
38,1,6.166414,2.25,3,1
38,-1,2.162886,0.5,0.25,1
38,1,2.948658,1.5,0.75,0
38,1,9.896892,2,1.25,0
38,1,2.212853,0.75,0.25,0
38,-1,4.727617,2,1.75,1
38,1,5.292557,1.75,2.5,1
38,1,5.646882,1.75,2.25,1
38,-1,2.691198,1,0.25,1
38,-1,8.244417,2.25,2.5,0
38,1,3.783406,1.25,1.5,1
38,-1,3.458877,0.75,1,0
38,1,4.851253,1.75,1.25,0
38,-1,8.998964,1.25,1.75,0
38,1,5.303429,2.25,1.75,0
38,1,3.699809,0.75,1,1
38,-1,2.156638,1,0.25,1
38,1,2.10085,0.5,0.25,0
38,1,6.44995,2.25,2.5,1
38,-1,6.021514,1.75,2,0
38,1,3.866597,0.25,0.75,1
38,-1,5.583101,1.25,1.5,0
38,-1,3.898281,1.5,0.75,1
38,1,5.454051,1.75,2.5,1
38,1,9.458979,1.25,0.75,0
38,1,8.933548,2.75,2.25,0
38,1,6.390016,2.25,3,1
38,-1,4.76627,2,1.25,1
38,1,2.317293,0.75,1,1
38,1,3.967155,0.75,1.25,1
38,-1,5.304016,1.75,2.5,0
38,1,1.880421,0.5,0.25,0
38,-1,5.856247,2.75,2.25,1
38,-1,4.815969,1.75,2,0
38,1,7.567965,3,2.25,0
38,1,4.710317,1.25,2,1
38,-1,2.594396,1,0.25,1
38,1,8.093529,2.5,2.25,0
38,-1,5.100926,2.25,1.75,1
38,1,4.367925,1.25,1.75,1
38,1,5.353639,1.25,1.5,1
38,1,6.695722,0.75,1.5,1
38,-1,2.056588,0.25,0.75,0
39,1,7.261184,2.25,2.5,1
39,1,3.239138,0.75,1.25,1
39,1,2.20393,0.25,0.5,1
39,1,5.199517,1.75,2.5,1
39,1,3.16027,0.75,1,1
39,1,3.879854,1.25,1.5,1
39,1,8.429356,2,1.25,0
39,1,5.28646,1.25,1.75,1
39,-1,6.645146,2.25,1.75,1
39,1,6.847967,2.25,3,1
39,1,2.405147,0.25,1,1
39,1,5.945254,2.25,2.75,1
39,-1,3.097158,0.75,0.25,1
39,1,4.643622,1.75,2,1
39,-1,5.20187,1.5,0.75,1
39,-1,9.579959,2,1.75,1
39,1,6.413897,0.5,0.25,0
39,-1,6.18757,1.5,0.75,1
39,1,4.95804,1.25,1.5,1
39,1,6.542202,2.25,2.75,1
39,1,7.232264,2.5,1.75,0
39,-1,7.28786,2.5,2.25,1
39,-1,3.75549,0.75,0.25,1
39,-1,5.328543,2,1.25,1
39,-1,4.951949,1.75,1.25,1
39,1,4.94353,1.75,2.25,1
39,-1,8.383391,3,2.25,1
39,-1,4.077369,1,0.25,1
39,1,3.017869,0.75,1.25,1
39,1,2.62621,0.75,1,1
39,-1,5.332763,1.75,1.25,1
39,1,8.113662,2,1.25,0
39,1,3.208418,0.75,1.25,1
39,1,5.730965,2.25,2.5,1
39,-1,3.330417,0.5,0.25,1
39,-1,4.470842,1,0.25,1
39,-1,6.400487,2.25,1.75,1
39,1,6.401785,2.25,2.75,1
39,1,4.53554,1,0.75,0
39,-1,7.879212,3,2.25,1
39,1,3.259614,1.25,1.5,1
39,1,4.742118,2,1.75,0
39,1,5.393541,2.5,1.75,0
39,1,4.618463,0.75,1.5,1
39,1,6.780067,0.75,0.25,0
39,-1,5.930018,1.75,1.25,1
39,1,1.839255,0.25,0.5,1
39,1,5.216117,1.75,2.5,1
39,-1,7.474727,3,2.25,1
39,1,5.395507,1.75,2,1
39,-1,3.815395,1,0.25,1
39,1,6.347552,2.25,2.75,1
39,1,4.374735,1.25,2,1
39,1,4.060954,1.25,1.5,1
39,1,5.642733,2.25,2.5,1
39,1,4.172855,0.75,1.25,1
39,1,5.418521,0.25,0.75,1
39,1,4.924297,1.75,2.25,1
39,1,3.175494,0.75,1.5,1
39,1,3.268087,0.75,1,1
39,1,3.484663,0.75,1.5,1
39,1,6.143758,1.5,1.25,0
39,-1,9.023833,2.5,1.75,1
39,1,1.858248,0.25,0.5,1
39,-1,6.351948,1,0.75,1
39,-1,6.699615,2.5,2.25,1
39,-1,5.088583,2,1.25,1
39,1,5.000368,1.75,2,1
39,1,2.552298,0.25,1,1
39,1,8.525311,2.25,2.75,1
39,1,4.970718,1.75,2.25,1
39,-1,7.062408,3,2.25,1
39,-1,5.941951,1.75,1.25,1
39,1,4.568339,1.25,0.75,0
39,1,3.506276,0.75,0.25,0
39,-1,12.904143,0.75,1,0
39,-1,6.356973,2.5,1.75,1
39,-1,3.219565,1,0.25,1
39,1,5.268571,2,1.75,0
39,-1,5.839168,0.5,0.25,1
39,1,5.449572,1.25,1.75,1
39,1,5.947525,2.25,2.75,1
39,1,4.667401,1.25,2,1
39,1,3.700201,0.75,1.25,1
39,-1,6.461191,0.75,1.5,0
39,1,3.623991,1.25,1.5,1
39,1,6.753149,2.25,3,1
39,1,6.428255,2.25,2.5,1
39,1,2.1131,0.25,0.75,1
39,1,5.620851,1.75,2.25,1
40,-1,2.401789,0.75,0.25,1
40,1,1.890114,0.25,0.5,1
40,1,3.951265,1.25,1.75,1
40,1,2.957338,0.75,1.25,1
40,1,5.414125,1.75,2.25,1
40,-1,4.310302,2,1.25,1
40,1,2.530829,0.25,1,1
40,-1,6.711993,2.75,2.25,1
40,-1,3.889659,1.5,1.25,1
40,1,2.678067,0.75,1,1
40,1,3.379179,0.75,1.5,1
40,1,6.129858,2.25,3,1
40,1,5.854058,2.25,2.5,1
40,-1,5.924871,2.5,1.75,1
40,1,5.274956,1.75,2,1
40,1,5.954968,2.25,2.75,1
40,-1,2.274435,0.75,0.25,1
40,1,2.050938,0.25,1,1
40,1,4.964239,1.75,2.25,1
40,-1,3.549232,1.5,0.75,1
40,1,5.706968,2.5,2.25,0
40,-1,5.599228,1.5,1.25,1
40,-1,4.344609,1.75,1.25,1
40,1,3.511169,0.75,1,1
40,1,2.072562,0.25,0.5,1
40,1,5.103807,1.75,2.5,1
40,1,4.907821,2,1.75,0
40,1,3.316623,0.75,1.25,1
40,-1,6.53,3,2.25,1
40,1,4.171465,1.25,2,1
40,1,5.945138,2.25,2.75,1
40,1,5.435483,2.25,1.75,0
40,1,4.946783,2,1.75,0
40,-1,6.238976,2.5,1.75,1
40,-1,2.417326,0.75,0.25,1
40,1,5.675644,2.5,2.25,0
40,1,4.307473,1.75,1.25,0
40,1,3.144531,1.25,0.75,0
40,1,2.069351,0.25,1,1
40,-1,2.059035,0.5,0.25,1
40,-1,4.216353,2,1.25,1
40,1,2.823024,0.75,1,1
40,-1,3.947678,1.5,1.25,1
40,-1,3.369563,1.5,0.75,1
40,1,6.289573,2.25,3,1
40,1,5.612033,2.25,2.5,1
40,-1,3.119858,1.25,0.75,1
40,1,5.862981,2.25,2.75,1
40,-1,6.37568,3,2.25,1
40,-1,2.600648,1,0.25,1
40,-1,2.77942,0.5,0.25,1
40,1,5.599783,2,1.75,0
40,1,5.246914,1.75,2.5,1
40,1,6.05846,2.25,1.75,0
40,1,6.49114,1.25,1.75,1
40,1,4.491311,1.25,1.5,1
40,-1,3.368693,1.5,0.75,1
40,-1,2.280296,0.75,0.25,1
40,1,3.154945,0.75,1,1
40,1,4.025607,1.25,2,1
40,1,2.804911,0.75,1,1
40,1,2.760377,0.25,0.75,1
40,1,2.095826,0.5,0.25,0
40,1,2.99369,0.25,1,1
40,-1,5.383828,2.5,1.75,1
40,-1,3.553356,1.5,0.75,1
40,1,2.842691,0.75,1.25,1
40,1,5.184777,2.25,1.75,0
40,-1,4.278784,1.75,1.25,1
40,-1,4.238285,2,1.25,1
40,1,6.247684,2.25,2.5,1
40,-1,5.01989,2,1.75,1
40,1,6.523993,2.75,2.25,0
40,1,6.238099,2.25,3,1
40,-1,4.338986,1.25,1.5,0
40,1,4.817285,1.75,2,1
40,1,4.840392,1.75,2.25,1
40,1,5.30514,1.75,2.5,1
40,-1,5.707896,0.75,0.25,1
40,1,4.419669,1.25,1.5,1
40,1,5.671518,2.5,2.25,0
40,1,3.099928,0.75,1.5,1
40,-1,6.547954,2.75,2.25,1
40,1,3.922026,0.25,0.5,1
40,-1,4.435447,2,1.25,1
