nObserver,ch,RT,duration1,duration2,accuracy
1,1,6.203004,2.25,3,1
1,1,5.673194,2.25,2.5,1
1,1,3.625791,1.25,1.5,1
1,-1,2.046961,0.75,0.25,1
1,1,2.822015,0.75,1.25,1
1,1,3.178272,0.75,1.5,1
1,1,6.729242,2.25,2.75,1
1,1,1.656126,0.25,0.5,1
1,-1,6.931187,1.75,2.25,0
1,1,2.705474,0.75,1,1
1,1,4.780437,1.75,2,1
1,1,3.964689,1.25,1.75,1
1,-1,2.570593,1,0.25,1
1,-1,4.2428,2,1.25,1
1,1,5.154852,1.75,2.5,1
1,-1,2.170443,1,0.25,1
1,1,6.066176,2.25,2.75,1
1,1,6.223671,2.25,1.75,0
1,1,4.790276,2,1.75,0
1,-1,3.374177,1.5,0.75,1
1,-1,4.399251,1.75,1.25,1
1,1,2.648867,0.75,1,1
1,-1,4.243272,2,1.25,1
1,-1,6.489773,3,2.25,1
1,-1,2.16912,0.75,0.25,1
1,-1,6.52594,2.5,2.25,1
1,1,2.954403,0.75,1.25,1
1,-1,5.414241,2.5,1.75,1
1,-1,4.089252,1.5,1.25,1
1,-1,3.310009,0.5,0.25,1
1,-1,2.31097,1,0.25,1
1,1,2.874797,0.75,1.25,1
1,1,5.159977,1.75,2.5,1
1,-1,4.55308,1.5,1.25,1
1,1,1.850654,0.25,0.75,1
1,1,3.151359,0.75,1.5,1
1,-1,5.462452,2.25,1.75,1
1,1,4.275367,1.25,2,1
1,1,5.779744,2.25,2.5,1
1,-1,2.755553,1,0.75,1
1,1,6.176411,2.25,3,1
1,1,4.128423,1.25,1.75,1
1,1,1.685178,0.25,0.5,1
1,-1,6.279127,2.75,2.25,1
1,1,4.829651,1.75,2,1
1,1,2.870817,0.75,1.25,1
1,1,4.863933,1.75,2,1
1,1,1.888739,0.25,0.5,1
1,1,2.61349,0.75,1,1
1,1,6.264872,2.75,2.25,0
1,1,4.096407,1.25,2,1
1,1,4.820566,1.75,2.25,1
1,-1,3.913124,1.5,1.25,1
1,-1,6.279571,3,2.25,1
1,1,5.193732,1.75,2.5,1
1,1,3.858637,1.25,1.75,1
1,-1,2.103634,0.75,0.25,1
1,1,6.678674,2.5,2.25,0
1,1,2.342992,0.25,1,1
1,-1,3.747512,1.5,0.75,1
1,1,4.672057,2,1.75,0
1,-1,3.827147,1.5,0.75,1
1,1,2.290585,0.25,1,1
1,1,4.302208,1.5,1.25,0
1,1,6.239083,2.75,2.25,0
1,-1,4.924684,1.75,1.25,1
1,1,2.886239,0.75,1.25,1
1,-1,4.980584,2,1.25,1
1,1,2.662236,0.25,0.5,1
1,-1,5.545387,2.25,1.75,1
1,1,5.074166,1.75,2.5,1
1,1,6.761166,2.25,3,1
1,-1,2.275406,0.75,0.25,1
1,1,6.749687,2.5,2.25,0
1,1,2.565063,0.75,1,1
1,1,2.522382,0.75,1,1
1,-1,3.216767,1.5,0.75,1
1,1,4.819203,1.75,2.25,1
1,-1,4.431162,2,1.25,1
1,1,3.636331,1.25,1.5,1
1,-1,2.722457,1,0.25,1
1,1,5.0383,2,1.75,0
1,-1,7.481385,2.25,3,0
1,-1,2.482302,0.5,0.25,1
1,1,3.466818,1.25,0.75,0
1,1,1.857742,0.25,0.75,1
1,1,5.549296,2.25,2.5,1
1,1,4.294535,1.25,1.75,1
1,1,5.981033,2.75,2.25,0
1,1,5.425399,2.5,1.75,0
2,-1,6.664807,2.25,1.75,1
2,1,5.422456,1.25,1.75,1
2,1,6.348401,2.25,3,1
2,-1,5.126533,0.5,0.25,1
2,-1,3.661166,1.25,0.75,1
2,1,2.065337,0.25,0.75,1
2,1,7.383374,2.25,2.75,1
2,-1,5.705805,2.5,1.75,1
2,-1,4.238006,1,0.75,1
2,1,4.263266,1.25,2,1
2,1,4.835137,1.75,2,1
2,1,3.968655,1.25,1.5,1
2,1,3.223437,0.75,1.5,1
2,1,2.15902,0.25,1,1
2,1,6.045063,2.25,2.5,1
2,1,3.138631,0.75,1.5,1
2,-1,4.178855,1.25,1.5,0
2,1,1.932377,0.25,0.75,1
2,1,5.248818,1.75,2.5,1
2,-1,6.805547,2.75,2.25,1
2,1,6.139866,2.25,3,1
2,1,1.814592,0.25,0.5,1
2,1,3.888414,1.25,1.75,1
2,1,6.349587,2.5,2.25,0
2,-1,3.51923,1.25,0.75,1
2,-1,4.795437,1.75,2,0
2,-1,5.948983,2.25,1.75,1
2,-1,3.170601,1,0.25,1
2,1,2.807672,0.75,1,1
2,1,4.440777,2,1.25,0
2,1,4.344713,1.25,1.5,1
2,1,5.120144,1.75,2,1
2,1,4.040233,1.25,1.75,1
2,1,1.82062,0.25,0.75,1
2,-1,2.682012,1,0.25,1
2,-1,2.031853,0.5,0.25,1
2,-1,3.080027,1.25,0.75,1
2,1,4.147664,0.75,1,1
2,1,5.616073,1.75,2.25,1
2,1,6.172701,2.5,2.25,0
2,-1,5.618448,2.5,1.75,1
2,-1,3.354468,1.5,0.75,1
2,1,4.072666,1.25,2,1
2,-1,5.998808,2.75,2.25,1
2,-1,6.333733,3,2.25,1
2,-1,3.45243,1.25,0.75,1
2,1,3.609236,0.25,1,1
2,-1,6.150625,2.25,2.5,0
2,-1,5.399431,2.25,1.75,1
2,1,4.885822,1.75,2,1
2,1,1.893922,0.25,0.5,1
2,-1,4.583862,2,1.25,1
2,-1,3.436894,0.75,0.25,1
2,-1,6.723378,3,2.25,1
2,1,3.146145,0.75,1.5,1
2,1,4.70946,1.25,1.75,1
2,-1,2.97727,1,0.75,1
2,-1,6.341331,2.75,2.25,1
2,-1,3.944028,1.5,1.25,1
2,1,5.165045,1.75,2.5,1
2,-1,4.763691,1.5,1.25,1
2,1,6.151679,2.5,2.25,0
2,-1,2.177027,0.5,0.25,1
2,1,2.868598,0.75,1.25,1
2,1,4.801394,1.75,2,1
2,1,4.862836,1.75,2.25,1
2,1,5.886809,2.25,2.75,1
2,1,1.977635,0.25,0.75,1
2,-1,2.763044,1,0.25,1
2,1,6.282634,2.25,3,1
2,1,3.083327,0.75,1.5,1
2,-1,4.179903,2,1.25,1
2,-1,4.776762,1.75,1.25,1
2,1,5.05624,1.75,2.5,1
2,1,3.838855,1,0.75,0
2,-1,3.18238,1.25,0.75,1
2,-1,5.998277,2.5,2.25,1
2,-1,5.103053,2,1.25,1
2,-1,2.203602,0.75,0.25,1
2,1,3.880103,1.25,1.5,1
2,1,4.787086,1.75,2,1
2,1,3.120554,0.75,1.5,1
2,-1,4.904525,2.25,1.75,1
2,1,1.754025,0.25,0.5,1
2,1,3.852912,1.25,1.75,1
2,1,7.129096,2.25,3,1
2,-1,2.922164,0.75,1,0
2,1,2.085927,0.25,1,1
2,-1,5.562865,2.5,1.75,1
2,-1,5.999079,2.75,2.25,1
3,-1,3.844013,1,0.75,1
3,1,4.584975,1.25,1.5,1
3,-1,6.016603,2.5,1.75,1
3,1,3.475553,0.75,1.5,1
3,-1,2.635687,0.5,0.25,1
3,-1,6.506655,2.5,2.25,1
3,1,6.491557,1.75,2,1
3,-1,5.784623,2.25,1.75,1
3,1,5.783075,1.25,0.75,0
3,1,2.071738,0.25,0.75,1
3,-1,2.789024,1,0.25,1
3,-1,4.781906,2,1.25,1
3,-1,7.124478,3,2.25,1
3,1,4.135848,1.25,1.75,1
3,-1,7.924631,2.75,2.25,1
3,-1,4.712371,1.75,1.25,1
3,-1,3.393311,0.5,0.25,1
3,-1,3.591348,1.25,0.75,1
3,-1,5.924988,2.5,1.75,1
3,1,4.000554,1.25,1.5,1
3,-1,6.406517,2.5,2.25,1
3,-1,6.786989,2.75,2.25,1
3,1,2.098199,0.25,0.75,1
3,1,5.025844,1.75,2,1
3,1,2.138232,0.25,1,1
3,-1,3.82535,1.5,0.75,1
3,1,5.301188,1.75,2.25,1
3,1,3.144786,0.75,1,1
3,1,4.398483,1.25,2,1
3,1,6.211491,2.25,3,1
3,1,6.243595,2.25,3,1
3,1,2.558513,0.25,1,1
3,-1,3.52043,1.5,0.75,1
3,1,4.014208,1.25,1.5,1
3,-1,6.175163,2.75,2.25,1
3,1,6.092442,2.5,2.25,0
3,-1,2.685208,0.75,0.25,1
3,-1,7.535715,2,1.75,1
3,-1,3.431372,1.25,0.75,1
3,-1,4.510049,1.75,1.25,1
3,1,2.668009,0.75,1,1
3,-1,5.596768,2.5,1.75,1
3,-1,4.705696,2,1.25,1
3,-1,3.673056,0.5,0.25,1
3,-1,5.451277,2.25,1.75,1
3,1,2.068124,0.25,0.75,1
3,1,5.754154,1.75,2.25,1
3,1,4.684945,1.25,2,1
3,-1,4.179905,1.5,1.25,1
3,1,6.109377,2.25,3,1
3,1,3.095031,0.75,1.25,1
3,-1,5.882729,2.5,1.75,1
3,1,2.051373,0.25,0.5,1
3,1,7.334015,2,1.75,0
3,1,3.452485,0.75,1.5,1
3,1,6.134799,2.25,2.75,1
3,1,2.751053,0.25,1,1
3,-1,3.664738,1,0.75,1
3,1,7.029622,2.5,2.25,0
3,-1,4.588435,1.75,1.25,1
3,1,1.942682,0.25,0.75,1
3,1,6.312656,2.75,2.25,0
3,1,4.418023,1.25,2,1
3,1,6.30743,2.25,3,1
3,1,3.177398,0.75,1.25,1
3,-1,3.376466,1,0.75,1
3,-1,5.740782,2,1.75,1
3,-1,5.397264,1.5,1.25,1
3,1,3.20535,0.75,1.5,1
3,1,4.090609,1.25,1.75,1
3,-1,2.085665,0.5,0.25,1
3,-1,5.731884,2.25,1.75,1
3,-1,6.027277,2.5,1.75,1
3,1,6.009722,2.25,2.5,1
3,1,2.595556,0.25,1,1
3,1,3.080232,0.75,1.5,1
3,-1,5.81089,2.5,1.75,1
3,1,4.530814,1.25,2,1
3,1,5.216845,1.75,2.25,1
3,1,2.096454,0.25,1,1
3,-1,6.844144,2.75,2.25,1
3,-1,3.190274,1,0.75,1
3,1,2.15746,0.25,0.75,1
3,1,2.407669,0.25,0.5,1
3,1,5.07852,1.75,2,1
3,-1,5.982212,2.5,2.25,1
3,1,2.888071,0.75,1.25,1
3,1,3.874185,1.25,1.75,1
3,1,7.351578,1.5,1.25,0
3,-1,6.953386,3,2.25,1
4,1,4.847991,1.25,1.75,1
4,1,2.35417,0.25,1,1
4,-1,6.369918,2.25,1.75,1
4,1,6.60779,2.25,2.75,1
4,1,2.041862,0.25,0.75,1
4,1,5.498384,1.5,1.25,0
4,-1,3.939223,1.5,0.75,1
4,1,3.187983,0.75,1,1
4,-1,4.16421,0.5,0.25,1
4,1,5.394473,1.75,2.5,1
4,-1,6.989222,3,2.25,1
4,1,2.855841,0.75,1.25,1
4,1,5.393754,2,1.75,0
4,1,7.683062,2.5,2.25,0
4,-1,5.00827,2,1.25,1
4,1,6.028508,1.75,2.5,1
4,1,3.609032,1.25,1.5,1
4,1,1.768897,0.25,1,1
4,-1,3.54976,1.25,0.75,1
4,1,2.237766,0.25,0.5,1
4,1,1.890893,0.25,0.75,1
4,1,2.738084,0.75,1,1
4,1,3.8623,1.25,1.75,1
4,1,5.657889,2.25,2.5,1
4,1,6.231787,2.25,3,1
4,1,5.903614,2.25,2.75,1
4,1,5.568082,2,1.75,0
4,1,4.203221,1.25,2,1
4,1,4.874107,1.75,2.25,1
4,1,3.120969,0.75,1.5,1
4,1,2.115287,0.25,1,1
4,1,1.830011,0.25,0.5,1
4,1,10.030319,1.75,2.25,1
4,-1,4.665071,2,1.25,1
4,1,5.943227,2.5,2.25,0
4,-1,3.751325,1.25,0.75,1
4,-1,4.00346,0.75,0.25,1
4,-1,7.491543,2.75,2.25,1
4,-1,7.424184,3,2.25,1
4,1,2.917238,0.75,1,1
4,-1,4.60677,1.75,1.25,1
4,-1,4.302037,1.5,1.25,1
4,1,5.859353,2,1.75,0
4,-1,3.653507,1.5,0.75,1
4,1,5.152407,1.75,2.5,1
4,1,4.980891,1.75,2,1
4,1,2.677835,0.5,0.25,0
4,1,4.798102,2,1.25,0
4,-1,8.718132,3,2.25,1
4,1,1.860127,0.25,0.75,1
4,1,3.021553,0.75,1.5,1
4,1,3.380052,0.25,1,1
4,1,3.899438,1.25,1.75,1
4,-1,3.279802,1.25,0.75,1
4,1,5.898107,2.5,2.25,0
4,1,7.34182,2.75,2.25,0
4,-1,3.648304,0.75,1,0
4,1,3.865386,1.25,1.5,1
4,1,5.090324,2.25,1.75,0
4,-1,5.34255,2.5,1.75,1
4,1,7.219258,1.75,2.25,1
4,-1,5.401342,1.25,1.75,0
4,-1,4.06528,1,0.25,1
4,-1,5.022164,2,1.25,1
4,-1,3.737005,1.5,0.75,1
4,-1,3.592267,1.25,0.75,1
4,1,2.114867,0.25,0.75,1
4,1,2.758442,0.75,1,1
4,1,5.158263,1.75,2,1
4,1,7.14943,2.5,2.25,0
4,1,6.054189,2.25,2.75,1
4,-1,2.852669,0.25,0.5,0
4,1,5.7478,1.5,1.25,0
4,-1,7.274322,3,2.25,1
4,-1,5.895643,2.5,1.75,1
4,1,1.902605,0.25,0.75,1
4,1,4.245469,1.25,1.75,1
4,1,6.260993,2.25,3,1
4,1,3.044018,0.75,1.25,1
4,1,6.110816,2.5,2.25,0
4,1,1.89892,0.25,0.5,1
4,1,6.057595,2.25,2.75,1
4,1,4.211791,1.25,2,1
4,-1,3.468004,1.5,0.75,1
4,1,4.895348,1.75,2.25,1
4,1,4.06497,1.25,1.5,1
4,-1,3.416964,1,0.75,1
4,-1,4.034335,1,0.25,1
4,1,5.461512,1.75,2.5,1
4,1,5.765005,1.75,2,1
5,1,4.072573,0.25,1,1
5,-1,7.069532,2.5,1.75,1
5,-1,4.743119,1.75,1.25,1
5,-1,5.992285,2.25,2.5,0
5,1,2.819355,0.25,0.75,1
5,-1,3.513299,1.25,0.75,1
5,-1,4.434063,1,0.75,1
5,1,6.543932,2.25,2.75,1
5,1,5.580298,1.5,1.25,0
5,-1,5.953728,2.25,1.75,1
5,1,6.072171,2.25,3,1
5,1,3.105787,0.75,1.5,1
5,1,4.585474,1.75,2,1
5,1,1.672599,0.5,0.25,0
5,1,4.07297,1.25,2,1
5,-1,5.642868,2.5,2.25,1
5,1,1.749914,0.25,0.5,1
5,1,2.693217,0.75,1,1
5,1,5.811601,2.75,2.25,0
5,1,5.865099,1.75,1.25,0
5,-1,5.212229,2.5,1.75,1
5,1,2.800818,0.75,1.25,1
5,1,4.097527,1.25,2,1
5,-1,4.609097,1.25,1.5,0
5,-1,5.775467,2.25,1.75,1
5,-1,4.649231,1.5,0.75,1
5,1,6.118486,2.25,3,1
5,-1,4.077923,1,0.25,1
5,1,1.874693,0.25,0.75,1
5,1,4.807408,1.75,2,1
5,1,5.525028,2.5,2.25,0
5,-1,2.619586,1,0.25,1
5,1,4.869767,2.25,1.75,0
5,-1,5.403295,2.5,1.75,1
5,-1,4.295751,1.5,0.75,1
5,1,3.541101,1.25,1.5,1
5,1,4.144201,2,1.25,0
5,1,1.615075,0.25,0.5,1
5,-1,6.172915,1.75,1.25,1
5,-1,2.344792,0.75,0.25,1
5,-1,3.095825,1.25,0.75,1
5,-1,6.143392,2.75,2.25,1
5,1,2.684599,1,0.75,0
5,1,4.522923,1.75,2,1
5,1,6.099982,2.25,3,1
5,-1,2.788653,0.75,0.25,1
5,-1,6.002756,2.5,2.25,1
5,1,1.816012,0.25,0.5,1
5,-1,6.426623,3,2.25,1
5,1,3.862744,1.25,1.75,1
5,1,3.292538,0.75,1,1
5,-1,3.245135,1.25,0.75,1
5,-1,6.926854,2,1.25,1
5,1,5.303002,1.75,2.5,1
5,1,5.849084,2.25,2.75,1
5,1,4.534523,2,1.75,0
5,1,2.107051,0.25,1,1
5,-1,4.932656,2.25,1.75,1
5,-1,4.381788,1.5,0.75,1
5,-1,4.627015,1.5,1.25,1
5,1,3.567312,1.5,1.25,0
5,1,2.054298,0.25,1,1
5,-1,3.905159,1,0.75,1
5,1,4.813501,1.75,2.25,1
5,1,4.034131,1.25,2,1
5,1,3.732758,0.5,0.25,0
5,-1,6.210743,3,2.25,1
5,1,1.881637,0.25,0.75,1
5,1,5.792428,2.25,2.75,1
5,-1,7.602366,2.5,2.25,1
5,-1,5.409014,2.5,1.75,1
5,1,2.814361,0.75,1.25,1
5,-1,4.604078,1.75,1.25,1
5,-1,5.653842,1.75,2,0
5,-1,3.953343,1.5,0.75,1
5,-1,4.068074,1.5,0.75,1
5,1,4.402407,2,1.25,0
5,1,6.687744,2.75,2.25,0
5,-1,2.531631,0.5,0.25,1
5,-1,8.377761,3,2.25,1
5,1,4.885305,2.25,1.75,0
5,1,2.055227,0.25,1,1
5,1,5.057335,1.75,2.5,1
5,1,3.854419,1.25,1.75,1
5,1,4.592931,2,1.75,0
5,1,7.571272,2.25,2.5,1
5,1,3.579481,1.5,1.25,0
5,1,3.279021,0.75,1,1
5,1,2.926721,0.75,1.25,1
5,1,1.871033,0.25,0.75,1
6,1,4.340181,2,1.25,0
6,1,2.955113,0.75,1.25,1
6,-1,2.656979,0.75,0.25,1
6,-1,6.263811,2.5,1.75,1
6,-1,4.448463,1.75,1.25,1
6,-1,2.323933,0.5,0.25,1
6,-1,3.593229,1.5,0.75,1
6,1,5.63146,2.25,2.5,1
6,1,6.518393,2.25,3,1
6,-1,3.31494,1,0.75,1
6,1,7.007479,2.75,2.25,0
6,-1,4.303907,1.25,1.5,0
6,-1,5.336832,2.25,1.75,1
6,-1,5.173849,2,1.75,1
6,-1,3.079053,1,0.25,1
6,1,4.007777,0.25,0.5,1
6,-1,3.571497,1.25,0.75,1
6,1,5.898181,2.5,2.25,0
6,1,4.274803,1.25,2,1
6,-1,6.410905,2.75,2.25,1
6,1,2.833601,0.75,1,1
6,-1,4.663392,1.25,1.5,0
6,-1,2.638383,1,0.25,1
6,-1,2.699043,0.25,0.75,0
6,1,5.399683,1.75,2.5,1
6,1,5.084977,1.75,2.25,1
6,-1,3.455039,1.5,0.75,1
6,1,5.220096,2,1.75,0
6,-1,4.41231,1.75,1.25,1
6,1,7.099197,2.25,3,1
6,-1,2.324729,0.75,0.25,1
6,-1,4.704208,2,1.25,1
6,1,5.085925,2,1.75,0
6,-1,3.239113,1.25,0.75,1
6,1,3.094456,0.75,1.5,1
6,1,2.137243,0.25,1,1
6,1,3.86992,1.25,1.75,1
6,-1,5.74481,2.5,1.75,1
6,1,5.759244,2.5,2.25,0
6,-1,3.642155,1,0.75,1
6,-1,5.467284,2.25,1.75,1
6,1,6.37769,3,2.25,0
6,1,1.707473,0.25,0.5,1
6,-1,4.585717,1.5,1.25,1
6,1,6.197217,2.75,2.25,0
6,1,5.175033,2,1.75,0
6,-1,3.22579,0.75,1.25,0
6,1,6.353674,2.25,3,1
6,1,2.056816,0.25,1,1
6,1,6.120512,2.75,2.25,0
6,1,3.786789,1.25,1.5,1
6,1,4.291973,1.75,1.25,0
6,-1,5.635939,1.75,2.5,0
6,-1,2.38805,0.75,0.25,1
6,1,5.83913,2.25,2.5,1
6,-1,2.14173,0.5,0.25,1
6,1,3.67796,1,0.75,0
6,-1,3.822425,1.5,0.75,1
6,1,4.255529,1.25,2,1
6,1,5.091594,1.75,2.25,1
6,1,5.751353,2.5,2.25,0
6,-1,4.566885,1.75,1.25,1
6,1,4.141689,1.25,2,1
6,1,5.390668,2.25,1.75,0
6,1,5.937197,2.75,2.25,0
6,1,2.712445,0.75,0.25,0
6,1,5.068606,1.75,2.5,1
6,1,1.803037,0.25,0.5,1
6,1,3.935995,1.5,1.25,0
6,1,6.209543,2.25,3,1
6,-1,3.494745,1.5,0.75,1
6,1,4.591186,1.75,2,1
6,1,2.819114,0.75,1,1
6,-1,2.819354,1,0.25,1
6,-1,3.207312,1.25,0.75,1
6,1,5.264562,1.75,2.5,1
6,1,6.300799,2.5,2.25,0
6,1,2.371405,0.25,1,1
6,-1,3.4381,1.5,0.75,1
6,1,4.936613,1.75,2.25,1
6,1,1.855611,0.25,0.75,1
6,1,4.698571,1.75,2,1
6,-1,4.389501,1.25,2,0
6,-1,3.080498,0.75,1,0
6,1,5.985054,2.25,2.75,1
6,1,3.89494,1.5,1.25,0
6,1,1.850396,0.25,0.5,1
6,1,2.854364,0.75,1.25,1
6,1,4.092947,1.75,1.25,0
6,1,6.064141,2.25,3,1
7,1,6.375434,1.25,1.5,1
7,1,8.124844,2.25,3,1
7,1,5.444215,0.75,1,1
7,-1,7.71496,2,1.75,1
7,1,10.154307,2.75,2.25,0
7,1,3.746758,0.75,1.25,1
7,1,13.629108,1.75,2.25,1
7,1,4.36309,0.25,1,1
7,-1,2.861285,0.75,0.25,1
7,-1,8.272876,2.25,2.5,0
7,1,5.931645,1.75,2.5,1
7,-1,5.326043,2,1.25,1
7,-1,4.973422,1.75,1.25,1
7,1,3.668569,0.75,1.5,1
7,-1,3.102787,0.5,0.25,1
7,-1,5.691617,1,0.75,1
7,1,3.474074,0.75,1.5,1
7,-1,6.938649,2.75,2.25,1
7,1,7.609391,1.5,1.25,0
7,-1,5.050207,2,1.25,1
7,1,5.591033,1.75,2,1
7,-1,2.89744,1,0.25,1
7,-1,6.787239,1.75,1.25,1
7,1,2.162717,0.25,0.5,1
7,-1,7.435031,2.5,1.75,1
7,-1,8.344125,3,2.25,1
7,-1,8.035969,2.5,2.25,1
7,-1,2.99601,0.75,0.25,1
7,1,3.460664,0.75,1.25,1
7,-1,7.258522,2.25,1.75,1
7,1,3.098885,0.75,1,1
7,1,3.127744,0.75,1.25,1
7,1,3.720911,0.75,1.5,1
7,1,2.242157,0.25,1,1
7,-1,6.718554,2.75,2.25,1
7,1,2.480156,0.25,0.75,1
7,-1,7.300323,2,1.75,1
7,-1,2.590861,0.5,0.25,1
7,-1,8.96146,2.25,2.5,0
7,-1,5.934358,2,1.25,1
7,-1,6.791415,2.5,1.75,1
7,-1,6.698449,1.75,2.25,0
7,-1,4.878073,1.75,1.25,1
7,1,6.677448,2.25,3,1
7,-1,6.315063,1.5,1.25,1
7,1,4.579288,1.25,2,1
7,-1,5.569971,2.25,1.75,1
7,-1,7.290358,3,2.25,1
7,1,3.265696,0.75,1.5,1
7,1,6.804018,1,0.75,0
7,1,4.490228,1.25,1.5,1
7,-1,5.629492,2.5,1.75,1
7,1,3.203217,0.75,1.25,1
7,-1,3.000286,0.75,0.25,1
7,1,3.601382,0.25,1,1
7,1,1.995699,0.25,0.5,1
7,1,8.745865,1.75,2,1
7,-1,7.068423,2.75,2.25,1
7,1,6.512755,2.5,2.25,0
7,1,5.098245,1.25,1.75,1
7,1,5.223033,1.75,2,1
7,1,6.753849,2.25,2.5,1
7,-1,6.019695,2.5,1.75,1
7,-1,5.603238,1.5,1.25,1
7,-1,2.560761,0.5,0.25,1
7,1,3.117215,0.75,1,1
7,1,2.691359,0.25,0.75,1
7,-1,3.960714,1.5,0.75,1
7,-1,5.370657,2,1.25,1
7,-1,4.220525,1.25,0.75,1
7,1,6.827467,2.75,2.25,0
7,-1,7.388521,3,2.25,1
7,1,3.288571,0.25,1,1
7,1,7.635556,1.75,2.25,1
7,1,5.506623,1.25,1.75,1
7,-1,4.419036,1,0.75,1
7,1,5.681125,1.75,2,1
7,1,8.281705,2.5,1.75,0
7,1,7.722686,2.25,2.75,1
7,-1,5.105162,2,1.25,1
7,1,4.151977,0.75,1.5,1
7,1,2.622459,0.25,1,1
7,1,2.350213,0.25,0.75,1
7,-1,7.375984,3,2.25,1
7,-1,6.229454,2.25,1.75,1
7,-1,2.815388,0.5,0.25,1
7,-1,4.667626,1.25,0.75,1
7,-1,6.962581,2.25,2.5,0
7,-1,6.118898,1.75,1.25,1
7,1,5.944942,1.25,1.5,1
8,1,4.146869,0.75,1.5,1
8,-1,7.877811,2,1.75,1
8,-1,6.178005,2.5,1.75,1
8,1,2.668438,0.25,0.75,1
8,-1,3.87011,1.25,0.75,1
8,1,6.805893,2.25,2.5,1
8,-1,3.452306,1,0.75,1
8,-1,5.205345,1.75,1.25,1
8,-1,7.04808,3,2.25,1
8,-1,2.593547,0.5,0.25,1
8,-1,4.645148,2,1.25,1
8,1,6.480015,2.25,2.75,1
8,-1,6.239302,1.5,1.25,1
8,1,5.318577,0.25,1,1
8,1,5.150434,1.75,2.25,1
8,-1,5.703023,2,1.75,1
8,1,2.165677,0.25,0.75,1
8,1,4.072541,1.75,1.25,0
8,1,1.64301,0.25,0.5,1
8,1,6.057506,2.25,2.75,1
8,-1,3.697128,1.5,0.75,1
8,1,6.376735,1.75,2.25,1
8,-1,6.444213,2.5,1.75,1
8,-1,3.511609,1.25,0.75,1
8,-1,5.085297,1.5,1.25,1
8,1,6.440594,3,2.25,0
8,-1,6.192837,2.5,2.25,1
8,1,3.324458,1,0.75,0
8,1,2.206869,0.25,1,1
8,1,4.242392,1.25,2,1
8,-1,5.392847,2.5,1.75,1
8,1,2.315156,0.25,0.5,1
8,1,6.120092,2.25,3,1
8,1,4.185032,1.25,2,1
8,-1,6.548406,2.5,2.25,1
8,-1,3.274573,1,0.75,1
8,-1,3.756577,1.25,0.75,1
8,-1,4.434117,1.75,1.25,1
8,1,4.212004,1.5,1.25,0
8,1,3.185455,0.75,1.5,1
8,-1,5.018404,2,1.75,1
8,1,5.43666,1.75,2.25,1
8,1,6.098361,2.75,2.25,0
8,1,1.817647,0.25,0.75,1
8,-1,2.704048,1,0.25,1
8,-1,6.204036,2.75,2.25,1
8,1,2.701668,0.75,1,1
8,-1,4.359582,1.75,1.25,1
8,1,6.593506,2.5,2.25,0
8,1,1.647053,0.25,0.5,1
8,-1,6.693539,3,2.25,1
8,-1,5.769221,2.5,1.75,1
8,-1,2.622148,0.75,0.25,1
8,-1,2.618115,1,0.25,1
8,-1,4.600226,2,1.25,1
8,-1,5.831658,2,1.75,1
8,-1,3.62751,1.5,0.75,1
8,1,5.271128,1.5,1.25,0
8,-1,3.376917,1.25,0.75,1
8,-1,5.345449,2.25,1.75,1
8,-1,5.169603,1.75,2,0
8,1,2.47987,0.25,0.75,1
8,1,4.185623,1.5,1.25,0
8,1,4.802871,1.25,2,1
8,1,6.495882,2.25,3,1
8,1,2.177237,0.25,1,1
8,-1,3.569897,1,0.75,1
8,1,3.926772,1.25,1.75,1
8,-1,6.885771,2.75,2.25,1
8,1,5.487312,1.75,2.25,1
8,1,2.991087,0.75,1.25,1
8,-1,2.362642,0.5,0.25,1
8,1,3.12994,0.75,1.5,1
8,1,6.444763,2.5,2.25,0
8,-1,5.724307,2.5,1.75,1
8,1,3.366095,0.75,1.5,1
8,-1,3.198428,1,0.75,1
8,1,7.584301,3,2.25,0
8,1,5.825128,2.25,2.75,1
8,1,1.892568,0.25,0.75,1
8,1,4.908734,2,1.75,0
8,1,6.240439,1.75,2.5,1
8,1,4.3227,1.25,2,1
8,1,2.16131,0.25,1,1
8,-1,5.23169,2.25,1.75,1
8,-1,3.169584,1.25,0.75,1
8,-1,1.917301,0.5,0.25,1
8,1,5.929339,2.5,2.25,0
8,1,4.383872,1.25,1.5,1
8,1,4.412447,1.25,1.75,1
9,-1,5.504406,2,1.75,1
9,1,7.698523,1.75,2.25,1
9,1,8.069105,0.75,1.5,1
9,-1,6.848969,3,2.25,1
9,1,4.697571,1.75,1.25,0
9,1,9.410709,0.25,1,1
9,-1,3.793052,0.75,1,0
9,1,6.922157,2.25,2.5,1
9,-1,4.897925,2,1.25,1
9,1,3.21082,0.75,0.25,0
9,1,6.818391,2.75,2.25,0
9,-1,5.812731,2.5,1.75,1
9,1,5.769439,1.5,1.25,0
9,1,3.798885,0.75,1.25,1
9,-1,2.468448,0.5,0.25,1
9,1,2.701722,0.25,0.5,1
9,-1,5.204682,1.75,1.25,1
9,1,4.307551,1.25,1.5,1
9,1,3.975009,0.75,1.5,1
9,1,6.791899,2.5,1.75,0
9,-1,3.060253,0.25,1,0
9,1,4.873292,1.25,2,1
9,1,5.800501,1.75,2,1
9,-1,3.162604,0.75,1,0
9,1,3.778545,0.75,1.25,1
